
3 Mot inconnu : rEFInd => ====== rEFInd ====== | refind

245 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Booter avec un ordinateur ayant un accès réseau. |    => suggestions : ['']
245 Mot inconnu : Booter =>   * Booter avec un ordinateur ayant un accès réseau. | booter

246 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Télécharger le dernier fichier ISO   actuellement stocké à cet [[https://sourceforge.net/projects/refind/files/0.13.2/refind-cd-0.13.2.zip|endroit]] . Sa taille est de 6,9 Mo. |    => suggestions : ['']
246 Espace(s) surnuméraire(s) à supprimer. =>   * Télécharger le dernier fichier ISO   actuellement stocké à cet [[https://sourceforge.net/projects/refind/files/0.13.2/refind-cd-0.13.2.zip|endroit]] . Sa taille est de 6,9 Mo. |     => suggestions : [' ']
246 Pas d’espace avant un point. =>   * Télécharger le dernier fichier ISO   actuellement stocké à cet [[https://sourceforge.net/projects/refind/files/0.13.2/refind-cd-0.13.2.zip|endroit]] . Sa taille est de 6,9 Mo. |  . => suggestions : ['.']
246 Si “Mo” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * Télécharger le dernier fichier ISO   actuellement stocké à cet [[https://sourceforge.net/projects/refind/files/0.13.2/refind-cd-0.13.2.zip|endroit]] . Sa taille est de 6,9 Mo. | 6,9 mo => suggestions : ['6,9\xa0Mo']

247 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dézipper le fichier afin d'obtenir un fichier ISO dont la taille sera de presque 15 Mo. |    => suggestions : ['']
247 Si “Mo” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * Dézipper le fichier afin d'obtenir un fichier ISO dont la taille sera de presque 15 Mo. | 15 mo => suggestions : ['15\xa0Mo']

249 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Booter avec le support d'installation. Si ventoy, choisir de lancer refind-cd-0.13.2. |    => suggestions : ['']
249 Mot inconnu : Booter =>   * Booter avec le support d'installation. Si ventoy, choisir de lancer refind-cd-0.13.2. | booter
249 Mot inconnu : ventoy =>   * Booter avec le support d'installation. Si ventoy, choisir de lancer refind-cd-0.13.2. | ventoy
249 Mot inconnu : refind-cd-0 =>   * Booter avec le support d'installation. Si ventoy, choisir de lancer refind-cd-0.13.2. | refind-cd-0

250 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  <note tip>La version actuelle est 13.3.1 en date du 12/04/2022</note> |   => suggestions : ['']

251 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Vous avez immédiatement la liste de tous les O.S. présents sur le disque dur. Vous pouvez choisir de lancer celui que vous voulez. |    => suggestions : ['']
251 Sigle. Il est recommandé d’ôter les points pour les sigles. (S’il s’agit d’un prénom et d’un nom, mettez un espace.) =>   * Vous avez immédiatement la liste de tous les O.S. présents sur le disque dur. Vous pouvez choisir de lancer celui que vous voulez. | o.s. => suggestions : ['OS', 'O.\u202fS.']

252 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Vous pouvez aussi choisir d'installer refind dans la partition EFI du disque dur. |    => suggestions : ['']
252 Mot inconnu : refind =>   * Vous pouvez aussi choisir d'installer refind dans la partition EFI du disque dur. | refind
252 Mot inconnu : EFI =>   * Vous pouvez aussi choisir d'installer refind dans la partition EFI du disque dur. | efi

254 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Choisir la première icône de la ligne du bas en partant de la gauche afin d'installer refind (**Install rEFInd to Disk**). |    => suggestions : ['']
254 Mot inconnu : refind =>   * Choisir la première icône de la ligne du bas en partant de la gauche afin d'installer refind (**Install rEFInd to Disk**). | refind
254 Mot inconnu : Install =>   * Choisir la première icône de la ligne du bas en partant de la gauche afin d'installer refind (**Install rEFInd to Disk**). | install
254 Mot inconnu : rEFInd =>   * Choisir la première icône de la ligne du bas en partant de la gauche afin d'installer refind (**Install rEFInd to Disk**). | refind
254 Mot inconnu : to =>   * Choisir la première icône de la ligne du bas en partant de la gauche afin d'installer refind (**Install rEFInd to Disk**). | to
254 Mot inconnu : Disk =>   * Choisir la première icône de la ligne du bas en partant de la gauche afin d'installer refind (**Install rEFInd to Disk**). | disk

255 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Choisir la partition à utiliser parmi la liste des partitions de boot EFI listées. En théorie, il n'y en a qu'une seule. |    => suggestions : ['']
255 Mot inconnu : boot =>   * Choisir la partition à utiliser parmi la liste des partitions de boot EFI listées. En théorie, il n'y en a qu'une seule. | boot
255 Mot inconnu : EFI =>   * Choisir la partition à utiliser parmi la liste des partitions de boot EFI listées. En théorie, il n'y en a qu'une seule. | efi

256 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Refind est alors installé,  on valide avec "**Return to Main Menu**". |    => suggestions : ['']
256 Mot inconnu : Refind =>   * Refind est alors installé,  on valide avec "**Return to Main Menu**". | refind
256 Espace(s) surnuméraire(s) à supprimer. =>   * Refind est alors installé,  on valide avec "**Return to Main Menu**". |    => suggestions : [' ']
256 Mot inconnu : Return =>   * Refind est alors installé,  on valide avec "**Return to Main Menu**". | return
256 Mot inconnu : to =>   * Refind est alors installé,  on valide avec "**Return to Main Menu**". | to

257 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Choisir la seconde icône de la ligne du bas en partant de la __droite__ afin de rebooter sur refind (**Reboot Computer**). |    => suggestions : ['']
257 Mot inconnu : __droite__ =>   * Choisir la seconde icône de la ligne du bas en partant de la __droite__ afin de rebooter sur refind (**Reboot Computer**). | __droite__
257 Mot inconnu : rebooter =>   * Choisir la seconde icône de la ligne du bas en partant de la __droite__ afin de rebooter sur refind (**Reboot Computer**). | rebooter
257 Mot inconnu : refind =>   * Choisir la seconde icône de la ligne du bas en partant de la __droite__ afin de rebooter sur refind (**Reboot Computer**). | refind
257 Mot inconnu : Reboot =>   * Choisir la seconde icône de la ligne du bas en partant de la __droite__ afin de rebooter sur refind (**Reboot Computer**). | reboot

258 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * N'oublier pas de démonter le support de boot!!! |    => suggestions : ['']
258 Confusion probable : “oublier” est un verbe à l’infinitif. Si vous vouliez utiliser l’impératif, écrivez : =>   * N'oublier pas de démonter le support de boot!!! | oublier => suggestions : ['oubliez']
258 Mot inconnu : boot =>   * N'oublier pas de démonter le support de boot!!! | boot

259 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

261 Mot inconnu : secure => ===== Installation avec le secure boot activé ===== | secure
261 Mot inconnu : boot => ===== Installation avec le secure boot activé ===== | boot

265 Mot inconnu : Memo => ==== Memo ==== | memo

274 Mot inconnu : shim => Pour faire très simple, il faut d'abord installer la version Ubuntu. Vérifier qu'elle fonctionne et demander au shim de lancer rEFInd au lieu du grub. | shim
274 Mot inconnu : rEFInd => Pour faire très simple, il faut d'abord installer la version Ubuntu. Vérifier qu'elle fonctionne et demander au shim de lancer rEFInd au lieu du grub. | refind
274 Mot inconnu : grub => Pour faire très simple, il faut d'abord installer la version Ubuntu. Vérifier qu'elle fonctionne et demander au shim de lancer rEFInd au lieu du grub. | grub

279 Espace(s) en fin de ligne à supprimer. => Pour le moment, c'est un peu bloqué,  |   => suggestions : ['']

283 Pas d’espace après ce signe. => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | (  => suggestions : ['(']
283 Guillemets typographiques ouvrants. => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | " => suggestions : ['«\xa0', '“']
283 Mot inconnu : Hash => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | hash
283 Mot inconnu : failed => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | failed
283 Mot inconnu : did => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | did
283 Mot inconnu : you => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | you
283 Mot inconnu : valid => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | valid
283 Mot inconnu : EFI => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | efi
283 Mot inconnu : binary => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | binary
283 Mot inconnu : Not => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | not
283 Mot inconnu : Found => Pour la tour, je découvre un problème semblant connu https://answers.launchpad.net/ubuntu/+question/658088 ( **"Hash failed (did you select a valid EFI binary?): (14) Not Found.**) | found

288 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Installer normalement Ubuntu en mode sécurisé. |    => suggestions : ['']

289 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Installer normalement rEFInd (voir ci-dessus). |    => suggestions : ['']
289 Mot inconnu : rEFInd =>   * Installer normalement rEFInd (voir ci-dessus). | refind

290 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Remplacer le logiciel de démarrage GRUB par le logiciel de démarrage rEFInd à l'aide des lignes de commandes suivantes : |    => suggestions : ['']
290 Mot inconnu : GRUB =>   * Remplacer le logiciel de démarrage GRUB par le logiciel de démarrage rEFInd à l'aide des lignes de commandes suivantes : | grub
290 Mot inconnu : rEFInd =>   * Remplacer le logiciel de démarrage GRUB par le logiciel de démarrage rEFInd à l'aide des lignes de commandes suivantes : | refind

297 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Booter de nouveau. |    => suggestions : ['']
297 Mot inconnu : Booter =>   * Booter de nouveau. | booter

298 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Shimx64.efi va enfin lancer rEFInd et détecter qu'il n'est pas sécurisé. Il va donc refuser de le faire (Voir dans les mémos). |    => suggestions : ['']
298 Mot inconnu : Shimx64 =>   * Shimx64.efi va enfin lancer rEFInd et détecter qu'il n'est pas sécurisé. Il va donc refuser de le faire (Voir dans les mémos). | shimx64
298 Mot inconnu : efi =>   * Shimx64.efi va enfin lancer rEFInd et détecter qu'il n'est pas sécurisé. Il va donc refuser de le faire (Voir dans les mémos). | efi
298 Mot inconnu : rEFInd =>   * Shimx64.efi va enfin lancer rEFInd et détecter qu'il n'est pas sécurisé. Il va donc refuser de le faire (Voir dans les mémos). | refind

299 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). |    => suggestions : ['']
299 Mot inconnu : Shimx64 =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). | shimx64
299 Mot inconnu : efi =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). | efi
299 Mot inconnu : MMX64 =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). | mmx64
299 Mot inconnu : EFI =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). | efi
299 Mot inconnu : Mokmanager =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). | mokmanager
299 Mot inconnu : efi =>   * Shimx64.efi va donc lancer MMX64.EFI (successeur de Mokmanager.efi) ou tenter de le faire ((Voir dans les mémos). | efi

300 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * MMX64.EFI va donc vous permettre de fournir la signature de rEFInd. |    => suggestions : ['']
300 Mot inconnu : MMX64 =>   * MMX64.EFI va donc vous permettre de fournir la signature de rEFInd. | mmx64
300 Mot inconnu : EFI =>   * MMX64.EFI va donc vous permettre de fournir la signature de rEFInd. | efi
300 Mot inconnu : rEFInd =>   * MMX64.EFI va donc vous permettre de fournir la signature de rEFInd. | refind

301 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Choisir de préférence la signature HASH lorsqu'elle fonctionnera (voir dans les mémos), à défaut, choisir la signature KEY (voir dans les mémos) |    => suggestions : ['']
301 Mot inconnu : HASH =>   * Choisir de préférence la signature HASH lorsqu'elle fonctionnera (voir dans les mémos), à défaut, choisir la signature KEY (voir dans les mémos) | hash
301 Mot inconnu : KEY =>   * Choisir de préférence la signature HASH lorsqu'elle fonctionnera (voir dans les mémos), à défaut, choisir la signature KEY (voir dans les mémos) | key

302 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Rebootez : La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le GRUB. |    => suggestions : ['']
302 Mot inconnu : Rebootez =>   * Rebootez : La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le GRUB. | rebootez
302 Mot inconnu : NVRAM =>   * Rebootez : La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le GRUB. | nvram
302 Mot inconnu : Shim =>   * Rebootez : La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le GRUB. | shim
302 Mot inconnu : GRUB =>   * Rebootez : La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le GRUB. | grub

303 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Utilisez rEFInd pour choisir l'OS à lancer. |    => suggestions : ['']
303 Mot inconnu : rEFInd =>   * Utilisez rEFInd pour choisir l'OS à lancer. | refind

308 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Installer normalement Ubuntu en mode sécurisé. |    => suggestions : ['']

309 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Remplacer le logiciel de démarrage GRUB par le logiciel de démarrage REFIND à l'aide des lignes de commandes suivantes: |    => suggestions : ['']
309 Mot inconnu : GRUB =>   * Remplacer le logiciel de démarrage GRUB par le logiciel de démarrage REFIND à l'aide des lignes de commandes suivantes: | grub
309 Mot inconnu : REFIND =>   * Remplacer le logiciel de démarrage GRUB par le logiciel de démarrage REFIND à l'aide des lignes de commandes suivantes: | refind

316 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Booter de nouveau **en prenant le soin de déactiver le secure-boot**. |    => suggestions : ['']
316 Mot inconnu : Booter =>   * Booter de nouveau **en prenant le soin de déactiver le secure-boot**. | booter
316 Mot inconnu : secure-boot =>   * Booter de nouveau **en prenant le soin de déactiver le secure-boot**. | secure-boot

317 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * La première entrée de la NVRAM va permettre de lancer rEFInd. |    => suggestions : ['']
317 Mot inconnu : NVRAM =>   * La première entrée de la NVRAM va permettre de lancer rEFInd. | nvram
317 Mot inconnu : rEFInd =>   * La première entrée de la NVRAM va permettre de lancer rEFInd. | refind

318 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Utiliser la fonctionnalité utilitaire (un petit verrou sur la gauche de la seconde ligne) pour sélectionner l'application MMX64.EFI. |    => suggestions : ['']
318 Mot inconnu : MMX64 =>   * Utiliser la fonctionnalité utilitaire (un petit verrou sur la gauche de la seconde ligne) pour sélectionner l'application MMX64.EFI. | mmx64
318 Mot inconnu : EFI =>   * Utiliser la fonctionnalité utilitaire (un petit verrou sur la gauche de la seconde ligne) pour sélectionner l'application MMX64.EFI. | efi

319 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * MMX64.EFI va vous permettre de fournir la signature de rEFInd. |    => suggestions : ['']
319 Mot inconnu : MMX64 =>   * MMX64.EFI va vous permettre de fournir la signature de rEFInd. | mmx64
319 Mot inconnu : EFI =>   * MMX64.EFI va vous permettre de fournir la signature de rEFInd. | efi
319 Mot inconnu : rEFInd =>   * MMX64.EFI va vous permettre de fournir la signature de rEFInd. | refind

320 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Choisir de préférence la signature HASH lorsque celle-ci fonctionnera (voir dans les mémos), à défaut, choisir la signature KEY qui fonctionne. (voir les mémos). |    => suggestions : ['']
320 Mot inconnu : HASH =>   * Choisir de préférence la signature HASH lorsque celle-ci fonctionnera (voir dans les mémos), à défaut, choisir la signature KEY qui fonctionne. (voir les mémos). | hash
320 Mot inconnu : KEY =>   * Choisir de préférence la signature HASH lorsque celle-ci fonctionnera (voir dans les mémos), à défaut, choisir la signature KEY qui fonctionne. (voir les mémos). | key

321 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. |    => suggestions : ['']
321 Mot inconnu : Booter =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. | booter
321 Incohérence. =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. | de d' => suggestions : ['d’']
321 Mot inconnu : secure-boot =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. | secure-boot
321 Mot inconnu : NVRAM =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. | nvram
321 Mot inconnu : Shim =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. | shim
321 Mot inconnu : grub =>   * Booter de nouveau **en prenant le soin de d'activer le secure-boot**. La première entrée de la NVRAM non sécurisée ne sera pas opérationnelle et la seconde prendra le relais. Shim se lancera et activera le grub. | grub

322 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Utiliser rEFInd pour choisir l'OS à lancer. |    => suggestions : ['']
322 Mot inconnu : rEFInd =>   * Utiliser rEFInd pour choisir l'OS à lancer. | refind

325 Espace(s) surnuméraire(s) à supprimer. => Utiliser un  installateur nouvelle version non encore disponible dans les distributions ubuntu. |    => suggestions : [' ']
325 Accord de genre erroné : « un installateur » est masculin, « nouvelle » est féminin. => Utiliser un  installateur nouvelle version non encore disponible dans les distributions ubuntu. | nouvelle => suggestions : ['nouveau']

326 Mot inconnu : booter => Le script est testé avec succès en version 21.04. Il fait aussi booter la version 20.10, la version 20.04 et probablement d'autres plus anciennes. Il est récupérable par copier dans le [[https://forum.ubuntu-fr.org/viewtopic.php?pid=22435128#p22435128|forum.]]  | booter
326 Espace(s) en fin de ligne à supprimer. => Le script est testé avec succès en version 21.04. Il fait aussi booter la version 20.10, la version 20.04 et probablement d'autres plus anciennes. Il est récupérable par copier dans le [[https://forum.ubuntu-fr.org/viewtopic.php?pid=22435128#p22435128|forum.]]  |   => suggestions : ['']

327 Mot inconnu : rEFInd => ==== Fabrication du module rEFInd sécurisé.==== | refind
329 Mot inconnu : last => Traduction approximative de ce document http://www.rodsbooks.com/efi-bootloaders/controlling-sb.html ; **last update: 7/7/2018** | last
329 Mot inconnu : update => Traduction approximative de ce document http://www.rodsbooks.com/efi-bootloaders/controlling-sb.html ; **last update: 7/7/2018** | update

331 Mot inconnu : Secure => Secure Boot fonctionne en installant un ensemble de clés dans le microprogramme de l'ordinateur. Ces clés (ou plus précisément, leurs contreparties privées) sont utilisées pour signer les chargeurs de démarrage, les pilotes, les ROM en option et les autres logiciels que le microprogramme exécute. La plupart des ordinateurs de bureau (ordinateurs de bureau, ordinateurs portables, tablettes et serveurs) vendus aujourd'hui incluent des clés que Microsoft contrôle. En effet, les clés de Microsoft sont les seules à être plus ou moins installées dans votre firmware, du moins sur les ordinateurs de bureau et portables. | secure
331 Mot inconnu : Boot => Secure Boot fonctionne en installant un ensemble de clés dans le microprogramme de l'ordinateur. Ces clés (ou plus précisément, leurs contreparties privées) sont utilisées pour signer les chargeurs de démarrage, les pilotes, les ROM en option et les autres logiciels que le microprogramme exécute. La plupart des ordinateurs de bureau (ordinateurs de bureau, ordinateurs portables, tablettes et serveurs) vendus aujourd'hui incluent des clés que Microsoft contrôle. En effet, les clés de Microsoft sont les seules à être plus ou moins installées dans votre firmware, du moins sur les ordinateurs de bureau et portables. | boot

333 Mot inconnu : EFI => **La désactivation de l'amorçage sécurisé est rapide et vous permet d'exécuter facilement n'importe quel outil EFI que vous aimez, mais il vous laisse également vulnérable aux logiciels malveillants pré-amorçage qui pourraient apparaître**. | efi

334 Mot inconnu : Shim => **L'utilisation d'un chargeur de démarrage pré-signé, tel que le populaire programme Shim, peut être encore plus simple que la désactivation de Secure Boot**, si votre distribution fournit un tel programme. Sinon, vous aurez besoin de sauter à travers les cerceaux. En outre, l'utilisation d'un chargeur de démarrage pré-signé avec l'ensemble de clés par défaut signifie que votre ordinateur acceptera comme chargeurs de démarrage Microsoft valides et tous les autres que Microsoft décide de signer. | shim
334 Mot inconnu : Secure => **L'utilisation d'un chargeur de démarrage pré-signé, tel que le populaire programme Shim, peut être encore plus simple que la désactivation de Secure Boot**, si votre distribution fournit un tel programme. Sinon, vous aurez besoin de sauter à travers les cerceaux. En outre, l'utilisation d'un chargeur de démarrage pré-signé avec l'ensemble de clés par défaut signifie que votre ordinateur acceptera comme chargeurs de démarrage Microsoft valides et tous les autres que Microsoft décide de signer. | secure
334 Mot inconnu : Boot => **L'utilisation d'un chargeur de démarrage pré-signé, tel que le populaire programme Shim, peut être encore plus simple que la désactivation de Secure Boot**, si votre distribution fournit un tel programme. Sinon, vous aurez besoin de sauter à travers les cerceaux. En outre, l'utilisation d'un chargeur de démarrage pré-signé avec l'ensemble de clés par défaut signifie que votre ordinateur acceptera comme chargeurs de démarrage Microsoft valides et tous les autres que Microsoft décide de signer. | boot
336 Espace(s) en fin de ligne à supprimer. => Maintenant à l'action! La première étape pour remplacer le jeu de touches standard de votre ordinateur consiste à générer vos propres clés. Pour ce faire, vous aurez besoin de plusieurs paquets installés sur votre ordinateur Linux.  |   => suggestions : ['']

337 Mot inconnu : openssl => En particulier, vous avez besoin d'**openssl** et d'**efitools**. Le premier est disponible dans un paquet de ce nom sur la plupart des distributions, | openssl
337 Mot inconnu : efitools => En particulier, vous avez besoin d'**openssl** et d'**efitools**. Le premier est disponible dans un paquet de ce nom sur la plupart des distributions, | efitools

338 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => mais efitools est moins commun. Il est disponible dans le référentiel d'Ubuntu et les versions de plusieurs distributions sont disponibles sur OpenSUSE Build Service (OBS). | mais => suggestions : ['Mais']
338 Mot inconnu : efitools => mais efitools est moins commun. Il est disponible dans le référentiel d'Ubuntu et les versions de plusieurs distributions sont disponibles sur OpenSUSE Build Service (OBS). | efitools
338 Mot inconnu : OBS => mais efitools est moins commun. Il est disponible dans le référentiel d'Ubuntu et les versions de plusieurs distributions sont disponibles sur OpenSUSE Build Service (OBS). | obs
339 Mot inconnu : efitools => Si nécessaire, vous pouvez le compiler à partir du code source; vérifiez ici pour la source. Notez qu'efitools dépend de sbsigntool (aka sbsigntools), donc vous devrez peut-être l'installer aussi. Voir [[https://git.kernel.org/pub/scm/linux/kernel/git/jejb/sbsigntools.git/|ici]] le code source de sbsigntool | efitools
339 Mot inconnu : sbsigntool => Si nécessaire, vous pouvez le compiler à partir du code source; vérifiez ici pour la source. Notez qu'efitools dépend de sbsigntool (aka sbsigntools), donc vous devrez peut-être l'installer aussi. Voir [[https://git.kernel.org/pub/scm/linux/kernel/git/jejb/sbsigntools.git/|ici]] le code source de sbsigntool | sbsigntool
339 Mot inconnu : aka => Si nécessaire, vous pouvez le compiler à partir du code source; vérifiez ici pour la source. Notez qu'efitools dépend de sbsigntool (aka sbsigntools), donc vous devrez peut-être l'installer aussi. Voir [[https://git.kernel.org/pub/scm/linux/kernel/git/jejb/sbsigntools.git/|ici]] le code source de sbsigntool | aka
339 Mot inconnu : sbsigntools => Si nécessaire, vous pouvez le compiler à partir du code source; vérifiez ici pour la source. Notez qu'efitools dépend de sbsigntool (aka sbsigntools), donc vous devrez peut-être l'installer aussi. Voir [[https://git.kernel.org/pub/scm/linux/kernel/git/jejb/sbsigntools.git/|ici]] le code source de sbsigntool | sbsigntools
339 Mot inconnu : sbsigntool => Si nécessaire, vous pouvez le compiler à partir du code source; vérifiez ici pour la source. Notez qu'efitools dépend de sbsigntool (aka sbsigntools), donc vous devrez peut-être l'installer aussi. Voir [[https://git.kernel.org/pub/scm/linux/kernel/git/jejb/sbsigntools.git/|ici]] le code source de sbsigntool | sbsigntool

342 Mot inconnu : EFI => Sachant que tous les ordinateurs EFI ne réagissent pas de la même manière, il est préférable de ne pas s'aventurer dans cette logique et de conserver le SHIM que Microsoft maintient. | efi
342 Mot inconnu : SHIM => Sachant que tous les ordinateurs EFI ne réagissent pas de la même manière, il est préférable de ne pas s'aventurer dans cette logique et de conserver le SHIM que Microsoft maintient. | shim

345 Mot inconnu : Booter => =====  Booter avec rEFInd ===== | booter
345 Mot inconnu : rEFInd => =====  Booter avec rEFInd ===== | refind

346 Mot inconnu : refind => ==== Détection de la clé USB d'installation de Ubuntu par refind si le bios EFI ne sait pas  la détecter ==== | refind
346 Accord de nombre erroné : « bios » est au pluriel. => ==== Détection de la clé USB d'installation de Ubuntu par refind si le bios EFI ne sait pas  la détecter ==== | le => suggestions : ['les']
