
3 Mot inconnu : Compiz => ====== Compiz: Problèmes connus ====== | compiz
325 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enfin, si vous optez pour un écran multiple géré par Xrandr (v 1.2), Compiz Fusion devrait fonctionner (mais je n'ai pas testé donc je ne peux m'avancer sur le sujet). |    => suggestions : ['']
325 Mot inconnu : Xrandr =>   * Enfin, si vous optez pour un écran multiple géré par Xrandr (v 1.2), Compiz Fusion devrait fonctionner (mais je n'ai pas testé donc je ne peux m'avancer sur le sujet). | xrandr
325 Mot inconnu : Compiz =>   * Enfin, si vous optez pour un écran multiple géré par Xrandr (v 1.2), Compiz Fusion devrait fonctionner (mais je n'ai pas testé donc je ne peux m'avancer sur le sujet). | compiz

327 Mot inconnu : multi-ecran => Pour plus de détails concernant les [[multi-ecran]] consulter l'article sur la question. | multi-ecran

331 Mot inconnu : nvidia => Il se peut que les menus mettent longtemps à apparaître le pilote nvidia et double écran (problème constaté avec Aiglx + nvidia + compiz fusion + 2 écrans). Sous Gnome, lorsque l'on clique sur un menu normal ou contextuel, celui ci met parfois plus d'une seconde pour apparaître. Cela ne le fait pas dans les applications KDE. | nvidia
331 Mot inconnu : Aiglx => Il se peut que les menus mettent longtemps à apparaître le pilote nvidia et double écran (problème constaté avec Aiglx + nvidia + compiz fusion + 2 écrans). Sous Gnome, lorsque l'on clique sur un menu normal ou contextuel, celui ci met parfois plus d'une seconde pour apparaître. Cela ne le fait pas dans les applications KDE. | aiglx
331 Mot inconnu : nvidia => Il se peut que les menus mettent longtemps à apparaître le pilote nvidia et double écran (problème constaté avec Aiglx + nvidia + compiz fusion + 2 écrans). Sous Gnome, lorsque l'on clique sur un menu normal ou contextuel, celui ci met parfois plus d'une seconde pour apparaître. Cela ne le fait pas dans les applications KDE. | nvidia
331 Mot inconnu : compiz => Il se peut que les menus mettent longtemps à apparaître le pilote nvidia et double écran (problème constaté avec Aiglx + nvidia + compiz fusion + 2 écrans). Sous Gnome, lorsque l'on clique sur un menu normal ou contextuel, celui ci met parfois plus d'une seconde pour apparaître. Cela ne le fait pas dans les applications KDE. | compiz
331 Il manque un trait d’union. => Il se peut que les menus mettent longtemps à apparaître le pilote nvidia et double écran (problème constaté avec Aiglx + nvidia + compiz fusion + 2 écrans). Sous Gnome, lorsque l'on clique sur un menu normal ou contextuel, celui ci met parfois plus d'une seconde pour apparaître. Cela ne le fait pas dans les applications KDE. | celui ci => suggestions : ['celui-ci']
331 Mot inconnu : KDE => Il se peut que les menus mettent longtemps à apparaître le pilote nvidia et double écran (problème constaté avec Aiglx + nvidia + compiz fusion + 2 écrans). Sous Gnome, lorsque l'on clique sur un menu normal ou contextuel, celui ci met parfois plus d'une seconde pour apparaître. Cela ne le fait pas dans les applications KDE. | kde

333 Mot inconnu : workaround => Le workaround en attendant que le [[https://bugs.launchpad.net/ubuntu/+source/nvidia-graphics-drivers-173/+bug/149764|bug soit corrigé]] est de taper dans un terminal : | workaround

335 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     compiz --loose-binding --only-current-screen --replace ccp & |      => suggestions : ['']
335 Mot inconnu : compiz =>     compiz --loose-binding --only-current-screen --replace ccp & | compiz
335 Mot inconnu : loose-binding =>     compiz --loose-binding --only-current-screen --replace ccp & | loose-binding
335 Mot inconnu : only-current-screen =>     compiz --loose-binding --only-current-screen --replace ccp & | only-current-screen
335 Mot inconnu : ccp =>     compiz --loose-binding --only-current-screen --replace ccp & | ccp

343 Mot inconnu : Compiz => Ouvrez le gestionnaire de configuration Compiz et allez dans la section Général : | compiz
343 Accord de genre erroné : « la section » est féminin, « Général » est masculin. => Ouvrez le gestionnaire de configuration Compiz et allez dans la section Général : | général => suggestions : ['Générale']

345 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * cliquez sur le bouton [ General Options ], |    => suggestions : ['']
345 Pas d’espace après ce signe. =>   * cliquez sur le bouton [ General Options ], | [  => suggestions : ['[']
345 Mot inconnu : General =>   * cliquez sur le bouton [ General Options ], | general
345 Pas d’espace avant ce signe. =>   * cliquez sur le bouton [ General Options ], |  ] => suggestions : [']']

346 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * cliquez sur l'onglet [ Commands ],  |    => suggestions : ['']
346 Pas d’espace après ce signe. =>   * cliquez sur l'onglet [ Commands ],  | [  => suggestions : ['[']
346 Mot inconnu : Commands =>   * cliquez sur l'onglet [ Commands ],  | commands
346 Pas d’espace avant ce signe. =>   * cliquez sur l'onglet [ Commands ],  |  ] => suggestions : [']']
346 Espace(s) en fin de ligne à supprimer. =>   * cliquez sur l'onglet [ Commands ],  |   => suggestions : ['']

347 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * ouvrir la section 'Key bindings', |    => suggestions : ['']
347 Guillemets typographiques ouvrants. =>   * ouvrir la section 'Key bindings', | ' => suggestions : ['“', '‘', '‹']
347 Mot inconnu : Key =>   * ouvrir la section 'Key bindings', | key
347 Mot inconnu : bindings =>   * ouvrir la section 'Key bindings', | bindings

348 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! |    => suggestions : ['']
348 Guillemets typographiques ouvrants. =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! | ' => suggestions : ['“', '‘', '‹']
348 Mot inconnu : Run =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! | run
348 Mot inconnu : command =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! | command
348 Guillemets typographiques fermants. =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! | ' => suggestions : ['”', '’', '›']
348 Guillemets typographiques ouvrants. =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! | ' => suggestions : ['“', '‘', '‹']
348 Guillemets typographiques fermants. =>   * désactivez la commande 'Run command 0' en cliquant sur le bouton en face de celle-ci puis cliquez sur la case à cocher 'Désactiver' et validez ! | ' => suggestions : ['”', '’', '›']

352 Il manque un trait d’union. => Pour mettre des images au dessus et au dessous du cube, il n'y a qu'une seule boîte de liste d'images, elle ne fonctionne qu'avec l'image du dessus ou l'action d'insérer une image au dessous n'est pas claire. Devrait-il y avoir une seconde boîte sous la première? | au dessus => suggestions : ['au-dessus']
352 Il manque un trait d’union. => Pour mettre des images au dessus et au dessous du cube, il n'y a qu'une seule boîte de liste d'images, elle ne fonctionne qu'avec l'image du dessus ou l'action d'insérer une image au dessous n'est pas claire. Devrait-il y avoir une seconde boîte sous la première? | au dessous => suggestions : ['au-dessous']
352 Il manque un trait d’union. => Pour mettre des images au dessus et au dessous du cube, il n'y a qu'une seule boîte de liste d'images, elle ne fonctionne qu'avec l'image du dessus ou l'action d'insérer une image au dessous n'est pas claire. Devrait-il y avoir une seconde boîte sous la première? | au dessous => suggestions : ['au-dessous']

355 Il manque un trait d’union. => L'ajout ou la suppression d'images au dessus et au dessous du cube peut se faire à l'aide de l'éditeur "gconf-editor": | au dessus => suggestions : ['au-dessus']
355 Il manque un trait d’union. => L'ajout ou la suppression d'images au dessus et au dessous du cube peut se faire à l'aide de l'éditeur "gconf-editor": | au dessous => suggestions : ['au-dessous']
355 Guillemets typographiques ouvrants. => L'ajout ou la suppression d'images au dessus et au dessous du cube peut se faire à l'aide de l'éditeur "gconf-editor": | " => suggestions : ['«\xa0', '“']
355 Mot inconnu : gconf-editor => L'ajout ou la suppression d'images au dessus et au dessous du cube peut se faire à l'aide de l'éditeur "gconf-editor": | gconf-editor
355 Guillemets typographiques fermants. => L'ajout ou la suppression d'images au dessus et au dessous du cube peut se faire à l'aide de l'éditeur "gconf-editor": | " => suggestions : ['\xa0»', '”']

359 Mot inconnu : apps => puis en suivant le chemin /apps/compiz/plugins/cubeaddon/screen0/options. | apps
359 Mot inconnu : compiz => puis en suivant le chemin /apps/compiz/plugins/cubeaddon/screen0/options. | compiz
359 Mot inconnu : cubeaddon => puis en suivant le chemin /apps/compiz/plugins/cubeaddon/screen0/options. | cubeaddon
359 Mot inconnu : screen0 => puis en suivant le chemin /apps/compiz/plugins/cubeaddon/screen0/options. | screen0

360 Guillemets typographiques ouvrants. => Modifiez les clés "bottom_images" et "top_images". | " => suggestions : ['«\xa0', '“']
360 Mot inconnu : bottom_images => Modifiez les clés "bottom_images" et "top_images". | bottom_images
360 Guillemets typographiques fermants. => Modifiez les clés "bottom_images" et "top_images". | " => suggestions : ['\xa0»', '”']
360 Guillemets typographiques ouvrants. => Modifiez les clés "bottom_images" et "top_images". | " => suggestions : ['«\xa0', '“']
360 Mot inconnu : top_images => Modifiez les clés "bottom_images" et "top_images". | top_images
360 Guillemets typographiques fermants. => Modifiez les clés "bottom_images" et "top_images". | " => suggestions : ['\xa0»', '”']

362 Guillemets typographiques ouvrants. => on peut aussi utiliser le plugin "reflexion et déformation du cube" onglet Dessus/Dessous du cube | " => suggestions : ['«\xa0', '“']
362 Mot inconnu : reflexion => on peut aussi utiliser le plugin "reflexion et déformation du cube" onglet Dessus/Dessous du cube | reflexion
362 Guillemets typographiques fermants. => on peut aussi utiliser le plugin "reflexion et déformation du cube" onglet Dessus/Dessous du cube | " => suggestions : ['\xa0»', '”']

365 Mot inconnu : Nvdia => Le scintillement jaillit (avec carte Nvdia) lorsque la vidéo est complètement en plein écran et que l'on souhaite faire apparaître la barre de contrôle de la vidéo en bougeant la souris. | nvdia

367 Mot inconnu : Compiz => Ouvrez le gestionnaire de configuration Compiz et allez dans la section Général : | compiz
367 Accord de genre erroné : « la section » est féminin, « Général » est masculin. => Ouvrez le gestionnaire de configuration Compiz et allez dans la section Général : | général => suggestions : ['Générale']

369 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * cliquez sur le bouton [ General Options ], |    => suggestions : ['']
369 Pas d’espace après ce signe. =>   * cliquez sur le bouton [ General Options ], | [  => suggestions : ['[']
369 Mot inconnu : General =>   * cliquez sur le bouton [ General Options ], | general
369 Pas d’espace avant ce signe. =>   * cliquez sur le bouton [ General Options ], |  ] => suggestions : [']']

370 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * cliquez sur l'onglet [ General ],  |    => suggestions : ['']
370 Pas d’espace après ce signe. =>   * cliquez sur l'onglet [ General ],  | [  => suggestions : ['[']
370 Mot inconnu : General =>   * cliquez sur l'onglet [ General ],  | general
370 Pas d’espace avant ce signe. =>   * cliquez sur l'onglet [ General ],  |  ] => suggestions : [']']
370 Espace(s) en fin de ligne à supprimer. =>   * cliquez sur l'onglet [ General ],  |   => suggestions : ['']

371 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * décochez la ligne "Ne pas rediriger les fenetres en plein ecran". |    => suggestions : ['']
371 Guillemets typographiques ouvrants. =>   * décochez la ligne "Ne pas rediriger les fenetres en plein ecran". | " => suggestions : ['«\xa0', '“']
371 Mot inconnu : fenetres =>   * décochez la ligne "Ne pas rediriger les fenetres en plein ecran". | fenetres
371 Mot inconnu : ecran =>   * décochez la ligne "Ne pas rediriger les fenetres en plein ecran". | ecran
371 Guillemets typographiques fermants. =>   * décochez la ligne "Ne pas rediriger les fenetres en plein ecran". | " => suggestions : ['\xa0»', '”']
