
5 Mot inconnu : UUID => ====== UUID et label ====== | uuid
159 Guillemets typographiques fermants. =>  Par exemple, si vous avez des partitions de données sur un Samsung 500 Mo, un Seagate 1 To et un Western Digital 1 To, vous pouvez les nommer DONN-SAM500, DONN-SG-1T et DONN-WD-1T.\\ Moyennant cette simple précaution, il est pleinement fonctionnel de remplacer dans /etc/fstab\\ UUID=12345678-abcd-1234-abcd-1234567890ab\\ par\\ LABEL=DONN-SAM500\\ Ainsi pourrez-vous brancher votre disque sur un autre pc sans risquer de confondre deux différentes "DATA". | " => suggestions : ['\xa0»', '”']

161 Mot inconnu : gparted => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | gparted
161 Guillemets typographiques ouvrants. => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | " => suggestions : ['«\xa0', '“']
161 Mot inconnu : partitionmanager => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | partitionmanager
161 Guillemets typographiques fermants. => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | " => suggestions : ['\xa0»', '”']
161 Mot inconnu : KDE => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | kde
161 Espace(s) surnuméraire(s) à supprimer. => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// |    => suggestions : [' ']
161 Mot inconnu : ext => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | ext
161 Mot inconnu : reiserfs => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | reiserfs
161 Mot inconnu : NTFS => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | ntfs
161 Mot inconnu : linux => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | linux
161 Typographie : points de suspension. Utilisez le caractère dédié. => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | ... => suggestions : ['…']
161 Typographie : points de suspension. Utilisez le caractère dédié. => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | ... => suggestions : ['…']
161 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// |  -  => suggestions : [' – ', ' — ', ' − ']
161 Typographie : points de suspension. Utilisez le caractère dédié. => Les étiquettes sont attribuées manuellement.\\ - Avec gparted, la partition doit être démontée au préalable, tandis qu'avec "partitionmanager" de KDE ou en ligne de commande, cela n'est pas toujours nécessaire.  \\ - Veillez, pour ext et pour reiserfs, à ne pas donner un nom de plus de 16 caractères, sinon il sera tronqué.\\ - Pour les partitions **Windows** en NTFS ou en FAT, il est conseillé de les étiqueter en majuscules car leurs minuscules seraient automatiquement affichées en **majuscules par linux**, comme //DATA...//, alors que Windows continuerait d'afficher //Data...//, ce qui pourrait favoriser une fausse manipulation ultérieure.\\ - Les étiquettes des partitions **Linux**, elles, peuvent comporter des minuscules, comme //Data...// | ... => suggestions : ['…']

166 Espace(s) en fin de ligne à supprimer. => On supposera qu'on travaille sur la partition **/dev/sdb1**.\\  |   => suggestions : ['']

180 Mot inconnu : gparted => ==== Renommer une partition graphiquement, avec gparted ==== | gparted

181 Mot inconnu : Gparted => On peut utiliser Gparted, qui sélectionnera automatiquement l'outil à utiliser. | gparted

183 Mot inconnu : __disque__ => On sélectionne le __disque__ en haut à droite, puis un clic droit sur une __partition__ affiche le menu d'options.\\ | __disque__
183 Mot inconnu : __partition__ => On sélectionne le __disque__ en haut à droite, puis un clic droit sur une __partition__ affiche le menu d'options.\\ | __partition__
189 Mot inconnu : moko138 => //Contributeurs : [[utilisateurs:FélixP]] pour la retouche de décembre 2013. moko138 (nov. 2015)// | moko138
