5 Mot inconnu : FileZilla => ====== Client FTP : FileZilla ====== | filezilla
182 Mot inconnu : linux => Hormis la seconde ligne qui contient //platform="*nix"// ou //"windows"//, le reste est identique à ceci près que la version unix/linux contient des lignes supplémentaires : | linux

191 Copier-coller pour la verbe ou l’action, copié-collé (et ses variantes) pour ce qui est copié-collé. => Si vous faites des copier/coller de l'un à l'autre, attention à ne pas avoir 2 //</Server>// | copier/coller => suggestions : ['copier-coller', 'copié-collé', 'copiée-collée', 'copiés-collés', 'copiées-collées']
194 Espace(s) en fin de ligne à supprimer. => Il peut arriver que vous ayez ces messages :  |   => suggestions : ['']

201 Mot inconnu : SSH => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ | ssh
201 Mot inconnu : ssh => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ | ssh
201 Mot inconnu : FileZilla => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ | filezilla
201 Nombre ordinal singulier. Exemples : 2ᵉ, 3ᵉ, 4ᵉ… => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ | 6ième => suggestions : ['6ᵉ']
201 Espace(s) surnuméraire(s) à supprimer. => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ |      => suggestions : [' ']
201 Mot inconnu : Trying => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ | trying
201 Mot inconnu : key => Si vous avez un certain nombre de paires de clés SSH, typiquement dans votre //$USER/.ssh/// FileZilla va les essayer une par une est s'arrêter à la 6ième : //Suivi :    Trying Pageant key #5// (pour le voir, basculer //Édition->Paramètres// puis //Débogage//, le mettre à //3-Détailler//).\\ | key

202 Mot inconnu : ssh => La solution de contournement consiste à déplacer vos clés, par exemple dans un répertoire //$USER/.ssh/caché/// | ssh

203 Mot inconnu : filezilla => Penser bien après l'utilisation de filezilla, à les remettre ! | filezilla

206 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[https://filezilla-project.org/|Site officiel Filezilla]]. |    => suggestions : ['']
206 Mot inconnu : Filezilla =>   * **(en)** [[https://filezilla-project.org/|Site officiel Filezilla]]. | filezilla

207 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(fr)** [[https://framalibre.org/content/filezilla|Article Framasoft]]. |    => suggestions : ['']

208 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   L'article en français est exclusivement pour windows. |    => suggestions : ['']

209 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(fr)** [[https://www.youtube.com/watch?v=sfkRX8cCA4U|Vidéo HD de la présentation du programme Filezilla sous Ubuntu]]. |    => suggestions : ['']
209 Mot inconnu : Filezilla =>   * **(fr)** [[https://www.youtube.com/watch?v=sfkRX8cCA4U|Vidéo HD de la présentation du programme Filezilla sous Ubuntu]]. | filezilla

210 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** Si vous rencontrez un soucis avec le Drag'n Drop sous Filezilla (crash) ce lien **(en)** montre la manipulation à faire [[https://wiki.wxpython.org/InstallingOnUbuntuOrDebian|qui consiste à mettre à jour wxwidget]]. |    => suggestions : ['']
210 Accord de nombre erroné : « soucis » devrait être au singulier. =>   * **(en)** Si vous rencontrez un soucis avec le Drag'n Drop sous Filezilla (crash) ce lien **(en)** montre la manipulation à faire [[https://wiki.wxpython.org/InstallingOnUbuntuOrDebian|qui consiste à mettre à jour wxwidget]]. | soucis => suggestions : ['souci']
210 Mot inconnu : Drag'n =>   * **(en)** Si vous rencontrez un soucis avec le Drag'n Drop sous Filezilla (crash) ce lien **(en)** montre la manipulation à faire [[https://wiki.wxpython.org/InstallingOnUbuntuOrDebian|qui consiste à mettre à jour wxwidget]]. | drag'n
210 Mot inconnu : Filezilla =>   * **(en)** Si vous rencontrez un soucis avec le Drag'n Drop sous Filezilla (crash) ce lien **(en)** montre la manipulation à faire [[https://wiki.wxpython.org/InstallingOnUbuntuOrDebian|qui consiste à mettre à jour wxwidget]]. | filezilla
210 Mot inconnu : wxwidget =>   * **(en)** Si vous rencontrez un soucis avec le Drag'n Drop sous Filezilla (crash) ce lien **(en)** montre la manipulation à faire [[https://wiki.wxpython.org/InstallingOnUbuntuOrDebian|qui consiste à mettre à jour wxwidget]]. | wxwidget
214 Il manque un espace. => //Contributeurs : [[utilisateurs:Oby.|Oby.]], [[utilisateurs:adam0509]], [[utilisateurs:dYpn]], [[utilisateurs:agentcobra]] (configuration), [[utilisateurs:Karting06]], Pedro-le-fou (sécurité des sites enregistrés), [[utilisateurs:mimidevos]]//. | oby => suggestions : [' Oby']
214 Il manque un espace. => //Contributeurs : [[utilisateurs:Oby.|Oby.]], [[utilisateurs:adam0509]], [[utilisateurs:dYpn]], [[utilisateurs:agentcobra]] (configuration), [[utilisateurs:Karting06]], Pedro-le-fou (sécurité des sites enregistrés), [[utilisateurs:mimidevos]]//. | adam0509 => suggestions : [' adam0509']
214 Il manque un espace. => //Contributeurs : [[utilisateurs:Oby.|Oby.]], [[utilisateurs:adam0509]], [[utilisateurs:dYpn]], [[utilisateurs:agentcobra]] (configuration), [[utilisateurs:Karting06]], Pedro-le-fou (sécurité des sites enregistrés), [[utilisateurs:mimidevos]]//. | dypn => suggestions : [' dYpn']
214 Il manque un espace. => //Contributeurs : [[utilisateurs:Oby.|Oby.]], [[utilisateurs:adam0509]], [[utilisateurs:dYpn]], [[utilisateurs:agentcobra]] (configuration), [[utilisateurs:Karting06]], Pedro-le-fou (sécurité des sites enregistrés), [[utilisateurs:mimidevos]]//. | agentcobra => suggestions : [' agentcobra']
214 Il manque un espace. => //Contributeurs : [[utilisateurs:Oby.|Oby.]], [[utilisateurs:adam0509]], [[utilisateurs:dYpn]], [[utilisateurs:agentcobra]] (configuration), [[utilisateurs:Karting06]], Pedro-le-fou (sécurité des sites enregistrés), [[utilisateurs:mimidevos]]//. | karting06 => suggestions : [' Karting06']
214 Il manque un espace. => //Contributeurs : [[utilisateurs:Oby.|Oby.]], [[utilisateurs:adam0509]], [[utilisateurs:dYpn]], [[utilisateurs:agentcobra]] (configuration), [[utilisateurs:Karting06]], Pedro-le-fou (sécurité des sites enregistrés), [[utilisateurs:mimidevos]]//. | mimidevos => suggestions : [' mimidevos']
