
3 Mot inconnu : Wacom => ====== Configuration d'une tablette Wacom intuos 5====== | wacom
160 Mot inconnu : sudo => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | sudo
160 Mot inconnu : bin => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | bin
160 Mot inconnu : chmod => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | chmod
160 Guillemets typographiques ouvrants. => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | " => suggestions : ['«\xa0', '“']
160 Mot inconnu : intuos => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | intuos
160 Mot inconnu : sh => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | sh
160 Guillemets typographiques fermants. => ## mais il faudra alors rentrer votre mot de passe administrateur à chaque fois... Pour cela décommenter la ligne sudo bin/chmod 666 dans le script "intuos.sh" | " => suggestions : ['\xa0»', '”']

162 Mot inconnu : ls => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | ls
162 Il manque un espace à côté du tiret. => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select |  - => suggestions : [' – ', ' — ']
162 Mot inconnu : sys => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | sys
162 Mot inconnu : usb => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | usb
162 Mot inconnu : ices => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | ices
162 Mot inconnu : wacom_led => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | wacom_led
162 Mot inconnu : status_led0_select => ## ls -l /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | status_led0_select

163 Mot inconnu : sudo => ## Si réponse est la suivante, les droits ne sont pas acquis, et il faut donc passer par sudo : | sudo

164 Mot inconnu : rw => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | rw
164 Mot inconnu : root => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | root
164 Doublon. => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | root root => suggestions : ['root']
164 Mot inconnu : root => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | root
164 Mot inconnu : Mar => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | mar
164 Espace(s) surnuméraire(s) à supprimer. => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select |    => suggestions : [' ']
164 Mot inconnu : sys => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | sys
164 Mot inconnu : usb => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | usb
164 Mot inconnu : ices => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | ices
164 Mot inconnu : wacom_led => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | wacom_led
164 Mot inconnu : status_led0_select => ## -rw------- 1 root root 4096 Mar  6 12:10 /sys/bus/usb/devices/3-2:1.0/wacom_led/status_led0_select | status_led0_select

167 Mot inconnu : Intuos => ## Intuos - status_led0_select file = the left (only) ring status LEDs. | intuos
167 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => ## Intuos - status_led0_select file = the left (only) ring status LEDs. |  -  => suggestions : [' – ', ' — ', ' − ']
167 Mot inconnu : status_led0_select => ## Intuos - status_led0_select file = the left (only) ring status LEDs. | status_led0_select
167 Mot inconnu : the => ## Intuos - status_led0_select file = the left (only) ring status LEDs. | the
167 Mot inconnu : left => ## Intuos - status_led0_select file = the left (only) ring status LEDs. | left
167 Mot inconnu : only => ## Intuos - status_led0_select file = the left (only) ring status LEDs. | only
167 Mot inconnu : LEDs => ## Intuos - status_led0_select file = the left (only) ring status LEDs. | leds

168 Mot inconnu : Cintiq => ## Cintiq - status_led1_select = the left ring; status_led0_select = | cintiq
168 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => ## Cintiq - status_led1_select = the left ring; status_led0_select = |  -  => suggestions : [' – ', ' — ', ' − ']
168 Mot inconnu : status_led1_select => ## Cintiq - status_led1_select = the left ring; status_led0_select = | status_led1_select
168 Mot inconnu : the => ## Cintiq - status_led1_select = the left ring; status_led0_select = | the
168 Mot inconnu : left => ## Cintiq - status_led1_select = the left ring; status_led0_select = | left
168 Mot inconnu : status_led0_select => ## Cintiq - status_led1_select = the left ring; status_led0_select = | status_led0_select

169 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => ## the right ring status LEDs.  Same for the touchstrips. | the => suggestions : ['The']
169 Mot inconnu : the => ## the right ring status LEDs.  Same for the touchstrips. | the
169 Mot inconnu : right => ## the right ring status LEDs.  Same for the touchstrips. | right
169 Mot inconnu : LEDs => ## the right ring status LEDs.  Same for the touchstrips. | leds
169 Espace(s) surnuméraire(s) à supprimer. => ## the right ring status LEDs.  Same for the touchstrips. |    => suggestions : [' ']
169 Mot inconnu : the => ## the right ring status LEDs.  Same for the touchstrips. | the
169 Mot inconnu : touchstrips => ## the right ring status LEDs.  Same for the touchstrips. | touchstrips

172 Mot inconnu : sudo => ##   sudo apt-get install libnotify-bin | sudo
172 Mot inconnu : apt-get => ##   sudo apt-get install libnotify-bin | apt-get
172 Mot inconnu : install => ##   sudo apt-get install libnotify-bin | install
172 Mot inconnu : libnotify-bin => ##   sudo apt-get install libnotify-bin | libnotify-bin

173 Mot inconnu : Otherwise => ## Otherwise comment (#) out the notify-send lines.  If libnotify-bin | otherwise
173 Mot inconnu : the => ## Otherwise comment (#) out the notify-send lines.  If libnotify-bin | the
173 Mot inconnu : notify-send => ## Otherwise comment (#) out the notify-send lines.  If libnotify-bin | notify-send
173 Mot inconnu : lines => ## Otherwise comment (#) out the notify-send lines.  If libnotify-bin | lines
173 Espace(s) surnuméraire(s) à supprimer. => ## Otherwise comment (#) out the notify-send lines.  If libnotify-bin |    => suggestions : [' ']
173 Mot inconnu : libnotify-bin => ## Otherwise comment (#) out the notify-send lines.  If libnotify-bin | libnotify-bin

174 Mot inconnu : installed => ## installed see 'man notify-send' for details. | installed
174 Mot inconnu : see => ## installed see 'man notify-send' for details. | see
174 Guillemets typographiques ouvrants. => ## installed see 'man notify-send' for details. | ' => suggestions : ['“', '‘', '‹']
174 Mot inconnu : notify-send => ## installed see 'man notify-send' for details. | notify-send
174 Guillemets typographiques fermants. => ## installed see 'man notify-send' for details. | ' => suggestions : ['”', '’', '›']
174 Mot inconnu : details => ## installed see 'man notify-send' for details. | details

176 Mot inconnu : check => # check if mode_state file exists, if not create it and set to 0 | check
176 Mot inconnu : mode_state => # check if mode_state file exists, if not create it and set to 0 | mode_state
176 Mot inconnu : exists => # check if mode_state file exists, if not create it and set to 0 | exists
176 Mot inconnu : not => # check if mode_state file exists, if not create it and set to 0 | not
176 Mot inconnu : create => # check if mode_state file exists, if not create it and set to 0 | create
176 Mot inconnu : it => # check if mode_state file exists, if not create it and set to 0 | it
176 Mot inconnu : and => # check if mode_state file exists, if not create it and set to 0 | and
176 Mot inconnu : to => # check if mode_state file exists, if not create it and set to 0 | to

177 Pas d’espace après ce signe. => if [ ! -f /tmp/mode_state ]; then | [  => suggestions : ['[']
177 Pas d’espace avant ce signe. => if [ ! -f /tmp/mode_state ]; then |  ] => suggestions : [']']
177 Mot inconnu : then => if [ ! -f /tmp/mode_state ]; then | then

178 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         echo 0 > /tmp/mode_state |          => suggestions : ['']
178 Mot inconnu : echo =>         echo 0 > /tmp/mode_state | echo

181 Mot inconnu : read => # read mode state value from temporary file | read
181 Mot inconnu : from => # read mode state value from temporary file | from
181 Mot inconnu : temporary => # read mode state value from temporary file | temporary

182 Mot inconnu : cat => MODE=`cat /tmp/mode_state` | cat

184 Mot inconnu : touch => # select touch ring mode status LED for current mode state | touch
184 Mot inconnu : current => # select touch ring mode status LED for current mode state | current

185 Mot inconnu : echo => echo $MODE > /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | echo
185 Mot inconnu : sys => echo $MODE > /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | sys
185 Mot inconnu : usb => echo $MODE > /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | usb
185 Mot inconnu : ices => echo $MODE > /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | ices
185 Mot inconnu : wacom_led => echo $MODE > /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | wacom_led
185 Mot inconnu : status_led0_select => echo $MODE > /sys/bus/usb/devices/2-7:1.0/wacom_led/status_led0_select | status_led0_select

187 Mot inconnu : DEVICE => # for DEVICE use the pad "device name" from 'xinput list' | device
187 Mot inconnu : the => # for DEVICE use the pad "device name" from 'xinput list' | the
187 Mot inconnu : pad => # for DEVICE use the pad "device name" from 'xinput list' | pad
187 Guillemets typographiques ouvrants. => # for DEVICE use the pad "device name" from 'xinput list' | " => suggestions : ['«\xa0', '“']
187 Mot inconnu : device => # for DEVICE use the pad "device name" from 'xinput list' | device
187 Mot inconnu : name => # for DEVICE use the pad "device name" from 'xinput list' | name
187 Guillemets typographiques fermants. => # for DEVICE use the pad "device name" from 'xinput list' | " => suggestions : ['\xa0»', '”']
187 Mot inconnu : from => # for DEVICE use the pad "device name" from 'xinput list' | from
187 Guillemets typographiques ouvrants. => # for DEVICE use the pad "device name" from 'xinput list' | ' => suggestions : ['“', '‘', '‹']
187 Mot inconnu : xinput => # for DEVICE use the pad "device name" from 'xinput list' | xinput
187 Mot inconnu : list => # for DEVICE use the pad "device name" from 'xinput list' | list
187 Guillemets typographiques fermants. => # for DEVICE use the pad "device name" from 'xinput list' | ' => suggestions : ['”', '’', '›']

188 Guillemets typographiques ouvrants. => #DEVICE="Wacom Intuos4 6x9 pad" | " => suggestions : ['«\xa0', '“']
188 Mot inconnu : Wacom => #DEVICE="Wacom Intuos4 6x9 pad" | wacom
188 Mot inconnu : Intuos4 => #DEVICE="Wacom Intuos4 6x9 pad" | intuos4
188 Signe de multiplication typographique. => #DEVICE="Wacom Intuos4 6x9 pad" | 6x9 => suggestions : ['6\xa0×\xa09']
188 Mot inconnu : x9 => #DEVICE="Wacom Intuos4 6x9 pad" | x9
188 Mot inconnu : pad => #DEVICE="Wacom Intuos4 6x9 pad" | pad
188 Guillemets typographiques fermants. => #DEVICE="Wacom Intuos4 6x9 pad" | " => suggestions : ['\xa0»', '”']

189 Mot inconnu : DEVICE => DEVICE="Wacom Intuos5 touch L Pen pad" | device
189 Guillemets typographiques ouvrants. => DEVICE="Wacom Intuos5 touch L Pen pad" | " => suggestions : ['«\xa0', '“']
189 Mot inconnu : Wacom => DEVICE="Wacom Intuos5 touch L Pen pad" | wacom
189 Mot inconnu : Intuos5 => DEVICE="Wacom Intuos5 touch L Pen pad" | intuos5
189 Mot inconnu : touch => DEVICE="Wacom Intuos5 touch L Pen pad" | touch
189 Mot inconnu : Pen => DEVICE="Wacom Intuos5 touch L Pen pad" | pen
189 Mot inconnu : pad => DEVICE="Wacom Intuos5 touch L Pen pad" | pad
189 Guillemets typographiques fermants. => DEVICE="Wacom Intuos5 touch L Pen pad" | " => suggestions : ['\xa0»', '”']

191 Mot inconnu : touch => # set touch ring function option and notification for the 4 toggled modes | touch
191 Mot inconnu : function => # set touch ring function option and notification for the 4 toggled modes | function
191 Mot inconnu : and => # set touch ring function option and notification for the 4 toggled modes | and
191 Mot inconnu : the => # set touch ring function option and notification for the 4 toggled modes | the
191 Mot inconnu : toggled => # set touch ring function option and notification for the 4 toggled modes | toggled

192 Pas d’espace après ce signe. => if [ "$MODE" == 0 ]; then | [  => suggestions : ['[']
192 Guillemets typographiques fermants. => if [ "$MODE" == 0 ]; then | " => suggestions : ['\xa0»', '”']
192 Pas d’espace avant ce signe. => if [ "$MODE" == 0 ]; then |  ] => suggestions : [']']
192 Mot inconnu : then => if [ "$MODE" == 0 ]; then | then

193 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up |          => suggestions : ['']
193 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | xsetwacom
193 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up |    => suggestions : [' ']
193 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | device
193 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | " => suggestions : ['\xa0»', '”']
193 Mot inconnu : AbsWheelUp =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | abswheelup
193 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | key
193 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up |    => suggestions : [' ']
193 Mot inconnu : scroll =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | scroll
193 Mot inconnu : up =>         xsetwacom set  "$DEVICE" AbsWheelUp key minus  # scroll up | up

194 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down |          => suggestions : ['']
194 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | xsetwacom
194 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down |    => suggestions : [' ']
194 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | device
194 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | " => suggestions : ['\xa0»', '”']
194 Mot inconnu : AbsWheelDown =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | abswheeldown
194 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | key
194 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down |    => suggestions : [' ']
194 Mot inconnu : scroll =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | scroll
194 Mot inconnu : down =>         xsetwacom set  "$DEVICE" AbsWheelDown key plus  # scroll down | down

195 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         notify-send -t 1500 "Mode 1:  Scroll up or down." |          => suggestions : ['']
195 Mot inconnu : notify-send =>         notify-send -t 1500 "Mode 1:  Scroll up or down." | notify-send
195 Guillemets typographiques ouvrants. =>         notify-send -t 1500 "Mode 1:  Scroll up or down." | " => suggestions : ['«\xa0', '“']
195 Espace(s) surnuméraire(s) à supprimer. =>         notify-send -t 1500 "Mode 1:  Scroll up or down." |    => suggestions : [' ']
195 Mot inconnu : Scroll =>         notify-send -t 1500 "Mode 1:  Scroll up or down." | scroll
195 Mot inconnu : up =>         notify-send -t 1500 "Mode 1:  Scroll up or down." | up
195 Mot inconnu : down =>         notify-send -t 1500 "Mode 1:  Scroll up or down." | down
195 Guillemets typographiques fermants. =>         notify-send -t 1500 "Mode 1:  Scroll up or down." | " => suggestions : ['\xa0»', '”']

196 Mot inconnu : elif => elif [ "$MODE" == 1 ]; then | elif
196 Pas d’espace après ce signe. => elif [ "$MODE" == 1 ]; then | [  => suggestions : ['[']
196 Guillemets typographiques fermants. => elif [ "$MODE" == 1 ]; then | " => suggestions : ['\xa0»', '”']
196 Pas d’espace avant ce signe. => elif [ "$MODE" == 1 ]; then |  ] => suggestions : [']']
196 Mot inconnu : then => elif [ "$MODE" == 1 ]; then | then

197 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) |          => suggestions : ['']
197 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | xsetwacom
197 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) |    => suggestions : [' ']
197 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | device
197 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | " => suggestions : ['\xa0»', '”']
197 Mot inconnu : AbsWheelUp =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | abswheelup
197 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | key
197 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) |    => suggestions : [' ']
197 Mot inconnu : increase =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | increase
197 Mot inconnu : brush =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | brush
197 Mot inconnu : mapped =>         xsetwacom set  "$DEVICE" AbsWheelUp key d  # increase brush radius (must be mapped in GIMP) | mapped

198 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) |          => suggestions : ['']
198 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | xsetwacom
198 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) |    => suggestions : [' ']
198 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | device
198 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | " => suggestions : ['\xa0»', '”']
198 Mot inconnu : AbsWheelDown =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | abswheeldown
198 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | key
198 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) |    => suggestions : [' ']
198 Mot inconnu : decrease =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | decrease
198 Mot inconnu : brush =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | brush
198 Mot inconnu : mapped =>         xsetwacom set  "$DEVICE" AbsWheelDown key i  # decrease brush radius (must be mapped in GIMP) | mapped

199 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" |          => suggestions : ['']
199 Mot inconnu : notify-send =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | notify-send
199 Guillemets typographiques ouvrants. =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | " => suggestions : ['«\xa0', '“']
199 Espace(s) surnuméraire(s) à supprimer. =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" |    => suggestions : [' ']
199 Mot inconnu : Increase =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | increase
199 Mot inconnu : decrease =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | decrease
199 Mot inconnu : brush =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | brush
199 Mot inconnu : size =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | size
199 Guillemets typographiques fermants. =>         notify-send -t 1500 "Mode 2:  Increase or decrease brush size in Gimp" | " => suggestions : ['\xa0»', '”']

200 Mot inconnu : elif => elif [ "$MODE" == 2 ]; then | elif
200 Pas d’espace après ce signe. => elif [ "$MODE" == 2 ]; then | [  => suggestions : ['[']
200 Guillemets typographiques fermants. => elif [ "$MODE" == 2 ]; then | " => suggestions : ['\xa0»', '”']
200 Pas d’espace avant ce signe. => elif [ "$MODE" == 2 ]; then |  ] => suggestions : [']']
200 Mot inconnu : then => elif [ "$MODE" == 2 ]; then | then

201 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in |          => suggestions : ['']
201 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in | xsetwacom
201 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in |    => suggestions : [' ']
201 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in | device
201 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in | " => suggestions : ['\xa0»', '”']
201 Mot inconnu : AbsWheelUp =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in | abswheelup
201 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in | key
201 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key a  # zoom in |    => suggestions : [' ']

202 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out |          => suggestions : ['']
202 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out | xsetwacom
202 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out |    => suggestions : [' ']
202 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out | device
202 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out | " => suggestions : ['\xa0»', '”']
202 Mot inconnu : AbsWheelDown =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out | abswheeldown
202 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out | key
202 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key b  # zoom out |    => suggestions : [' ']

203 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         notify-send -t 1500 "Mode 3:  Zoom in or out in Gimp." |          => suggestions : ['']
203 Mot inconnu : notify-send =>         notify-send -t 1500 "Mode 3:  Zoom in or out in Gimp." | notify-send
203 Guillemets typographiques ouvrants. =>         notify-send -t 1500 "Mode 3:  Zoom in or out in Gimp." | " => suggestions : ['«\xa0', '“']
203 Espace(s) surnuméraire(s) à supprimer. =>         notify-send -t 1500 "Mode 3:  Zoom in or out in Gimp." |    => suggestions : [' ']
203 Guillemets typographiques fermants. =>         notify-send -t 1500 "Mode 3:  Zoom in or out in Gimp." | " => suggestions : ['\xa0»', '”']

204 Mot inconnu : elif => elif [ "$MODE" == 3 ]; then | elif
204 Pas d’espace après ce signe. => elif [ "$MODE" == 3 ]; then | [  => suggestions : ['[']
204 Guillemets typographiques fermants. => elif [ "$MODE" == 3 ]; then | " => suggestions : ['\xa0»', '”']
204 Pas d’espace avant ce signe. => elif [ "$MODE" == 3 ]; then |  ] => suggestions : [']']
204 Mot inconnu : then => elif [ "$MODE" == 3 ]; then | then

205 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer |          => suggestions : ['']
205 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer | xsetwacom
205 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer |    => suggestions : [' ']
205 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer | device
205 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer | " => suggestions : ['\xa0»', '”']
205 Mot inconnu : AbsWheelUp =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer | abswheelup
205 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer | key
205 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer |    => suggestions : [' ']
205 Mot inconnu : previous =>         xsetwacom set  "$DEVICE" AbsWheelUp key c  # select previous layer | previous

206 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer |          => suggestions : ['']
206 Mot inconnu : xsetwacom =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer | xsetwacom
206 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer |    => suggestions : [' ']
206 Mot inconnu : DEVICE =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer | device
206 Guillemets typographiques fermants. =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer | " => suggestions : ['\xa0»', '”']
206 Mot inconnu : AbsWheelDown =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer | abswheeldown
206 Mot inconnu : key =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer | key
206 Espace(s) surnuméraire(s) à supprimer. =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer |    => suggestions : [' ']
206 Mot inconnu : next =>         xsetwacom set  "$DEVICE" AbsWheelDown key e  # select next layer | next

