
5 Mot inconnu : last => ====== Webradio last.fm ====== | last
136 Il manque un trait d’union si “même” se rapporte à “lui”. => Pour conclure, cette méthode est une façon assez jolie de se sortir des problèmes d'installation et de compilation de "vrais" lecteurs. Elle offre quasiment les mêmes fonctionnalités que last.fm player (l'ancienne version du lecteur last.fm), à ceci près que le lecteur et l'interface sont dans deux endroits différents. Mais le lecteur en lui même n'est plus très utile une fois démarré, vous pouvez le laisser en tâche de fond et vous préoccuper uniquement de la page web. | lui même => suggestions : ['lui-même']

140 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Une fois que la radio est démarrée, il n'est pas obligatoire de garder le lecteur web ouvert dans Firefox. Vous pouvez quitter la page, simplement vous ne pourrez plus controler le lecteur, simplement l'arrêter ou le redémarrer avec votre lecteur, ou changer de radio avec l'astuce Firefox. |    => suggestions : ['']
140 Mot inconnu : controler =>   * Une fois que la radio est démarrée, il n'est pas obligatoire de garder le lecteur web ouvert dans Firefox. Vous pouvez quitter la page, simplement vous ne pourrez plus controler le lecteur, simplement l'arrêter ou le redémarrer avec votre lecteur, ou changer de radio avec l'astuce Firefox. | controler

141 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Si vous êtes plusieurs utilisateurs sur l'ordinateur à utiliser last.fm, une installation du proxy par utilisateur est nécessaire étant donné que l'installation contient votre nom d'utilisateur et votre mot de passe, à moins que vous ne partagiez tous le même compte last.fm |    => suggestions : ['']
141 Mot inconnu : last =>   * Si vous êtes plusieurs utilisateurs sur l'ordinateur à utiliser last.fm, une installation du proxy par utilisateur est nécessaire étant donné que l'installation contient votre nom d'utilisateur et votre mot de passe, à moins que vous ne partagiez tous le même compte last.fm | last
141 Il manque un espace. =>   * Si vous êtes plusieurs utilisateurs sur l'ordinateur à utiliser last.fm, une installation du proxy par utilisateur est nécessaire étant donné que l'installation contient votre nom d'utilisateur et votre mot de passe, à moins que vous ne partagiez tous le même compte last.fm | fm => suggestions : [' fm']
141 Mot inconnu : last =>   * Si vous êtes plusieurs utilisateurs sur l'ordinateur à utiliser last.fm, une installation du proxy par utilisateur est nécessaire étant donné que l'installation contient votre nom d'utilisateur et votre mot de passe, à moins que vous ne partagiez tous le même compte last.fm | last
141 Il manque un espace. =>   * Si vous êtes plusieurs utilisateurs sur l'ordinateur à utiliser last.fm, une installation du proxy par utilisateur est nécessaire étant donné que l'installation contient votre nom d'utilisateur et votre mot de passe, à moins que vous ne partagiez tous le même compte last.fm | fm => suggestions : [' fm']

143 Mot inconnu : Last => ==== Last.fm online ==== | last
143 Il manque un espace. => ==== Last.fm online ==== | fm => suggestions : [' fm']
143 Mot inconnu : online => ==== Last.fm online ==== | online

144 Mot inconnu : FIXME => FIXME Ce site n'existe plus  | fixme
144 Espace(s) en fin de ligne à supprimer. => FIXME Ce site n'existe plus  |   => suggestions : ['']
146 Mot inconnu : last => Ce moyen est certainement le plus facile à installer, puisqu'il n'y a pas besoin d'installation ! C'est un script PHP en ligne qui se veut être l'ancien lecteur last.fm player, mais accessible avec n'importe quel navigateur disposant d'un plug-in flash. Pour l'utiliser, il suffit de se rendre sur la page, entrer son nom d'utilisateur et son mot de passe, l'adresse de la station, et d'écouter. | last
146 Il manque un espace. => Ce moyen est certainement le plus facile à installer, puisqu'il n'y a pas besoin d'installation ! C'est un script PHP en ligne qui se veut être l'ancien lecteur last.fm player, mais accessible avec n'importe quel navigateur disposant d'un plug-in flash. Pour l'utiliser, il suffit de se rendre sur la page, entrer son nom d'utilisateur et son mot de passe, l'adresse de la station, et d'écouter. | fm => suggestions : [' fm']
146 Mot inconnu : player => Ce moyen est certainement le plus facile à installer, puisqu'il n'y a pas besoin d'installation ! C'est un script PHP en ligne qui se veut être l'ancien lecteur last.fm player, mais accessible avec n'importe quel navigateur disposant d'un plug-in flash. Pour l'utiliser, il suffit de se rendre sur la page, entrer son nom d'utilisateur et son mot de passe, l'adresse de la station, et d'écouter. | player

155 Mot inconnu : last => La dernière possibilité que je présente ici s'appelle shell-fm. Shell-fm est un petit lecteur audio, dédié à la lecture des flux last.fm, qui s'utilise en ligne de commande. L'avantage de ce lecteur est que vous pouvez l'utiliser sur n'importe quelle machine, seules 3 librairies sont nécessaires, et elles sont très communes, probablement déjà installées sur votre distribution. Pas besoin de serveur X, et le binaire ne fait qu'une centaine de ko. | last
155 Il manque un espace. => La dernière possibilité que je présente ici s'appelle shell-fm. Shell-fm est un petit lecteur audio, dédié à la lecture des flux last.fm, qui s'utilise en ligne de commande. L'avantage de ce lecteur est que vous pouvez l'utiliser sur n'importe quelle machine, seules 3 librairies sont nécessaires, et elles sont très communes, probablement déjà installées sur votre distribution. Pas besoin de serveur X, et le binaire ne fait qu'une centaine de ko. | fm => suggestions : [' fm']

164 Il faut élider “si” et l’accoler au pronom. => Bien entendu, si il existe une version plus récente au moment où vous testez, adpatez la commande. Vous pouvez vérifier l'existence d'une telle version sur la page de shell-fm. L'archive contient un binaire précompilé, vous pouvez donc le tester en tapant : | si  => suggestions : ['s’']
164 Mot inconnu : adpatez => Bien entendu, si il existe une version plus récente au moment où vous testez, adpatez la commande. Vous pouvez vérifier l'existence d'une telle version sur la page de shell-fm. L'archive contient un binaire précompilé, vous pouvez donc le tester en tapant : | adpatez
164 Mot inconnu : précompilé => Bien entendu, si il existe une version plus récente au moment où vous testez, adpatez la commande. Vous pouvez vérifier l'existence d'une telle version sur la page de shell-fm. L'archive contient un binaire précompilé, vous pouvez donc le tester en tapant : | précompilé

170 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => Cependant, si vous avez téléchargé la version 0.1.3 ou antérieure, ça ne devrait pas marcher car le programme a été compilé pour libssl0.9.7. Si ça marche, tant mieux, il ne vous reste plus qu'à placer le binaire au bon endroit : |  car => suggestions : [', car']
170 Mot inconnu : libssl0 => Cependant, si vous avez téléchargé la version 0.1.3 ou antérieure, ça ne devrait pas marcher car le programme a été compilé pour libssl0.9.7. Si ça marche, tant mieux, il ne vous reste plus qu'à placer le binaire au bon endroit : | libssl0

173 Il manque un espace à côté du tiret. => Si ça ne marche pas, ce n'est pas grave, on va le compiler nous-mêmes. Pour cela, il faut aussi se procurer les fichiers de développement des librairies ci-dessus, en ajoutant des -dev aux paquets : |  - => suggestions : [' – ', ' — ']
173 Mot inconnu : dev => Si ça ne marche pas, ce n'est pas grave, on va le compiler nous-mêmes. Pour cela, il faut aussi se procurer les fichiers de développement des librairies ci-dessus, en ajoutant des -dev aux paquets : | dev

179 Mot inconnu : Ca => Ca devrait suffire. Vous pouvez maintenant supprimer le répertoire des sources, et pour lancer le lecteur, tapez simplement shell-fm. | ca

180 Mot inconnu : esd => Malheureusement, la version 0.1.3 de shell-fm ne sait pas communiquer avec le démon s'occupant du son (esd ou artsd). Donc à priori, il vous annoncera que votre carte son est occupée lorsque vous essaierez de lancer shell-fm. Pour y remédier, il faut auparavant tuer ce démon : | esd
180 Mot inconnu : artsd => Malheureusement, la version 0.1.3 de shell-fm ne sait pas communiquer avec le démon s'occupant du son (esd ou artsd). Donc à priori, il vous annoncera que votre carte son est occupée lorsque vous essaierez de lancer shell-fm. Pour y remédier, il faut auparavant tuer ce démon : | artsd

182 Espace(s) en fin de ligne à supprimer. => ou  |   => suggestions : ['']

185 Mot inconnu : svn => De plus, comme ce démon ne tourne plus, les autres logiciels produisant du son seront muet tant que vous n'aurez pas relancé le démon. Ce problème est réglé dans la future version, d'ores et déjà disponible par svn (cf. plus bas). | svn

189 Mot inconnu : last => Après avoir lancé le lecteur, celui-ci vous demande votre nom d'utilisateur (last.fm) et votre mot de passe, puis attend. Evidemment, comme c'est un programme en ligne de commande, pas d'interface graphique, tout se fait au clavier (ce qui est beaucoup plus efficace et puissant quand on sait s'en servir, d'où l'utilité de savoir utiliser un terminal). La liste des commandes peut être obtenue en tapant ?. En voici une traduction de la version 0.1.3 : | last
189 Il manque un espace. => Après avoir lancé le lecteur, celui-ci vous demande votre nom d'utilisateur (last.fm) et votre mot de passe, puis attend. Evidemment, comme c'est un programme en ligne de commande, pas d'interface graphique, tout se fait au clavier (ce qui est beaucoup plus efficace et puissant quand on sait s'en servir, d'où l'utilité de savoir utiliser un terminal). La liste des commandes peut être obtenue en tapant ?. En voici une traduction de la version 0.1.3 : | fm => suggestions : [' fm']
189 Mot inconnu : Evidemment => Après avoir lancé le lecteur, celui-ci vous demande votre nom d'utilisateur (last.fm) et votre mot de passe, puis attend. Evidemment, comme c'est un programme en ligne de commande, pas d'interface graphique, tout se fait au clavier (ce qui est beaucoup plus efficace et puissant quand on sait s'en servir, d'où l'utilité de savoir utiliser un terminal). La liste des commandes peut être obtenue en tapant ?. En voici une traduction de la version 0.1.3 : | evidemment

190 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * r - démarre une nouvelle radio. |    => suggestions : ['']
190 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * r - démarre une nouvelle radio. |  -  => suggestions : [' – ', ' — ', ' − ']

191 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * l - déclare à last.fm que vous adorez le titre joué (l comme love). |    => suggestions : ['']
191 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * l - déclare à last.fm que vous adorez le titre joué (l comme love). |  -  => suggestions : [' – ', ' — ', ' − ']
191 Mot inconnu : last =>   * l - déclare à last.fm que vous adorez le titre joué (l comme love). | last
191 Il manque un espace. =>   * l - déclare à last.fm que vous adorez le titre joué (l comme love). | fm => suggestions : [' fm']

192 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * B - Bannit le titre courant. |    => suggestions : ['']
192 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * B - Bannit le titre courant. |  -  => suggestions : [' – ', ' — ', ' − ']

193 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * n - Passe au titre suivant (n comme next). |    => suggestions : ['']
193 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * n - Passe au titre suivant (n comme next). |  -  => suggestions : [' – ', ' — ', ' − ']
193 Mot inconnu : next =>   * n - Passe au titre suivant (n comme next). | next

194 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Q - Quitte. |    => suggestions : ['']
194 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * Q - Quitte. |  -  => suggestions : [' – ', ' — ', ' − ']

195 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * d - Active /désactive le mode découverte. |    => suggestions : ['']
195 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * d - Active /désactive le mode découverte. |  -  => suggestions : [' – ', ' — ', ' − ']
195 Accord de genre erroné : « le mode » est masculin, « découverte » est féminin. =>   * d - Active /désactive le mode découverte. | découverte => suggestions : ['découvert']

196 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * A - Bannit l'artiste du titre courant (a chaque fois qu'un titre de cet artiste sera joué, il sera automatiquement bannit). |    => suggestions : ['']
196 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * A - Bannit l'artiste du titre courant (a chaque fois qu'un titre de cet artiste sera joué, il sera automatiquement bannit). |  -  => suggestions : [' – ', ' — ', ' − ']
196 Confusion probable : “a” est une forme conjuguée du verbe “avoir”. Pour la préposition, écrivez “à”. =>   * A - Bannit l'artiste du titre courant (a chaque fois qu'un titre de cet artiste sera joué, il sera automatiquement bannit). | a => suggestions : ['à']
196 Accord avec le sujet “il” : “bannit” devrait être un participe passé masculin singulier. =>   * A - Bannit l'artiste du titre courant (a chaque fois qu'un titre de cet artiste sera joué, il sera automatiquement bannit). | bannit => suggestions : ['banni']

197 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * R - Active / désactive le RTP (RTP = submission des titres à audioscrobbler). |    => suggestions : ['']
197 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * R - Active / désactive le RTP (RTP = submission des titres à audioscrobbler). |  -  => suggestions : [' – ', ' — ', ' − ']
197 Mot inconnu : RTP =>   * R - Active / désactive le RTP (RTP = submission des titres à audioscrobbler). | rtp
197 Mot inconnu : RTP =>   * R - Active / désactive le RTP (RTP = submission des titres à audioscrobbler). | rtp
197 Mot inconnu : submission =>   * R - Active / désactive le RTP (RTP = submission des titres à audioscrobbler). | submission
197 Mot inconnu : audioscrobbler =>   * R - Active / désactive le RTP (RTP = submission des titres à audioscrobbler). | audioscrobbler

198 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * f - démarre la radio des fans de l'artiste du titre courant. |    => suggestions : ['']
198 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * f - démarre la radio des fans de l'artiste du titre courant. |  -  => suggestions : [' – ', ' — ', ' − ']

199 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * s - démarre la radio des artistes similaires à l'artiste du titre courant. |    => suggestions : ['']
199 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * s - démarre la radio des artistes similaires à l'artiste du titre courant. |  -  => suggestions : [' – ', ' — ', ' − ']

201 Mot inconnu : svn => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | svn
201 Mot inconnu : tagger => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | tagger
201 Mot inconnu : TAB => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | tab
201 Mot inconnu : esd => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | esd
201 Mot inconnu : artsd => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | artsd
201 Mot inconnu : automake => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | automake
201 Mot inconnu : autoconf => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | autoconf
201 Mot inconnu : libao => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | libao
201 Mot inconnu : svn => Il est à noter qu'au moment où j'écris, la version (future 0.1.4) svn propose de nouvelles fonctionnalités très intéressantes, telles que la possibilité de tagger les titres / artistes / albums, l'autocomplétion avec la touche TAB, et communication avec le démon mixeur (esd ou artsd). Pour en profiter, vous devez compiler les dernières sources. Cela vous demande de posséder des outils de développement que vous n'avez sûrement pas si vous ne programmez pas, tels que subversion, automake, autoconf. Vous devez aussi posséder une librairie supplémentaire, libao. SI vous ne souhaitez pas attendre la publication de la prochaine version, je vous invite à télécharger les sources svn et les compiler. Contactez-moi ou l'auteur du projet en cas de problème avec cette procédure. | svn

203 Mot inconnu : contistue => Ce programme contistue mon choix, car personnellement je n'ai pas besoin de fioritures graphiques pour écouter une radio, je trouve l'interface clavier plus efficace, et j'ai la geek-attitude :-D | contistue

207 Mot inconnu : last => Il est possible d'enregistrer la musique diffusée par une radio last.fm au format mp3 (c'est illégal dans la plupart des pays à moins de déjà posséder les titres, éventuellement sur un autre support). Ceci se fait grâce au programme streamripper qui permet de séparer les titres d'un flux mp3 et de les enregistrer, et d'utiliser le proxy lastFM comme générateur de flux. | last
207 Il manque un espace. => Il est possible d'enregistrer la musique diffusée par une radio last.fm au format mp3 (c'est illégal dans la plupart des pays à moins de déjà posséder les titres, éventuellement sur un autre support). Ceci se fait grâce au programme streamripper qui permet de séparer les titres d'un flux mp3 et de les enregistrer, et d'utiliser le proxy lastFM comme générateur de flux. | fm => suggestions : [' fm']
207 Mot inconnu : streamripper => Il est possible d'enregistrer la musique diffusée par une radio last.fm au format mp3 (c'est illégal dans la plupart des pays à moins de déjà posséder les titres, éventuellement sur un autre support). Ceci se fait grâce au programme streamripper qui permet de séparer les titres d'un flux mp3 et de les enregistrer, et d'utiliser le proxy lastFM comme générateur de flux. | streamripper
207 Mot inconnu : lastFM => Il est possible d'enregistrer la musique diffusée par une radio last.fm au format mp3 (c'est illégal dans la plupart des pays à moins de déjà posséder les titres, éventuellement sur un autre support). Ceci se fait grâce au programme streamripper qui permet de séparer les titres d'un flux mp3 et de les enregistrer, et d'utiliser le proxy lastFM comme générateur de flux. | lastfm

209 Mot inconnu : The => Une autre possibilité est d'utiliser [[http://thelastripper.com/|The Last ripper]]. | the
209 Mot inconnu : Last => Une autre possibilité est d'utiliser [[http://thelastripper.com/|The Last ripper]]. | last

213 Mot inconnu : last => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | last
213 Il manque un espace. => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | fm => suggestions : [' fm']
213 Mot inconnu : lastFM => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | lastfm
213 Mot inconnu : last => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | last
213 Il manque un espace. => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | fm => suggestions : [' fm']
213 Mot inconnu : lastfm => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | lastfm
213 Mot inconnu : streamripper => Une radio last.fm n'est pas un flux mp3 à proprement parler, elle utilise son propre protocole (alors qu'un flux mp3 classique est juste une suite de fichiers mp3 les uns au bout des autres, diffusés en streaming). Quand vous utilisez le proxy lastFM, celui-ci lit la radio last.fm et la convertit à la volée en un flux mp3 classique, qu'il diffuse sur un flux local (généralement http://localhost:1881/lastfm.mp3). Vous pouvez ensuite enregistrer ce flux avec streamripper. | streamripper

219 Mot inconnu : lastFM => Ensuite, démarrez le proxy lastFM comme décrit dans la section appropriée, MAIS ne n'ouvrez pas le flux avec votre lecteur mp3. Autrement dit, lorsque vous cliquez sur start radio, et qu'une boite de dialoque s'ouvre vous demandant avec quoi vous voulez l'ouvrir, faites annuler. Vous pouvez alors commencer l'enregistrement avec la commande (en supposant que le flux est diffusé sur le port 1881) : | lastfm
219 Incohérence. Double négation. => Ensuite, démarrez le proxy lastFM comme décrit dans la section appropriée, MAIS ne n'ouvrez pas le flux avec votre lecteur mp3. Autrement dit, lorsque vous cliquez sur start radio, et qu'une boite de dialoque s'ouvre vous demandant avec quoi vous voulez l'ouvrir, faites annuler. Vous pouvez alors commencer l'enregistrement avec la commande (en supposant que le flux est diffusé sur le port 1881) : | ne n' => suggestions : ['ne m’', 'n’']
219 Mot inconnu : start => Ensuite, démarrez le proxy lastFM comme décrit dans la section appropriée, MAIS ne n'ouvrez pas le flux avec votre lecteur mp3. Autrement dit, lorsque vous cliquez sur start radio, et qu'une boite de dialoque s'ouvre vous demandant avec quoi vous voulez l'ouvrir, faites annuler. Vous pouvez alors commencer l'enregistrement avec la commande (en supposant que le flux est diffusé sur le port 1881) : | start
219 Mot inconnu : dialoque => Ensuite, démarrez le proxy lastFM comme décrit dans la section appropriée, MAIS ne n'ouvrez pas le flux avec votre lecteur mp3. Autrement dit, lorsque vous cliquez sur start radio, et qu'une boite de dialoque s'ouvre vous demandant avec quoi vous voulez l'ouvrir, faites annuler. Vous pouvez alors commencer l'enregistrement avec la commande (en supposant que le flux est diffusé sur le port 1881) : | dialoque

222 Mot inconnu : last => Les titres seront alors enregistrés dans un répertoire nommé last.fm, et avec comme nom artiste - titre.mp3. Mais peut-être avez vous envie d'écouter en même temps ? C'est possible. Vous ne pouvez pas écouter le flux du proxy avec votre lecteur mp3, car le flux ne peut-être lu par deux programmes à la fois. Mais streamripper permet de faire la même chose que le proxy lastFM, c'est-à-dire diffuser ce qu'il lit sur un flux local. | last
222 Il manque un espace. => Les titres seront alors enregistrés dans un répertoire nommé last.fm, et avec comme nom artiste - titre.mp3. Mais peut-être avez vous envie d'écouter en même temps ? C'est possible. Vous ne pouvez pas écouter le flux du proxy avec votre lecteur mp3, car le flux ne peut-être lu par deux programmes à la fois. Mais streamripper permet de faire la même chose que le proxy lastFM, c'est-à-dire diffuser ce qu'il lit sur un flux local. | fm => suggestions : [' fm']
222 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => Les titres seront alors enregistrés dans un répertoire nommé last.fm, et avec comme nom artiste - titre.mp3. Mais peut-être avez vous envie d'écouter en même temps ? C'est possible. Vous ne pouvez pas écouter le flux du proxy avec votre lecteur mp3, car le flux ne peut-être lu par deux programmes à la fois. Mais streamripper permet de faire la même chose que le proxy lastFM, c'est-à-dire diffuser ce qu'il lit sur un flux local. |  -  => suggestions : [' – ', ' — ', ' − ']
