
4 Mot inconnu : Plank => ====== Plank ====== | plank
155 Espace(s) surnuméraire(s) à supprimer. => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. |    => suggestions : [' ']
155 Mot inconnu : Pantheon => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. | pantheon
155 Mot inconnu : Plank => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. | plank
155 Mot inconnu : plank => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. | plank
155 Après la préposition “Pour”, le verbe devrait être à l’infinitif. => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. | allez => suggestions : ['aller']
155 Mot inconnu : elementaryOS => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. | elementaryos
155 Mot inconnu : tweak => [[https://www.elementaryos-fr.org/|ElementaryOS]] ayant incorporé Plank dans son projet de bureau **Pantheon** pour Ubuntu (très inspiré de Mac OS), il existe dans le panneau  de configuration de Pantheon une interface de configuration de Plank spécifique, distincte de celle de plank. Cette interface est très basique, et ne couvre pas toutes les fonctionnalités. Pour allez plus loin, vous pouvez installer l'utilitaire elementaryOS **tweak**, lequel se lance ensuite via le panneau de configuration. | tweak

158 Mot inconnu : Docky => Bien qu'il ne soit clairement pas conçu pour une utilisation trop complexe (dans ce cas mieux vaut utiliser un autre dock, comme [[Docky]] ou [[Cairo-dock]]), on peut "bidouiller" avec Plank. Voici quelques astuces : | docky
158 Mot inconnu : Cairo-dock => Bien qu'il ne soit clairement pas conçu pour une utilisation trop complexe (dans ce cas mieux vaut utiliser un autre dock, comme [[Docky]] ou [[Cairo-dock]]), on peut "bidouiller" avec Plank. Voici quelques astuces : | cairo-dock
158 Guillemets typographiques ouvrants. => Bien qu'il ne soit clairement pas conçu pour une utilisation trop complexe (dans ce cas mieux vaut utiliser un autre dock, comme [[Docky]] ou [[Cairo-dock]]), on peut "bidouiller" avec Plank. Voici quelques astuces : | " => suggestions : ['«\xa0', '“']
158 Guillemets typographiques fermants. => Bien qu'il ne soit clairement pas conçu pour une utilisation trop complexe (dans ce cas mieux vaut utiliser un autre dock, comme [[Docky]] ou [[Cairo-dock]]), on peut "bidouiller" avec Plank. Voici quelques astuces : | " => suggestions : ['\xa0»', '”']
158 Mot inconnu : Plank => Bien qu'il ne soit clairement pas conçu pour une utilisation trop complexe (dans ce cas mieux vaut utiliser un autre dock, comme [[Docky]] ou [[Cairo-dock]]), on peut "bidouiller" avec Plank. Voici quelques astuces : | plank

160 Mot inconnu : plank => ====Accéder au menu de configuration de plank ==== | plank

163 Mot inconnu : Desktop => [Desktop Entry] | desktop
163 Mot inconnu : Entry => [Desktop Entry] | entry

164 Mot inconnu : Name => Name=Plank préférences | name
164 Mot inconnu : Plank => Name=Plank préférences | plank

165 Mot inconnu : plank => Comment=Préférences du dock plank | plank

166 Mot inconnu : Exec => Exec=plank --preferences | exec
166 Mot inconnu : plank => Exec=plank --preferences | plank
166 Mot inconnu : preferences => Exec=plank --preferences | preferences

167 Mot inconnu : Icon => Icon=plank | icon
167 Mot inconnu : plank => Icon=plank | plank

168 Mot inconnu : false => Terminal=false | false

170 Mot inconnu : Categories => Categories=Settings; | categories
170 Mot inconnu : Settings => Categories=Settings; | settings

171 Mot inconnu : StartupNotify => StartupNotify=false | startupnotify
171 Mot inconnu : false => StartupNotify=false | false

173 Mot inconnu : Plank => L'option **Plank préférences** apparaît alors dans le sous-menu **Paramètres** d'Ubuntu, et (selon l'[[environnements|environnement de bureau]] que vous utilisez), elle peut aussi apparaître dans le panneau de configuration d'Ubuntu. | plank

179 Guillemets typographiques ouvrants. => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | " => suggestions : ['«\xa0', '“']
179 Mot inconnu : Quicklist => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | quicklist
179 Guillemets typographiques fermants. => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | " => suggestions : ['\xa0»', '”']
179 Mot inconnu : freedesktop => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | freedesktop
179 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. |  . => suggestions : ['. ', '.']
179 Mot inconnu : desktop => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | desktop

181 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => **A - en mode graphique** |  -  => suggestions : [' – ', ' — ', ' − ']

182 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créez un dossier (par exemple **plank/Utilitaires**), dans votre **Dossier Personnel**. |    => suggestions : ['']
182 Mot inconnu : plank =>   * Créez un dossier (par exemple **plank/Utilitaires**), dans votre **Dossier Personnel**. | plank

184 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Copiez-Coller les raccourcis qui vous intéressent vers **/plank/Utilitaires**. |    => suggestions : ['']
184 Mot inconnu : plank =>   * Copiez-Coller les raccourcis qui vous intéressent vers **/plank/Utilitaires**. | plank

185 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Faites un glisser/déposer du répertoire vers Plank : une nouvelle icône regroupant les programmes sélectionnés y apparaît.  |    => suggestions : ['']
185 Mot inconnu : Plank =>   * Faites un glisser/déposer du répertoire vers Plank : une nouvelle icône regroupant les programmes sélectionnés y apparaît.  | plank
185 Espace(s) en fin de ligne à supprimer. =>   * Faites un glisser/déposer du répertoire vers Plank : une nouvelle icône regroupant les programmes sélectionnés y apparaît.  |   => suggestions : ['']

186 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Appelez la liste des programmes par un **clic gauche** sur cette icône. |    => suggestions : ['']

188 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => **B - En mode texte** |  -  => suggestions : [' – ', ' — ', ' − ']

189 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créez un fichier texte en .desktop avec un nom quelconque (par exemple **Divers.desktop**) dans le dossier caché **.local/share/applications/** de votre **Dossier Personnel**. |    => suggestions : ['']
189 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * Créez un fichier texte en .desktop avec un nom quelconque (par exemple **Divers.desktop**) dans le dossier caché **.local/share/applications/** de votre **Dossier Personnel**. |  . => suggestions : ['. ', '.']
189 Mot inconnu : desktop =>   * Créez un fichier texte en .desktop avec un nom quelconque (par exemple **Divers.desktop**) dans le dossier caché **.local/share/applications/** de votre **Dossier Personnel**. | desktop
189 Mot inconnu : desktop =>   * Créez un fichier texte en .desktop avec un nom quelconque (par exemple **Divers.desktop**) dans le dossier caché **.local/share/applications/** de votre **Dossier Personnel**. | desktop
189 Mot inconnu : share =>   * Créez un fichier texte en .desktop avec un nom quelconque (par exemple **Divers.desktop**) dans le dossier caché **.local/share/applications/** de votre **Dossier Personnel**. | share

190 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Copiez-y un contenu de ce type : |    => suggestions : ['']

192 Mot inconnu : Desktop => [Desktop Entry] | desktop
192 Mot inconnu : Entry => [Desktop Entry] | entry

193 Mot inconnu : icone => #Nom et icone de la liste de programmes dans Plank | icone
193 Mot inconnu : Plank => #Nom et icone de la liste de programmes dans Plank | plank

194 Mot inconnu : Name => Name=DIVERS | name

195 Mot inconnu : Icon => Icon=brasero | icon

198 Ceci est un verbe à la 1ʳᵉ personne du pluriel. Sujet (“nous” ou équivalent) introuvable. => #Liste synthétique des lanceurs (liste de programmes) qui apparaîtrons au clic droit sur l’icône dans Plank | apparaîtrons => suggestions : ['apparaîtront']
198 Mot inconnu : Plank => #Liste synthétique des lanceurs (liste de programmes) qui apparaîtrons au clic droit sur l’icône dans Plank | plank

199 Typographie : points de suspension. Utilisez le caractère dédié. => #les noms des lanceurs (Action= ...] sont LIBRES | ... => suggestions : ['…']
201 Il manque un espace. => Actions=Calculette;Capture écran;plank-preferences;Modif | capture => suggestions : [' Capture']
201 Il manque un espace. => Actions=Calculette;Capture écran;plank-preferences;Modif | plank-preferences => suggestions : [' plank-preferences']
201 Mot inconnu : plank-preferences => Actions=Calculette;Capture écran;plank-preferences;Modif | plank-preferences
201 Il manque un espace. => Actions=Calculette;Capture écran;plank-preferences;Modif | modif => suggestions : [' Modif']

204 Mot inconnu : Desktop => #Les noms de chaque lanceur ([Desktop Action ...] doivent CORRESPONDRE à ceux qui sont appelés par la liste CI-DESSUS | desktop
204 Typographie : points de suspension. Utilisez le caractère dédié. => #Les noms de chaque lanceur ([Desktop Action ...] doivent CORRESPONDRE à ceux qui sont appelés par la liste CI-DESSUS | ... => suggestions : ['…']

205 Mot inconnu : Name => #les noms apparaissant dans la liste des programmes (Name=...) sont LIBRES | name
205 Typographie : points de suspension. Utilisez le caractère dédié. => #les noms apparaissant dans la liste des programmes (Name=...) sont LIBRES | ... => suggestions : ['…']

207 Mot inconnu : Desktop => [Desktop Action Calculette] | desktop

208 Mot inconnu : Name => Name=Calculette | name

209 Mot inconnu : Exec => Exec=gnome-calculator | exec
209 Mot inconnu : gnome-calculator => Exec=gnome-calculator | gnome-calculator

210 Mot inconnu : Icon => Icon=gnome-calculator | icon
210 Mot inconnu : gnome-calculator => Icon=gnome-calculator | gnome-calculator

212 Mot inconnu : Desktop => [Desktop Action Capture écran] | desktop

213 Mot inconnu : Name => Name=Capture écran | name

214 Mot inconnu : Exec => Exec=xfce4-screenshooter | exec
214 Mot inconnu : xfce4-screenshooter => Exec=xfce4-screenshooter | xfce4-screenshooter

215 Mot inconnu : Icon => Icon=xfce4-screenshooter | icon
215 Mot inconnu : xfce4-screenshooter => Icon=xfce4-screenshooter | xfce4-screenshooter

217 Mot inconnu : Desktop => [Desktop Action plank-preferences] | desktop
217 Mot inconnu : plank-preferences => [Desktop Action plank-preferences] | plank-preferences

218 Mot inconnu : Name => Name=plank-preferences | name
218 Mot inconnu : plank-preferences => Name=plank-preferences | plank-preferences

219 Mot inconnu : Exec => Exec=plank --preferences | exec
219 Mot inconnu : plank => Exec=plank --preferences | plank
219 Mot inconnu : preferences => Exec=plank --preferences | preferences

220 Mot inconnu : Icon => Icon=plank | icon
220 Mot inconnu : plank => Icon=plank | plank

222 Mot inconnu : Desktop => [Desktop Action Modif] | desktop

223 Mot inconnu : Name => Name=Modif lanceur | name

224 Mot inconnu : Exec => Exec=mousepad /home/USER/.local/share/applications/divers.desktop | exec
224 Mot inconnu : mousepad => Exec=mousepad /home/USER/.local/share/applications/divers.desktop | mousepad

225 Mot inconnu : Icon => Icon=mousepad | icon
225 Mot inconnu : mousepad => Icon=mousepad | mousepad

227 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Faite un **clic droit** pour accéder à la liste des applications (et non un clic gauche comme dans l'option avec les répertoires). |    => suggestions : ['']

229 Mot inconnu : Quicklist => ====Ajouter une Quicklist dans une application==== | quicklist

230 Guillemets typographiques ouvrants. => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | " => suggestions : ['«\xa0', '“']
230 Mot inconnu : Quicklist => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | quicklist
230 Guillemets typographiques fermants. => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | " => suggestions : ['\xa0»', '”']
230 Mot inconnu : freedesktop => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | freedesktop
230 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. |  . => suggestions : ['. ', '.']
230 Mot inconnu : desktop => Cette fonctionnalité utilise la norme "Quicklist" de freedesktop.org, permettant d'ajouter des options dans les fichiers .desktop. | desktop

232 S’il s’agit d’un impératif, mettez un trait d’union. => Copiez le .desktop de l'application qui vous intéresse depuis son emplacement d'origine (/usr/share/applications) vers votre compte utilisateur (/home///vous///.local/share/applications). | copiez le => suggestions : ['Copiez-le']
232 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Copiez le .desktop de l'application qui vous intéresse depuis son emplacement d'origine (/usr/share/applications) vers votre compte utilisateur (/home///vous///.local/share/applications). |  . => suggestions : ['. ', '.']
232 Mot inconnu : desktop => Copiez le .desktop de l'application qui vous intéresse depuis son emplacement d'origine (/usr/share/applications) vers votre compte utilisateur (/home///vous///.local/share/applications). | desktop
232 Mot inconnu : share => Copiez le .desktop de l'application qui vous intéresse depuis son emplacement d'origine (/usr/share/applications) vers votre compte utilisateur (/home///vous///.local/share/applications). | share

234 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Ouvrez ce .desktop copié, et ajouter à la fin votre quicklist. L'exemple suivant porte sur thunar : |  . => suggestions : ['. ', '.']
234 Mot inconnu : desktop => Ouvrez ce .desktop copié, et ajouter à la fin votre quicklist. L'exemple suivant porte sur thunar : | desktop
234 Mot inconnu : quicklist => Ouvrez ce .desktop copié, et ajouter à la fin votre quicklist. L'exemple suivant porte sur thunar : | quicklist
234 Mot inconnu : thunar => Ouvrez ce .desktop copié, et ajouter à la fin votre quicklist. L'exemple suivant porte sur thunar : | thunar

245 Mot inconnu : Thunar => Enlever l'icône de Thunar de votre dock (elle pointe sur le .desktop d'origine), et faite un drag&drop depuis /home///vous///.local/share/applications, pour avoir un nouveau lanceur avec sa quicklist. Au clic droit sur l’icône, vous aurez désormais un menu avec un accès direct aux 2 répertoires mentionnés (ou ceux que vous aurez choisis). | thunar
245 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Enlever l'icône de Thunar de votre dock (elle pointe sur le .desktop d'origine), et faite un drag&drop depuis /home///vous///.local/share/applications, pour avoir un nouveau lanceur avec sa quicklist. Au clic droit sur l’icône, vous aurez désormais un menu avec un accès direct aux 2 répertoires mentionnés (ou ceux que vous aurez choisis). |  . => suggestions : ['. ', '.']
245 Mot inconnu : desktop => Enlever l'icône de Thunar de votre dock (elle pointe sur le .desktop d'origine), et faite un drag&drop depuis /home///vous///.local/share/applications, pour avoir un nouveau lanceur avec sa quicklist. Au clic droit sur l’icône, vous aurez désormais un menu avec un accès direct aux 2 répertoires mentionnés (ou ceux que vous aurez choisis). | desktop
245 Mot inconnu : share => Enlever l'icône de Thunar de votre dock (elle pointe sur le .desktop d'origine), et faite un drag&drop depuis /home///vous///.local/share/applications, pour avoir un nouveau lanceur avec sa quicklist. Au clic droit sur l’icône, vous aurez désormais un menu avec un accès direct aux 2 répertoires mentionnés (ou ceux que vous aurez choisis). | share
245 Mot inconnu : quicklist => Enlever l'icône de Thunar de votre dock (elle pointe sur le .desktop d'origine), et faite un drag&drop depuis /home///vous///.local/share/applications, pour avoir un nouveau lanceur avec sa quicklist. Au clic droit sur l’icône, vous aurez désormais un menu avec un accès direct aux 2 répertoires mentionnés (ou ceux que vous aurez choisis). | quicklist

247 Mot inconnu : quicklist => Certains programmes sont déjà fournis avec des quicklist : libreoffice, Thunderbird, ... mais vous pouvez en ajouter ou en modifier. | quicklist
247 Mot inconnu : libreoffice => Certains programmes sont déjà fournis avec des quicklist : libreoffice, Thunderbird, ... mais vous pouvez en ajouter ou en modifier. | libreoffice
247 Une de ces ponctuations est superflue. => Certains programmes sont déjà fournis avec des quicklist : libreoffice, Thunderbird, ... mais vous pouvez en ajouter ou en modifier. | , . => suggestions : [',', '.']
247 Typographie : points de suspension. Utilisez le caractère dédié. => Certains programmes sont déjà fournis avec des quicklist : libreoffice, Thunderbird, ... mais vous pouvez en ajouter ou en modifier. | ... => suggestions : ['…']

248 Mot inconnu : Icôniser => ====Icôniser un site internet dans Plank==== | icôniser
248 Mot inconnu : Plank => ====Icôniser un site internet dans Plank==== | plank

252 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : |    => suggestions : ['']
252 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : |  . => suggestions : ['. ', '.']
252 Mot inconnu : desktop =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | desktop
252 Mot inconnu : gedit =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | gedit
252 Mot inconnu : share =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | share
252 Mot inconnu : wikipedia =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | wikipedia
252 Mot inconnu : desktop =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | desktop
252 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : |  . => suggestions : ['. ', '.']
252 Mot inconnu : desktop =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | desktop
252 Mot inconnu : gedit =>   * Création du .desktop : **gedit ~/.local/share/applications/wikipedia.desktop** (vous pouvez mettre un autre nom de .desktop, ou remplacer gedit par un autre éditeur). Un fichier vide s'ouvre. Collez-y : | gedit

254 Mot inconnu : Desktop => [Desktop Entry] | desktop
254 Mot inconnu : Entry => [Desktop Entry] | entry

255 Mot inconnu : Name => Name=Wikipédia | name

257 Mot inconnu : Exec => Exec=firefox https://fr.wikipedia.org/wiki/Wikipedia:Accueil_principal | exec
257 Mot inconnu : firefox => Exec=firefox https://fr.wikipedia.org/wiki/Wikipedia:Accueil_principal | firefox
257 Mot inconnu : Accueil_principal => Exec=firefox https://fr.wikipedia.org/wiki/Wikipedia:Accueil_principal | accueil_principal

259 Mot inconnu : Categories => Categories=Network | categories
259 Mot inconnu : Network => Categories=Network | network

260 Mot inconnu : Icon => Icon=gnome-web-browser | icon
260 Mot inconnu : gnome-web-browser => Icon=gnome-web-browser | gnome-web-browser

262 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sauvegarder et fermer. |    => suggestions : ['']

263 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avec votre navigateur de fichier, faites un drag & drop de **Wikipedia.desktop** (qui est dans le répertoire caché .local/share/applications/) vers Plank. |    => suggestions : ['']
263 Mot inconnu : Wikipedia =>   * Avec votre navigateur de fichier, faites un drag & drop de **Wikipedia.desktop** (qui est dans le répertoire caché .local/share/applications/) vers Plank. | wikipedia
263 Mot inconnu : desktop =>   * Avec votre navigateur de fichier, faites un drag & drop de **Wikipedia.desktop** (qui est dans le répertoire caché .local/share/applications/) vers Plank. | desktop
263 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * Avec votre navigateur de fichier, faites un drag & drop de **Wikipedia.desktop** (qui est dans le répertoire caché .local/share/applications/) vers Plank. |  . => suggestions : ['. ', '.']
263 Mot inconnu : share =>   * Avec votre navigateur de fichier, faites un drag & drop de **Wikipedia.desktop** (qui est dans le répertoire caché .local/share/applications/) vers Plank. | share
263 Mot inconnu : Plank =>   * Avec votre navigateur de fichier, faites un drag & drop de **Wikipedia.desktop** (qui est dans le répertoire caché .local/share/applications/) vers Plank. | plank

264 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Remarques : |    => suggestions : ['']

265 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. |      => suggestions : ['']
265 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. |  -  => suggestions : [' – ', ' — ', ' − ']
265 Guillemets typographiques ouvrants. =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. | " => suggestions : ['«\xa0', '“']
265 Mot inconnu : Exec =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. | exec
265 Mot inconnu : Midori =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. | midori
265 Une de ces ponctuations est superflue. =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. | , . => suggestions : [',', '.']
265 Typographie : points de suspension. Utilisez le caractère dédié. =>     - la ligne importante est la ligne "Exec=". C'est là que vous définissez le navigateur à lancer (Firefox, Midori, ...) et surtout l'adresse du site visé. Vous pouvez demander l'ouverture de plusieurs sites, en les séparant par un espace. | ... => suggestions : ['…']

266 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     - La ligne "Icon=" définit l'icone qui apparaîtra dans plank, mais aussi dans les menus. |      => suggestions : ['']
266 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>     - La ligne "Icon=" définit l'icone qui apparaîtra dans plank, mais aussi dans les menus. |  -  => suggestions : [' – ', ' — ', ' − ']
266 Guillemets typographiques ouvrants. =>     - La ligne "Icon=" définit l'icone qui apparaîtra dans plank, mais aussi dans les menus. | " => suggestions : ['«\xa0', '“']
266 Mot inconnu : Icon =>     - La ligne "Icon=" définit l'icone qui apparaîtra dans plank, mais aussi dans les menus. | icon
266 Mot inconnu : icone =>     - La ligne "Icon=" définit l'icone qui apparaîtra dans plank, mais aussi dans les menus. | icone
266 Mot inconnu : plank =>     - La ligne "Icon=" définit l'icone qui apparaîtra dans plank, mais aussi dans les menus. | plank

267 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. |      => suggestions : ['']
267 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. |  -  => suggestions : [' – ', ' — ', ' − ']
