
4 Mot inconnu : Clancy's => ====== Tom Clancy's Splinter Cell 2 : Pandora Tomorrow ====== | clancy's
55 Guillemets typographiques fermants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['\xa0»', '”']
55 Guillemets typographiques ouvrants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['«\xa0', '“']
55 Guillemets typographiques fermants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['\xa0»', '”']
55 Guillemets typographiques ouvrants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['«\xa0', '“']
55 Guillemets typographiques fermants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['\xa0»', '”']
55 Mot inconnu : playonlinux =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | playonlinux
55 Guillemets typographiques ouvrants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['«\xa0', '“']
55 Guillemets typographiques fermants. =>   * Pour **patcher** (si votre version n'a pas besoin du patch celui-ci vous le dira), bouton **"Installer"**, en bas à gauche **"Installer ... une application non supportée"**, **"Installation manuelle" "Suivant" "Suivant"**, cette fois c'est __**"Modifier une application déjà installé"**__ **"Suivant" "splintercell-2" "Suivant" "Non"**, parcourir jusqu'au patch et poursuivez ; quand playonlinux vous redemande si vous voulez créer un lanceur de nouveau terminer par **"Non"**. | " => suggestions : ['\xa0»', '”']

56 Mot inconnu : PlayOnLinux => <note>En cas de boulette, dans votre home à l'adresse **.PlayOnLinux/wineprefix**, supprimer le dossier du jeu et recommencer. En cas de mauvaise désinstallation les icônes résiduelles sont dans **.local/share/applications** </note> | playonlinux
56 Mot inconnu : wineprefix => <note>En cas de boulette, dans votre home à l'adresse **.PlayOnLinux/wineprefix**, supprimer le dossier du jeu et recommencer. En cas de mauvaise désinstallation les icônes résiduelles sont dans **.local/share/applications** </note> | wineprefix
56 Mot inconnu : share => <note>En cas de boulette, dans votre home à l'adresse **.PlayOnLinux/wineprefix**, supprimer le dossier du jeu et recommencer. En cas de mauvaise désinstallation les icônes résiduelles sont dans **.local/share/applications** </note> | share

58 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * L'installation est terminée, garder le dvd dans le lecteur (l'image iso ne permet pas de jouer). Une icone sur votre bureau vous permet de lancer le jeu. Penser à régler les Paramètres avant de jouer. Bonne nuit d'infiltration ! ^_^ |    => suggestions : ['']
58 Mot inconnu : dvd =>   * L'installation est terminée, garder le dvd dans le lecteur (l'image iso ne permet pas de jouer). Une icone sur votre bureau vous permet de lancer le jeu. Penser à régler les Paramètres avant de jouer. Bonne nuit d'infiltration ! ^_^ | dvd
58 Mot inconnu : iso =>   * L'installation est terminée, garder le dvd dans le lecteur (l'image iso ne permet pas de jouer). Une icone sur votre bureau vous permet de lancer le jeu. Penser à régler les Paramètres avant de jouer. Bonne nuit d'infiltration ! ^_^ | iso
58 Mot inconnu : icone =>   * L'installation est terminée, garder le dvd dans le lecteur (l'image iso ne permet pas de jouer). Une icone sur votre bureau vous permet de lancer le jeu. Penser à régler les Paramètres avant de jouer. Bonne nuit d'infiltration ! ^_^ | icone

59 Guillemets typographiques ouvrants. => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | " => suggestions : ['«\xa0', '“']
59 Mot inconnu : Splinter => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | splinter
59 Mot inconnu : Cell => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | cell
59 Mot inconnu : desktop => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | desktop
59 Guillemets typographiques fermants. => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | " => suggestions : ['\xa0»', '”']
59 Guillemets typographiques ouvrants. => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | " => suggestions : ['«\xa0', '“']
59 Guillemets typographiques fermants. => <note help>**"Splinter Cell.desktop", Lanceur d'application non fiable ?** au lieu de l'icône ? double-clic, "Marquer comme fiable".</note> | " => suggestions : ['\xa0»', '”']

62 Typographie : points de suspension. Utilisez le caractère dédié. => <note>Si une fois dans le jeu vous rencontrez des problèmes d'affichages vous avez quelques réglages à faire dans la Base de Registre...</note> | ... => suggestions : ['…']

63 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : |    => suggestions : ['']
63 Mot inconnu : gedit =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : | gedit
63 Guillemets typographiques ouvrants. =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : | " => suggestions : ['«\xa0', '“']
63 Mot inconnu : splintercell-2 =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : | splintercell-2
63 Il manque un espace. =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : | reg => suggestions : [' reg']
63 Guillemets typographiques fermants. =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : | " => suggestions : ['\xa0»', '”']
63 Mot inconnu : PlayOnLinux =>   * Avec un éditeur de texte ([[gedit]] etc.) créer un fichier **"splintercell-2.reg"** dans votre **./PlayOnLinux** contenant : | playonlinux

77 Mot inconnu : Shader => <note important>Le jeu a besoin d'une carte supportant le **Pixel Shader**, si ce n'est pas le cas il est probable qu'il vous faudra changer de carte graphique. Dans playonlinux vous pouvez tenter de configurer le wine du jeu pour émuler le pixel shader.</note> | shader
77 Mot inconnu : playonlinux => <note important>Le jeu a besoin d'une carte supportant le **Pixel Shader**, si ce n'est pas le cas il est probable qu'il vous faudra changer de carte graphique. Dans playonlinux vous pouvez tenter de configurer le wine du jeu pour émuler le pixel shader.</note> | playonlinux
77 Mot inconnu : wine => <note important>Le jeu a besoin d'une carte supportant le **Pixel Shader**, si ce n'est pas le cas il est probable qu'il vous faudra changer de carte graphique. Dans playonlinux vous pouvez tenter de configurer le wine du jeu pour émuler le pixel shader.</note> | wine
77 Mot inconnu : shader => <note important>Le jeu a besoin d'une carte supportant le **Pixel Shader**, si ce n'est pas le cas il est probable qu'il vous faudra changer de carte graphique. Dans playonlinux vous pouvez tenter de configurer le wine du jeu pour émuler le pixel shader.</note> | shader

79 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). |    => suggestions : ['']
79 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | playonlinux
79 Mot inconnu : splintercell-2 =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | splintercell-2
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Mot inconnu : splintercell-2 =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | splintercell-2
79 Il manque un espace. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | reg => suggestions : [' reg']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Mot inconnu : HKEY_CURRENT_USER =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | hkey_current_user
79 Mot inconnu : Wine =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | wine
79 Mot inconnu : Direct3D =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | direct3d
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']
79 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | playonlinux
79 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['«\xa0', '“']
79 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Base de Registre" "Suivant"**, menu **"Registre"** choisissez **"Importer un fichier Registre"** et **"splintercell-2.reg" "Ouvrir"**. Vérifier en développant **HKEY_CURRENT_USER\Software\Wine\Direct3D** que l'importation a réussi. **Menu Registre, "Quitter"**. Fenêtre playonlinux **"Annuler"** (une mise à jour du préfixe peut être nécessaire). | " => suggestions : ['\xa0»', '”']

80 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **Lancer le jeu pour voir la différence. :-D** |    => suggestions : ['']

81 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Le fichier splintercell-2.reg n'est plus nécessaire, vous pouvez néanmoins le conservé si vous souhaitez apporter des modifications et pouvoir revenir à cette configuration facilement. |    => suggestions : ['']
81 Mot inconnu : splintercell-2 =>   * Le fichier splintercell-2.reg n'est plus nécessaire, vous pouvez néanmoins le conservé si vous souhaitez apporter des modifications et pouvoir revenir à cette configuration facilement. | splintercell-2
81 Il manque un espace. =>   * Le fichier splintercell-2.reg n'est plus nécessaire, vous pouvez néanmoins le conservé si vous souhaitez apporter des modifications et pouvoir revenir à cette configuration facilement. | reg => suggestions : [' reg']
81 S’il s’agit d’une action que le sujet peut accomplir, le verbe devrait être à l’infinitif. =>   * Le fichier splintercell-2.reg n'est plus nécessaire, vous pouvez néanmoins le conservé si vous souhaitez apporter des modifications et pouvoir revenir à cette configuration facilement. | conservé => suggestions : ['conserver']
85 Mot inconnu : playonlinux => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | playonlinux
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Mot inconnu : wine => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | wine
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Mot inconnu : wine => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | wine
