
5 Mot inconnu : OpenSim => ====== OpenSim ====== | opensim
247 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * SSL library headers (Debian/Ubuntu package: **[[apt>libssl-dev]]**) |      => suggestions : ['']
247 Mot inconnu : SSL =>     * SSL library headers (Debian/Ubuntu package: **[[apt>libssl-dev]]**) | ssl
247 Mot inconnu : library =>     * SSL library headers (Debian/Ubuntu package: **[[apt>libssl-dev]]**) | library
247 Mot inconnu : headers =>     * SSL library headers (Debian/Ubuntu package: **[[apt>libssl-dev]]**) | headers
247 Mot inconnu : libssl-dev =>     * SSL library headers (Debian/Ubuntu package: **[[apt>libssl-dev]]**) | libssl-dev

248 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * zlib headers (Debian/Ubuntu package: **[[apt>zlib1g-dev]]**) |      => suggestions : ['']
248 Mot inconnu : zlib =>     * zlib headers (Debian/Ubuntu package: **[[apt>zlib1g-dev]]**) | zlib
248 Mot inconnu : headers =>     * zlib headers (Debian/Ubuntu package: **[[apt>zlib1g-dev]]**) | headers
248 Mot inconnu : zlib1g-dev =>     * zlib headers (Debian/Ubuntu package: **[[apt>zlib1g-dev]]**) | zlib1g-dev

252 Mot inconnu : release => Dernière release : (mot de passe vide)  | release
252 Espace(s) en fin de ligne à supprimer. => Dernière release : (mot de passe vide)  |   => suggestions : ['']

254 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/tags/v0.5.0_LL1.22.11 source |    => suggestions : ['']
254 Mot inconnu : svn =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/tags/v0.5.0_LL1.22.11 source | svn
254 Mot inconnu : co =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/tags/v0.5.0_LL1.22.11 source | co
254 Mot inconnu : username =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/tags/v0.5.0_LL1.22.11 source | username
254 Mot inconnu : anonymous =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/tags/v0.5.0_LL1.22.11 source | anonymous

259 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/trunk source |    => suggestions : ['']
259 Mot inconnu : svn =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/trunk source | svn
259 Mot inconnu : co =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/trunk source | co
259 Mot inconnu : username =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/trunk source | username
259 Mot inconnu : anonymous =>   svn co --username anonymous http://forge.opensimulator.org/svn/opensim-viewer/trunk source | anonymous

261 Espace(s) surnuméraire(s) à supprimer. => == Compiler  == |    => suggestions : [' ']

262 Forme interrogative ? Mettez un trait d’union. => Placez vous dans le dossier de la source. | placez vous => suggestions : ['Placez-vous']

264 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   cd source |    => suggestions : ['']

265 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   scripts/build.sh |    => suggestions : ['']
265 Mot inconnu : sh =>   scripts/build.sh | sh

267 Mot inconnu : sim => == Connectez-vous à votre sim == | sim

270 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquez sur "grid".  |    => suggestions : ['']
270 Guillemets typographiques ouvrants. =>   * Cliquez sur "grid".  | " => suggestions : ['«\xa0', '“']
270 Mot inconnu : grid =>   * Cliquez sur "grid".  | grid
270 Guillemets typographiques fermants. =>   * Cliquez sur "grid".  | " => suggestions : ['\xa0»', '”']
270 Espace(s) en fin de ligne à supprimer. =>   * Cliquez sur "grid".  |   => suggestions : ['']

271 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Au niveau de " select a grid" cliquez sur Add. |    => suggestions : ['']
271 Guillemets isolés. =>   * Au niveau de " select a grid" cliquez sur Add. |  "  => suggestions : [' «\xa0', '\xa0» ', ' “', '” ']
271 Mot inconnu : grid =>   * Au niveau de " select a grid" cliquez sur Add. | grid
271 Guillemets typographiques fermants. =>   * Au niveau de " select a grid" cliquez sur Add. | " => suggestions : ['\xa0»', '”']
271 Mot inconnu : Add =>   * Au niveau de " select a grid" cliquez sur Add. | add

272 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Renseignez "login URI" : en mode standalone, si vous utilisez le port 9000 et si vous n'avez pas connecté votre sim à un réseau, écrivez :   |    => suggestions : ['']
272 Guillemets typographiques ouvrants. =>   * Renseignez "login URI" : en mode standalone, si vous utilisez le port 9000 et si vous n'avez pas connecté votre sim à un réseau, écrivez :   | " => suggestions : ['«\xa0', '“']
272 Guillemets typographiques fermants. =>   * Renseignez "login URI" : en mode standalone, si vous utilisez le port 9000 et si vous n'avez pas connecté votre sim à un réseau, écrivez :   | " => suggestions : ['\xa0»', '”']
272 Mot inconnu : standalone =>   * Renseignez "login URI" : en mode standalone, si vous utilisez le port 9000 et si vous n'avez pas connecté votre sim à un réseau, écrivez :   | standalone
272 Mot inconnu : sim =>   * Renseignez "login URI" : en mode standalone, si vous utilisez le port 9000 et si vous n'avez pas connecté votre sim à un réseau, écrivez :   | sim
272 Espace(s) en fin de ligne à supprimer. =>   * Renseignez "login URI" : en mode standalone, si vous utilisez le port 9000 et si vous n'avez pas connecté votre sim à un réseau, écrivez :   |    => suggestions : ['']

274 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   http://127.0.0.1:9000/ |    => suggestions : ['']

276 Mot inconnu : sim => Si vous avez connecté votre sim à un réseau utilisez l'adresse publique externe de votre PC(voir la section Héberger Opensim chez soi )  | sim
276 Il manque un espace avant la parenthèse. => Si vous avez connecté votre sim à un réseau utilisez l'adresse publique externe de votre PC(voir la section Héberger Opensim chez soi )  | ( => suggestions : [' (']
276 Mot inconnu : Opensim => Si vous avez connecté votre sim à un réseau utilisez l'adresse publique externe de votre PC(voir la section Héberger Opensim chez soi )  | opensim
276 Pas d’espace avant ce signe. => Si vous avez connecté votre sim à un réseau utilisez l'adresse publique externe de votre PC(voir la section Héberger Opensim chez soi )  |  ) => suggestions : [')']
276 Espace(s) en fin de ligne à supprimer. => Si vous avez connecté votre sim à un réseau utilisez l'adresse publique externe de votre PC(voir la section Héberger Opensim chez soi )  |   => suggestions : ['']

277 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquez sur "Get Grid Info" : les informations de votre sim doivent apparaître. |    => suggestions : ['']
277 Guillemets typographiques ouvrants. =>   * Cliquez sur "Get Grid Info" : les informations de votre sim doivent apparaître. | " => suggestions : ['«\xa0', '“']
277 Mot inconnu : Get =>   * Cliquez sur "Get Grid Info" : les informations de votre sim doivent apparaître. | get
277 Mot inconnu : Grid =>   * Cliquez sur "Get Grid Info" : les informations de votre sim doivent apparaître. | grid
277 Guillemets typographiques fermants. =>   * Cliquez sur "Get Grid Info" : les informations de votre sim doivent apparaître. | " => suggestions : ['\xa0»', '”']
277 Mot inconnu : sim =>   * Cliquez sur "Get Grid Info" : les informations de votre sim doivent apparaître. | sim

278 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquez sur Apply puis sur Ok. |    => suggestions : ['']
278 Mot inconnu : Apply =>   * Cliquez sur Apply puis sur Ok. | apply
278 Mot inconnu : Ok =>   * Cliquez sur Apply puis sur Ok. | ok

279 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Entrez vos pseudo, deuxième nom et mot de passe.  |    => suggestions : ['']
279 Accord de nombre erroné : « pseudo » devrait être au pluriel. =>   * Entrez vos pseudo, deuxième nom et mot de passe.  | pseudo => suggestions : ['pseudos']
279 Espace(s) en fin de ligne à supprimer. =>   * Entrez vos pseudo, deuxième nom et mot de passe.  |   => suggestions : ['']

280 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Utilisez votre sim pour créer, partager et faire aboutir des projets  |    => suggestions : ['']
280 Mot inconnu : sim =>   * Utilisez votre sim pour créer, partager et faire aboutir des projets  | sim
280 Espace(s) en fin de ligne à supprimer. =>   * Utilisez votre sim pour créer, partager et faire aboutir des projets  |   => suggestions : ['']

283 Mot inconnu : Viewer => ====Viewer Meerkat==== | viewer
283 Mot inconnu : Meerkat => ====Viewer Meerkat==== | meerkat

284 Mot inconnu : Meerkat => Meerkat est un viewer avec encore pas mal de bugs. Certains le préfèrent, testez-le est vous pourrez vous faire votre opinion.  | meerkat
284 Mot inconnu : viewer => Meerkat est un viewer avec encore pas mal de bugs. Certains le préfèrent, testez-le est vous pourrez vous faire votre opinion.  | viewer
284 Espace(s) en fin de ligne à supprimer. => Meerkat est un viewer avec encore pas mal de bugs. Certains le préfèrent, testez-le est vous pourrez vous faire votre opinion.  |   => suggestions : ['']

286 Mot inconnu : tar => Vous pouvez télécharger un fichier tar.gz d'installation ici : http://www.meerkatviewer.org/ | tar
286 Mot inconnu : gz => Vous pouvez télécharger un fichier tar.gz d'installation ici : http://www.meerkatviewer.org/ | gz

288 Mot inconnu : Meerkat => Meerkat a un énorme avantage, il permet d'**importer et d'exporter des objets full perm de SecondLife vers l'Opensim.**  | meerkat
288 Mot inconnu : perm => Meerkat a un énorme avantage, il permet d'**importer et d'exporter des objets full perm de SecondLife vers l'Opensim.**  | perm
288 Mot inconnu : SecondLife => Meerkat a un énorme avantage, il permet d'**importer et d'exporter des objets full perm de SecondLife vers l'Opensim.**  | secondlife
288 Mot inconnu : Opensim => Meerkat a un énorme avantage, il permet d'**importer et d'exporter des objets full perm de SecondLife vers l'Opensim.**  | opensim
288 Espace(s) en fin de ligne à supprimer. => Meerkat a un énorme avantage, il permet d'**importer et d'exporter des objets full perm de SecondLife vers l'Opensim.**  |   => suggestions : ['']

293 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

297 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

302 Mot inconnu : sim => Pour que les objets de votre sim interagissent entre eux (par exemple pour  supprimer l'effet fantôme systématique), ouvrez le fichier opensim.ini dans un éditeur de texte. | sim
302 Espace(s) surnuméraire(s) à supprimer. => Pour que les objets de votre sim interagissent entre eux (par exemple pour  supprimer l'effet fantôme systématique), ouvrez le fichier opensim.ini dans un éditeur de texte. |    => suggestions : [' ']
302 Mot inconnu : opensim => Pour que les objets de votre sim interagissent entre eux (par exemple pour  supprimer l'effet fantôme systématique), ouvrez le fichier opensim.ini dans un éditeur de texte. | opensim
302 Mot inconnu : ini => Pour que les objets de votre sim interagissent entre eux (par exemple pour  supprimer l'effet fantôme systématique), ouvrez le fichier opensim.ini dans un éditeur de texte. | ini

303 Mot inconnu : PHYSICS => Vous trouverez le code suivant sous la section PHYSICS : | physics

306 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; Choose one of the physics engines below |      => suggestions : ['']
306 Mot inconnu : Choose =>     ; Choose one of the physics engines below | choose
306 Mot inconnu : one =>     ; Choose one of the physics engines below | one
306 Mot inconnu : of =>     ; Choose one of the physics engines below | of
306 Mot inconnu : the =>     ; Choose one of the physics engines below | the
306 Mot inconnu : physics =>     ; Choose one of the physics engines below | physics
306 Mot inconnu : engines =>     ; Choose one of the physics engines below | engines
306 Mot inconnu : below =>     ; Choose one of the physics engines below | below

307 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     physics = basicphysics |      => suggestions : ['']
307 Mot inconnu : physics =>     physics = basicphysics | physics
307 Mot inconnu : basicphysics =>     physics = basicphysics | basicphysics

308 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;physics = POS |      => suggestions : ['']
308 Il manque un espace. =>     ;physics = POS | physics => suggestions : [' physics']
308 Mot inconnu : physics =>     ;physics = POS | physics
308 Mot inconnu : POS =>     ;physics = POS | pos

309 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;physics = OpenDynamicsEngine |      => suggestions : ['']
309 Il manque un espace. =>     ;physics = OpenDynamicsEngine | physics => suggestions : [' physics']
309 Mot inconnu : physics =>     ;physics = OpenDynamicsEngine | physics
309 Mot inconnu : OpenDynamicsEngine =>     ;physics = OpenDynamicsEngine | opendynamicsengine

310 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;physics = modified_BulletX  |      => suggestions : ['']
310 Il manque un espace. =>     ;physics = modified_BulletX  | physics => suggestions : [' physics']
310 Mot inconnu : physics =>     ;physics = modified_BulletX  | physics
310 Mot inconnu : modified_BulletX =>     ;physics = modified_BulletX  | modified_bulletx
310 Espace(s) en fin de ligne à supprimer. =>     ;physics = modified_BulletX  |   => suggestions : ['']

312 Guillemets typographiques ouvrants. => On vous demande de choisir un moteur physique. Ici "basicphysics" est utilisé par défaut. Pour utiliser OpenDynamicsEngine, commentez  et décommentez les lignes adéquates. | " => suggestions : ['«\xa0', '“']
312 Mot inconnu : basicphysics => On vous demande de choisir un moteur physique. Ici "basicphysics" est utilisé par défaut. Pour utiliser OpenDynamicsEngine, commentez  et décommentez les lignes adéquates. | basicphysics
312 Guillemets typographiques fermants. => On vous demande de choisir un moteur physique. Ici "basicphysics" est utilisé par défaut. Pour utiliser OpenDynamicsEngine, commentez  et décommentez les lignes adéquates. | " => suggestions : ['\xa0»', '”']
312 Mot inconnu : OpenDynamicsEngine => On vous demande de choisir un moteur physique. Ici "basicphysics" est utilisé par défaut. Pour utiliser OpenDynamicsEngine, commentez  et décommentez les lignes adéquates. | opendynamicsengine
312 Espace(s) surnuméraire(s) à supprimer. => On vous demande de choisir un moteur physique. Ici "basicphysics" est utilisé par défaut. Pour utiliser OpenDynamicsEngine, commentez  et décommentez les lignes adéquates. |    => suggestions : [' ']
312 Mot inconnu : décommentez => On vous demande de choisir un moteur physique. Ici "basicphysics" est utilisé par défaut. Pour utiliser OpenDynamicsEngine, commentez  et décommentez les lignes adéquates. | décommentez

319 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; Choose one of the physics engines below |      => suggestions : ['']
319 Mot inconnu : Choose =>     ; Choose one of the physics engines below | choose
319 Mot inconnu : one =>     ; Choose one of the physics engines below | one
319 Mot inconnu : of =>     ; Choose one of the physics engines below | of
319 Mot inconnu : the =>     ; Choose one of the physics engines below | the
319 Mot inconnu : physics =>     ; Choose one of the physics engines below | physics
319 Mot inconnu : engines =>     ; Choose one of the physics engines below | engines
319 Mot inconnu : below =>     ; Choose one of the physics engines below | below

320 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;physics = basicphysics |      => suggestions : ['']
320 Il manque un espace. =>     ;physics = basicphysics | physics => suggestions : [' physics']
320 Mot inconnu : physics =>     ;physics = basicphysics | physics
320 Mot inconnu : basicphysics =>     ;physics = basicphysics | basicphysics

321 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;physics = POS |      => suggestions : ['']
321 Il manque un espace. =>     ;physics = POS | physics => suggestions : [' physics']
321 Mot inconnu : physics =>     ;physics = POS | physics
321 Mot inconnu : POS =>     ;physics = POS | pos

322 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     physics = OpenDynamicsEngine |      => suggestions : ['']
322 Mot inconnu : physics =>     physics = OpenDynamicsEngine | physics
322 Mot inconnu : OpenDynamicsEngine =>     physics = OpenDynamicsEngine | opendynamicsengine

323 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;physics = modified_BulletX  |      => suggestions : ['']
323 Il manque un espace. =>     ;physics = modified_BulletX  | physics => suggestions : [' physics']
323 Mot inconnu : physics =>     ;physics = modified_BulletX  | physics
323 Mot inconnu : modified_BulletX =>     ;physics = modified_BulletX  | modified_bulletx
323 Espace(s) en fin de ligne à supprimer. =>     ;physics = modified_BulletX  |   => suggestions : ['']

332 Mot inconnu : Opensim => ==== Héberger Opensim chez soi ==== | opensim

334 Pas d’espace avant une virgule. => Encore une fois , merci **Forest** !  |  , => suggestions : [',']
334 Espace(s) en fin de ligne à supprimer. => Encore une fois , merci **Forest** !  |   => suggestions : ['']

338 Mot inconnu : MySQL => ==== Utiliser une base de données MySQL==== | mysql

340 Mot inconnu : sim => <note important>Enregistrez vos régions avant de modifier votre méthode de stockage des données de votre sim.  | sim
340 Espace(s) en fin de ligne à supprimer. => <note important>Enregistrez vos régions avant de modifier votre méthode de stockage des données de votre sim.  |   => suggestions : ['']

342 Espace(s) en fin de ligne à supprimer. => Il faut savoir que lorsque vous la redémarrerez tout sera à refaire.  |   => suggestions : ['']

344 Espace(s) surnuméraire(s) à supprimer. => Une idée qui me vient en écrivant :Pour conserver votre inventaire et l'apparence de votre avatar, placez-les dans des boites dans votre région avant de  sauvegarder cette dernière. Je n'ai pas testé cette méthode, si ça marche vous pouvez le dire ici même ;-) sinon préparez-vous à tout perdre (en dehors de la région sauvegardée bien entendu) .</note> |    => suggestions : [' ']

348 Mot inconnu : MySQL => ===Pourquoi utiliser MySQL  pour Opensim ?=== | mysql
348 Espace(s) surnuméraire(s) à supprimer. => ===Pourquoi utiliser MySQL  pour Opensim ?=== |    => suggestions : [' ']
348 Mot inconnu : Opensim => ===Pourquoi utiliser MySQL  pour Opensim ?=== | opensim

349 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Les avatars conservent leur apparence à chaque démarrage. | -  => suggestions : ['—\xa0', '–\xa0']

351 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On peut facilement sauvegarder, consulter et modifier cette base de données (avec un minimum de connaissance dans ce domaine ). | -  => suggestions : ['—\xa0', '–\xa0']
351 Pas d’espace avant ce signe. => - On peut facilement sauvegarder, consulter et modifier cette base de données (avec un minimum de connaissance dans ce domaine ). |  ) => suggestions : [')']

353 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Cette base de données est indispensable en mode Grid.  | -  => suggestions : ['—\xa0', '–\xa0']
353 Mot inconnu : Grid => - Cette base de données est indispensable en mode Grid.  | grid
353 Espace(s) en fin de ligne à supprimer. => - Cette base de données est indispensable en mode Grid.  |   => suggestions : ['']

355 Mot inconnu : MySQL => ===Installer MySQL=== | mysql

359 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Si vous avez un hébergeur, celui-ci devrait vous fournir l'insallation nécessaire pour utiliser une base de données MySQL mais attention il n'est pas toujours possible d'utiliser une base de données externe. Certains hébergeurs interdisent leur utilisation lorsque le site d'appel n'est pas chez eux.  | -  => suggestions : ['—\xa0', '–\xa0']
359 Mot inconnu : insallation => - Si vous avez un hébergeur, celui-ci devrait vous fournir l'insallation nécessaire pour utiliser une base de données MySQL mais attention il n'est pas toujours possible d'utiliser une base de données externe. Certains hébergeurs interdisent leur utilisation lorsque le site d'appel n'est pas chez eux.  | insallation
359 Mot inconnu : MySQL => - Si vous avez un hébergeur, celui-ci devrait vous fournir l'insallation nécessaire pour utiliser une base de données MySQL mais attention il n'est pas toujours possible d'utiliser une base de données externe. Certains hébergeurs interdisent leur utilisation lorsque le site d'appel n'est pas chez eux.  | mysql
359 Espace(s) en fin de ligne à supprimer. => - Si vous avez un hébergeur, celui-ci devrait vous fournir l'insallation nécessaire pour utiliser une base de données MySQL mais attention il n'est pas toujours possible d'utiliser une base de données externe. Certains hébergeurs interdisent leur utilisation lorsque le site d'appel n'est pas chez eux.  |   => suggestions : ['']

362 Mot inconnu : opensim => === Configurer opensim.ini pour MySQL=== | opensim
362 Mot inconnu : ini => === Configurer opensim.ini pour MySQL=== | ini
362 Mot inconnu : MySQL => === Configurer opensim.ini pour MySQL=== | mysql

364 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Ouvrez le fichier ../opensim/bin/opensim.ini dans un iditeur de texte. | -  => suggestions : ['—\xa0', '–\xa0']
364 Typographie : un ou trois points ? => - Ouvrez le fichier ../opensim/bin/opensim.ini dans un iditeur de texte. | .. => suggestions : ['…', '.']
364 Mot inconnu : opensim => - Ouvrez le fichier ../opensim/bin/opensim.ini dans un iditeur de texte. | opensim
364 Mot inconnu : iditeur => - Ouvrez le fichier ../opensim/bin/opensim.ini dans un iditeur de texte. | iditeur

366 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Commentez toutes les lignes se référant à SQLite :(vérifiez si je n'ai rien oublié) | -  => suggestions : ['—\xa0', '–\xa0']
366 Mot inconnu : SQLite => - Commentez toutes les lignes se référant à SQLite :(vérifiez si je n'ai rien oublié) | sqlite

367 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous STORAGE: |    => suggestions : ['']
367 Mot inconnu : STORAGE =>   * Sous STORAGE: | storage

369 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ;storage_plugin = "OpenSim.Data.SQLite.dll" |      => suggestions : ['']
369 Il manque un espace. =>     ;storage_plugin = "OpenSim.Data.SQLite.dll" | storage_plugin => suggestions : [' storage_plugin']
369 Mot inconnu : storage_plugin =>     ;storage_plugin = "OpenSim.Data.SQLite.dll" | storage_plugin
369 Guillemets typographiques ouvrants. =>     ;storage_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['«\xa0', '“']
369 Il manque un espace. =>     ;storage_plugin = "OpenSim.Data.SQLite.dll" | data => suggestions : [' Data']
369 Guillemets typographiques fermants. =>     ;storage_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['\xa0»', '”']

371 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous [StandAlone] |    => suggestions : ['']
371 Mot inconnu : StandAlone =>   * Sous [StandAlone] | standalone

373 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; asset_plugin = "OpenSim.Data.SQLite.dll" |      => suggestions : ['']
373 Mot inconnu : asset_plugin =>     ; asset_plugin = "OpenSim.Data.SQLite.dll" | asset_plugin
373 Guillemets typographiques ouvrants. =>     ; asset_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['«\xa0', '“']
373 Il manque un espace. =>     ; asset_plugin = "OpenSim.Data.SQLite.dll" | data => suggestions : [' Data']
373 Guillemets typographiques fermants. =>     ; asset_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['\xa0»', '”']

374 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" |      => suggestions : ['']
374 Mot inconnu : asset_source =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | asset_source
374 Guillemets typographiques ouvrants. =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | " => suggestions : ['«\xa0', '“']
374 Mot inconnu : SQLiteDialect =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | sqlitedialect
374 Il manque un espace. =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | sqliteclientdriver => suggestions : [' SqliteClientDriver']
374 Mot inconnu : SqliteClientDriver =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | sqliteclientdriver
374 Il manque un espace. =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | uri => suggestions : [' URI']
374 Il manque un espace. =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | asset => suggestions : [' Asset']
374 Mot inconnu : Asset =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | asset
374 Mot inconnu : db =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | db
374 Il manque un espace. =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | version => suggestions : [' version']
374 Guillemets typographiques fermants. =>     ; asset_source = "SQLiteDialect;SqliteClientDriver;URI=file:Asset.db,version=3" | " => suggestions : ['\xa0»', '”']

375 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; inventory_plugin = "OpenSim.Data.SQLite.dll" |      => suggestions : ['']
375 Mot inconnu : inventory_plugin =>     ; inventory_plugin = "OpenSim.Data.SQLite.dll" | inventory_plugin
375 Guillemets typographiques ouvrants. =>     ; inventory_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['«\xa0', '“']
375 Il manque un espace. =>     ; inventory_plugin = "OpenSim.Data.SQLite.dll" | data => suggestions : [' Data']
375 Guillemets typographiques fermants. =>     ; inventory_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['\xa0»', '”']

376 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" |      => suggestions : ['']
376 Mot inconnu : inventory_source =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | inventory_source
376 Guillemets typographiques ouvrants. =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | " => suggestions : ['«\xa0', '“']
376 Mot inconnu : SQLiteDialect =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | sqlitedialect
376 Il manque un espace. =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | sqliteclientdriver => suggestions : [' SqliteClientDriver']
376 Mot inconnu : SqliteClientDriver =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | sqliteclientdriver
376 Il manque un espace. =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | uri => suggestions : [' URI']
376 Il manque un espace. =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | inventory => suggestions : [' Inventory']
376 Mot inconnu : Inventory =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | inventory
376 Mot inconnu : db =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | db
376 Il manque un espace. =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | version => suggestions : [' version']
