
5 Mot inconnu : Tremulous => ====== Tremulous ====== | tremulous
125 Pas d’espace après ce signe. =>            *Shotgun : Fusil à pompe.une cadence de tir assez faible mais de lourds dégats à faible portée.A longue portée l' arme est presque inutile sur les petits aliens tant le rayon de dispersion est grand. ( Coûte 150 crédits, disponible au stage 1). | (  => suggestions : ['(']

126 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             |             => suggestions : ['']

127 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). |             => suggestions : ['']
127 Mot inconnu : Gun =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | gun
127 Confusion probable : “a” est une forme conjuguée du verbe “avoir”. Pour la préposition, écrivez “à”. =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | a => suggestions : ['à']
127 Mot inconnu : dégats =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | dégats
127 Mot inconnu : superieurs =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | superieurs
127 Conjugaison erronée. Accord avec “les armes…”. Le verbe devrait être à la 3ᵉ personne du pluriel. =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | a => suggestions : ['ont']
127 Mot inconnu : armoury =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | armoury
127 Mot inconnu : reactor =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | reactor
127 Mot inconnu : repeater =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | repeater
127 Accord de genre erroné entre « salves » et « équipé ». =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | équipé => suggestions : ['équipées']
127 Mot inconnu : battery =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | battery
127 Pas d’espace après ce signe. =>            *Las Gun : Fusil a laser, possède une cadence de tir moyenne et inflige des dégats légèrement superieurs au rifle. Comme les autres armes a énergie, la précision est maximale (tire toujours au centre du viseur) de près comme de loin et peut être rechargé au près d'une armoury, d'un reactor ou d'un repeater. Il n'y a qu'un seul chargeur de 200 salves (300 salves si équipé d'un battery pack) permettant un tir continu, utile pour supporter des alliés au front. ( Coûte 250 crédits, disponible au stage 1). | (  => suggestions : ['(']

129 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>            *MassDriver :[à compléter] |             => suggestions : ['']
129 Mot inconnu : MassDriver =>            *MassDriver :[à compléter] | massdriver

130 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

131 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>            *Chaingun : L'arme favorite des amateur de tactique "in your face", une arme disposant d'une cadence de tir, d'une puissance, et d'un chargeur pouvant mettre à mal la plupart des aliens sur votre chemin. Le seul point faible de cette arme étant la précision médiocre de celle-ci. |             => suggestions : ['']
131 Mot inconnu : Chaingun =>            *Chaingun : L'arme favorite des amateur de tactique "in your face", une arme disposant d'une cadence de tir, d'une puissance, et d'un chargeur pouvant mettre à mal la plupart des aliens sur votre chemin. Le seul point faible de cette arme étant la précision médiocre de celle-ci. | chaingun
131 Accord de nombre erroné : « amateur » devrait être au pluriel. =>            *Chaingun : L'arme favorite des amateur de tactique "in your face", une arme disposant d'une cadence de tir, d'une puissance, et d'un chargeur pouvant mettre à mal la plupart des aliens sur votre chemin. Le seul point faible de cette arme étant la précision médiocre de celle-ci. | amateur => suggestions : ['amateurs']
131 Guillemets typographiques ouvrants. =>            *Chaingun : L'arme favorite des amateur de tactique "in your face", une arme disposant d'une cadence de tir, d'une puissance, et d'un chargeur pouvant mettre à mal la plupart des aliens sur votre chemin. Le seul point faible de cette arme étant la précision médiocre de celle-ci. | " => suggestions : ['«\xa0', '“']
131 Mot inconnu : your =>            *Chaingun : L'arme favorite des amateur de tactique "in your face", une arme disposant d'une cadence de tir, d'une puissance, et d'un chargeur pouvant mettre à mal la plupart des aliens sur votre chemin. Le seul point faible de cette arme étant la précision médiocre de celle-ci. | your
131 Guillemets typographiques fermants. =>            *Chaingun : L'arme favorite des amateur de tactique "in your face", une arme disposant d'une cadence de tir, d'une puissance, et d'un chargeur pouvant mettre à mal la plupart des aliens sur votre chemin. Le seul point faible de cette arme étant la précision médiocre de celle-ci. | " => suggestions : ['\xa0»', '”']

132 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

133 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>            *Pulse Rifle : Fusil qui lance des laser, possède une grande cadence de tir et inflige des dégats supérieurs au Las Gun, mais inférieur au MassDriver. C'est une arme à énergie (Voir Las Gun). [à compléter] chargeurs de 50 balles (75 si batterie pack) |             => suggestions : ['']
133 Accord de nombre erroné : « laser » devrait être au pluriel. =>            *Pulse Rifle : Fusil qui lance des laser, possède une grande cadence de tir et inflige des dégats supérieurs au Las Gun, mais inférieur au MassDriver. C'est une arme à énergie (Voir Las Gun). [à compléter] chargeurs de 50 balles (75 si batterie pack) | laser => suggestions : ['lasers']
133 Mot inconnu : dégats =>            *Pulse Rifle : Fusil qui lance des laser, possède une grande cadence de tir et inflige des dégats supérieurs au Las Gun, mais inférieur au MassDriver. C'est une arme à énergie (Voir Las Gun). [à compléter] chargeurs de 50 balles (75 si batterie pack) | dégats
133 Mot inconnu : Gun =>            *Pulse Rifle : Fusil qui lance des laser, possède une grande cadence de tir et inflige des dégats supérieurs au Las Gun, mais inférieur au MassDriver. C'est une arme à énergie (Voir Las Gun). [à compléter] chargeurs de 50 balles (75 si batterie pack) | gun
133 Mot inconnu : MassDriver =>            *Pulse Rifle : Fusil qui lance des laser, possède une grande cadence de tir et inflige des dégats supérieurs au Las Gun, mais inférieur au MassDriver. C'est une arme à énergie (Voir Las Gun). [à compléter] chargeurs de 50 balles (75 si batterie pack) | massdriver
133 Mot inconnu : Gun =>            *Pulse Rifle : Fusil qui lance des laser, possède une grande cadence de tir et inflige des dégats supérieurs au Las Gun, mais inférieur au MassDriver. C'est une arme à énergie (Voir Las Gun). [à compléter] chargeurs de 50 balles (75 si batterie pack) | gun

135 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>            *Flame Thrower : L'arme qui "fait frais dans la tête des aliens", le lance flamme est une arme puissante, mais avec une portée moyenne obligeant le combattant à se situer en première ligne. |             => suggestions : ['']
135 Mot inconnu : Flame =>            *Flame Thrower : L'arme qui "fait frais dans la tête des aliens", le lance flamme est une arme puissante, mais avec une portée moyenne obligeant le combattant à se situer en première ligne. | flame
135 Mot inconnu : Thrower =>            *Flame Thrower : L'arme qui "fait frais dans la tête des aliens", le lance flamme est une arme puissante, mais avec une portée moyenne obligeant le combattant à se situer en première ligne. | thrower
135 Guillemets typographiques ouvrants. =>            *Flame Thrower : L'arme qui "fait frais dans la tête des aliens", le lance flamme est une arme puissante, mais avec une portée moyenne obligeant le combattant à se situer en première ligne. | " => suggestions : ['«\xa0', '“']
135 Guillemets typographiques fermants. =>            *Flame Thrower : L'arme qui "fait frais dans la tête des aliens", le lance flamme est une arme puissante, mais avec une portée moyenne obligeant le combattant à se situer en première ligne. | " => suggestions : ['\xa0»', '”']
135 Il manque probablement un trait d’union. =>            *Flame Thrower : L'arme qui "fait frais dans la tête des aliens", le lance flamme est une arme puissante, mais avec une portée moyenne obligeant le combattant à se situer en première ligne. | lance flamme => suggestions : ['lance-flamme']

137 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>            *Lucifer Canon : [à compléter] |             => suggestions : ['']

141 Accord erroné : “constructeurs” et “important” ne sont pas accordés. Mettez au pluriel. => Les constructeurs humains sont encore plus important que chez les aliens, les humains on besoin d'un plus grand nombre de structure : | important => suggestions : ['importants']
141 Incohérence avec “on” : “besoin” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => Les constructeurs humains sont encore plus important que chez les aliens, les humains on besoin d'un plus grand nombre de structure : | besoin => suggestions : []

142 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * les points de redéploiement |    => suggestions : ['']

143 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * le réacteur pour faire fonctionner toutes les autres structures |    => suggestions : ['']

144 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * une armurie (gros bâtiment vert) pour recharger les armes et acheter de nouvelles armes |    => suggestions : ['']
144 Mot inconnu : armurie =>   * une armurie (gros bâtiment vert) pour recharger les armes et acheter de nouvelles armes | armurie

145 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * une station de soin (medistation) pour récupérer de la santé |    => suggestions : ['']
145 Mot inconnu : medistation =>   * une station de soin (medistation) pour récupérer de la santé | medistation

154 Guillemets typographiques ouvrants. => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | " => suggestions : ['«\xa0', '“']
154 Mot inconnu : quakenet => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | quakenet
154 Guillemets typographiques fermants. => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | " => suggestions : ['\xa0»', '”']
154 Guillemets typographiques ouvrants. => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | " => suggestions : ['«\xa0', '“']
154 Mot inconnu : tremulous => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | tremulous
154 Mot inconnu : servers => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | servers
154 Guillemets typographiques fermants. => Une autre possibilité de trouver un ami consiste à consulter les pages "quakenet", à savoir : faire une recherche de "tremulous servers" avec ton moteur de recherche favori, ce qui donne comme résultat des pages telles que [[http://tremmaster.quakedev.net|celle ci]] et la recherche est plus facile… | " => suggestions : ['\xa0»', '”']
159 Mot inconnu : libsdl1 => Pour corriger ce problème, il suffit d'installer le paquet [[apt>libsdl1.2debian-esd|libsdl1.2debian-esd]] | libsdl1
159 Mot inconnu : debian-esd => Pour corriger ce problème, il suffit d'installer le paquet [[apt>libsdl1.2debian-esd|libsdl1.2debian-esd]] | debian-esd
159 Mot inconnu : libsdl1 => Pour corriger ce problème, il suffit d'installer le paquet [[apt>libsdl1.2debian-esd|libsdl1.2debian-esd]] | libsdl1
159 Mot inconnu : debian-esd => Pour corriger ce problème, il suffit d'installer le paquet [[apt>libsdl1.2debian-esd|libsdl1.2debian-esd]] | debian-esd

163 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://tremulous.net/|Site officiel : tremulous.net]] |    => suggestions : ['']
163 Mot inconnu : tremulous =>   * [[https://tremulous.net/|Site officiel : tremulous.net]] | tremulous

164 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://tremulous.net/files/|La page de téléchargements officiel]] |    => suggestions : ['']

166 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://tremulous-fr.org|Tremulous-fr, site communautaire francais comportant wiki, blog et forum]] |    => suggestions : ['']
166 Mot inconnu : Tremulous-fr =>   * [[http://tremulous-fr.org|Tremulous-fr, site communautaire francais comportant wiki, blog et forum]] | tremulous-fr
166 Mot inconnu : francais =>   * [[http://tremulous-fr.org|Tremulous-fr, site communautaire francais comportant wiki, blog et forum]] | francais

167 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://tremulous-fr.geeknode.org|Tremulous-fr , forum de la communauté francophone]]  |    => suggestions : ['']
167 Mot inconnu : Tremulous-fr =>   * [[http://tremulous-fr.geeknode.org|Tremulous-fr , forum de la communauté francophone]]  | tremulous-fr
167 Pas d’espace avant une virgule. =>   * [[http://tremulous-fr.geeknode.org|Tremulous-fr , forum de la communauté francophone]]  |  , => suggestions : [',']
167 Espace(s) en fin de ligne à supprimer. =>   * [[http://tremulous-fr.geeknode.org|Tremulous-fr , forum de la communauté francophone]]  |   => suggestions : ['']

168 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://tremulous.net/screenshots/|Des captures d'écran]] |    => suggestions : ['']

169 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://tremulous.net/index.php?section=files|Des vidéos (en bas de la page) ]] |    => suggestions : ['']
169 Pas d’espace avant ce signe. =>   * [[https://tremulous.net/index.php?section=files|Des vidéos (en bas de la page) ]] |  ] => suggestions : [']']

170 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://tremulous.net/manual/|Le manuel (Il représente une source d'informations et d'astuces non négligeable !)]] |    => suggestions : ['']
