
25 Mot inconnu : Edgy => ==== Edgy Eft Knot 1 Released ==== | edgy
187 Mot inconnu : default => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | default
187 Mot inconnu : of => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | of
187 Mot inconnu : the => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | the
187 Mot inconnu : shutdown => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | shutdown
187 Mot inconnu : button => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | button
187 Mot inconnu : is => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | is
187 Mot inconnu : to => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | to
187 Mot inconnu : display => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | display
187 Mot inconnu : the => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | the
187 Guillemets typographiques ouvrants. => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | " => suggestions : ['«\xa0', '“']
187 Guillemets typographiques fermants. => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | " => suggestions : ['\xa0»', '”']
187 Mot inconnu : Some => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | some
187 Mot inconnu : users => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | users
187 Mot inconnu : would => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | would
187 Mot inconnu : just => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | just
187 Mot inconnu : their => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | their
187 Mot inconnu : to => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | to
187 Mot inconnu : shutdown => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | shutdown
187 Mot inconnu : The => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | the
187 Mot inconnu : following => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | following
187 Mot inconnu : how => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | how
187 Mot inconnu : to => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | to
187 Mot inconnu : the => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | the
187 Mot inconnu : of => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | of
187 Mot inconnu : the => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | the
187 Mot inconnu : shutdown => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | shutdown
187 Mot inconnu : button => This is currently not implamented in the GUI of gnome-power-manager, but will be soon (see [https://launchpad.net/distros/ubuntu/+source/gnome-power-manager/+bug/49214 bug #49214]). The current default option of the shutdown button is to display the "Exit" menu. Some users would just like their computer to shutdown. The following steps show how to set the action of the shutdown button: | button

189 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  1. Press ALT+F2 (run menu) |   => suggestions : ['']
189 Mot inconnu : Press =>  1. Press ALT+F2 (run menu) | press
189 Typographie des composés chimiques. =>  1. Press ALT+F2 (run menu) | f2 => suggestions : ['F₂']
189 Mot inconnu : F2 =>  1. Press ALT+F2 (run menu) | f2
189 Mot inconnu : run =>  1. Press ALT+F2 (run menu) | run

194 Mot inconnu : Forward => ==== Forward & Back MS Intellimouse Buttons ==== | forward
194 Mot inconnu : Back => ==== Forward & Back MS Intellimouse Buttons ==== | back
194 Mot inconnu : Intellimouse => ==== Forward & Back MS Intellimouse Buttons ==== | intellimouse

202 Mot inconnu : sudo => sudo gedit xorg.conf | sudo
202 Mot inconnu : gedit => sudo gedit xorg.conf | gedit
202 Mot inconnu : xorg => sudo gedit xorg.conf | xorg
202 Il manque un espace. => sudo gedit xorg.conf | conf => suggestions : [' conf']

207 Guillemets typographiques ouvrants. => Section "InputDevice" | " => suggestions : ['«\xa0', '“']
207 Mot inconnu : InputDevice => Section "InputDevice" | inputdevice
207 Guillemets typographiques fermants. => Section "InputDevice" | " => suggestions : ['\xa0»', '”']

215 Mot inconnu : EndSection => EndSection | endsection

220 Mot inconnu : RSI => ==== RSI Prevention - Typing Breaks ==== | rsi
220 Mot inconnu : Prevention => ==== RSI Prevention - Typing Breaks ==== | prevention
220 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => ==== RSI Prevention - Typing Breaks ==== |  -  => suggestions : [' – ', ' — ', ' − ']
220 Mot inconnu : Typing => ==== RSI Prevention - Typing Breaks ==== | typing

223 Mot inconnu : you => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | you
223 Mot inconnu : know => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | know
223 Mot inconnu : that => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | that
223 Mot inconnu : ships => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | ships
223 Mot inconnu : with => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | with
223 Mot inconnu : included => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | included
223 Mot inconnu : RSI-avoidance => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | rsi-avoidance
223 Mot inconnu : Taking => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | taking
223 Mot inconnu : regular => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | regular
223 Mot inconnu : from => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | from
223 Mot inconnu : typing => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | typing
223 Mot inconnu : helps => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | helps
223 Mot inconnu : avoid => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | avoid
223 Mot inconnu : RSI => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | rsi
223 Mot inconnu : and => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | and
223 Mot inconnu : other => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | other
223 Mot inconnu : repetitive => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | repetitive
223 Mot inconnu : keyboard-use => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | keyboard-use
223 Incohérence. Ceci est un verbe à la 2ᵉ personne du singulier. Sujet (“tu” ou “toi qui”) introuvable. => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | injuries => suggestions : ['injurie']
223 Mot inconnu : enable => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | enable
223 Mot inconnu : typing => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | typing
223 Mot inconnu : reminder => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | reminder
223 Mot inconnu : perform => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | perform
223 Mot inconnu : the => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | the
223 Mot inconnu : following => Do you know that Ubuntu ships with an included RSI-avoidance application?. Taking regular breaks from typing helps avoid RSI and other repetitive keyboard-use injuries. To enable a typing break reminder, perform the following steps: | following

225 Mot inconnu : First => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | first
225 Mot inconnu : the => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | the
225 Mot inconnu : keyboard => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | keyboard
225 Mot inconnu : preferences => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | preferences
225 Mot inconnu : from => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | from
225 Mot inconnu : the => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | the
225 Guillemets typographiques ouvrants. => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | " => suggestions : ['«\xa0', '“']
225 Mot inconnu : System => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | system
225 Guillemets typographiques fermants. => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | " => suggestions : ['\xa0»', '”']
225 Guillemets typographiques ouvrants. => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | " => suggestions : ['«\xa0', '“']
225 Mot inconnu : Preferences => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | preferences
225 Guillemets typographiques fermants. => First step: Open the keyboard preferences application from the "System", "Preferences" menu. | " => suggestions : ['\xa0»', '”']
227 Mot inconnu : the => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | the
227 Mot inconnu : typing => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | typing
227 Mot inconnu : tab => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | tab
227 Mot inconnu : and => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | and
227 Mot inconnu : tick => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | tick
227 Mot inconnu : beside => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | beside
227 Guillemets typographiques ouvrants. => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | " => suggestions : ['«\xa0', '“']
227 Mot inconnu : Lock => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | lock
227 Mot inconnu : screen => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | screen
227 Mot inconnu : to => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | to
227 Mot inconnu : enforce => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | enforce
227 Mot inconnu : typing => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | typing
227 Guillemets typographiques fermants. => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | " => suggestions : ['\xa0»', '”']
227 Mot inconnu : You => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | you
227 Mot inconnu : may => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | may
227 Mot inconnu : also => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | also
227 Mot inconnu : tick => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | tick
227 Mot inconnu : beside => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | beside
227 Guillemets typographiques ouvrants. => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | " => suggestions : ['«\xa0', '“']
227 Mot inconnu : Allow => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | allow
227 Mot inconnu : postponing => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | postponing
227 Mot inconnu : of => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | of
227 Guillemets typographiques fermants. => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | " => suggestions : ['\xa0»', '”']
227 Mot inconnu : you => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | you
227 Mot inconnu : wish => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | wish
227 Mot inconnu : to => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | to
227 Mot inconnu : to => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | to
227 Mot inconnu : the => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | the
227 Mot inconnu : occasional => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | occasional
227 Mot inconnu : reminder => Second step: Select the typing break tab, and place a tick beside "Lock screen to enforce typing break". You may also place a tick beside "Allow postponing of breaks" if you wish to be able to ignore the occasional break reminder. | reminder

229 Mot inconnu : Third => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | third
229 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | a => suggestions : ['À']
229 Mot inconnu : icon => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | icon
229 Mot inconnu : will => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | will
229 Mot inconnu : appear => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | appear
229 Mot inconnu : the => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | the
229 Mot inconnu : area => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | area
229 Mot inconnu : how => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | how
229 Mot inconnu : before => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | before
229 Mot inconnu : your => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | your
229 Mot inconnu : next => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | next
229 Mot inconnu : simply => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | simply
229 Mot inconnu : hover => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | hover
229 Mot inconnu : the => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | the
229 Mot inconnu : mouse => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | mouse
229 Mot inconnu : over => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | over
229 Mot inconnu : the => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | the
229 Mot inconnu : icon => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  | icon
229 Espace(s) en fin de ligne à supprimer. => Third step: A new bar like icon will appear in the notification area. To monitor how long before your next break, simply hover the mouse over the new icon.  |   => suggestions : ['']

231 Mot inconnu : of => ===== Application of the Week ===== | of
231 Mot inconnu : the => ===== Application of the Week ===== | the
231 Mot inconnu : Week => ===== Application of the Week ===== | week

232 Mot inconnu : Unison => ==== Unison ==== | unison

235 Mot inconnu : bcpierce => https://www.cis.upenn.edu/~bcpierce/unison/ | bcpierce
235 Mot inconnu : unison => https://www.cis.upenn.edu/~bcpierce/unison/ | unison

237 Mot inconnu : Unison => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | unison
237 Mot inconnu : is => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | is
237 Mot inconnu : to => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | to
237 Mot inconnu : synchronize => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | synchronize
237 Mot inconnu : between => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | between
237 Mot inconnu : It => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | it
237 Mot inconnu : is => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | is
237 Mot inconnu : very => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | very
237 Mot inconnu : because => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | because
237 Mot inconnu : it => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | it
237 Incohérence. Ceci est un verbe à la 2ᵉ personne du singulier. Sujet (“tu” ou “toi qui”) introuvable. => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | uses => suggestions : ['use']
237 Mot inconnu : the => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | the
237 Mot inconnu : rsync => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | rsync
237 Mot inconnu : algorithm => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | algorithm
237 Mot inconnu : and => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | and
237 Mot inconnu : detects => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | detects
237 Mot inconnu : you => Unison is an application to synchronize files between machines. It is very efficient because it uses the rsync algorithm and detects if you rename or move files around. There is a GTK+ interface as well in unison-gtk, and there is also an MS Windows version! | you
