
6 Mot inconnu : Deluge => ====== Deluge ====== | deluge
181 Guillemets typographiques fermants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']
181 Mot inconnu : NAME1 =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | name1
181 Guillemets typographiques fermants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Starting $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']

182 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    do_start |     => suggestions : ['']
182 Mot inconnu : do_start =>    do_start | do_start

183 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    case "$?" in |     => suggestions : ['']
183 Guillemets typographiques fermants. =>    case "$?" in | " => suggestions : ['\xa0»', '”']

184 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; |        => suggestions : ['']
184 Pas d’espace après ce signe. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | [  => suggestions : ['[']
184 Mot inconnu : VERBOSE =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | verbose
184 Guillemets typographiques fermants. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | " => suggestions : ['\xa0»', '”']
184 Pas d’espace avant ce signe. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; |  ] => suggestions : [']']
184 Mot inconnu : log_end_msg =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | log_end_msg
184 Une de ces ponctuations est superflue. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | ;; => suggestions : [';', ';']

185 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; |        => suggestions : ['']
185 Pas d’espace après ce signe. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | [  => suggestions : ['[']
185 Mot inconnu : VERBOSE =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | verbose
185 Guillemets typographiques fermants. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | " => suggestions : ['\xa0»', '”']
185 Pas d’espace avant ce signe. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; |  ] => suggestions : [']']
185 Mot inconnu : log_end_msg =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | log_end_msg
185 Une de ces ponctuations est superflue. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | ;; => suggestions : [';', ';']

186 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    esac |     => suggestions : ['']
186 Mot inconnu : esac =>    esac | esac

187 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    ;; |     => suggestions : ['']
187 Une de ces ponctuations est superflue. =>    ;; | ;; => suggestions : [';', ';']

188 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   stop) |    => suggestions : ['']

189 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" |     => suggestions : ['']
189 Pas d’espace après ce signe. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | [  => suggestions : ['[']
189 Mot inconnu : VERBOSE =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | verbose
189 Guillemets typographiques fermants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']
189 Pas d’espace avant ce signe. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" |  ] => suggestions : [']']
189 Mot inconnu : log_daemon_msg =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | log_daemon_msg
189 Guillemets typographiques ouvrants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | " => suggestions : ['«\xa0', '“']
189 Mot inconnu : Stopping =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | stopping
189 Mot inconnu : DESC =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | desc
189 Guillemets typographiques fermants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']
189 Mot inconnu : NAME1 =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | name1
189 Guillemets typographiques fermants. =>    [ "$VERBOSE" != no ] && log_daemon_msg "Stopping $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']

190 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    do_stop |     => suggestions : ['']
190 Mot inconnu : do_stop =>    do_stop | do_stop

191 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    case "$?" in |     => suggestions : ['']
191 Guillemets typographiques fermants. =>    case "$?" in | " => suggestions : ['\xa0»', '”']

192 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; |        => suggestions : ['']
192 Pas d’espace après ce signe. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | [  => suggestions : ['[']
192 Mot inconnu : VERBOSE =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | verbose
192 Guillemets typographiques fermants. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | " => suggestions : ['\xa0»', '”']
192 Pas d’espace avant ce signe. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; |  ] => suggestions : [']']
192 Mot inconnu : log_end_msg =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | log_end_msg
192 Une de ces ponctuations est superflue. =>       0|1) [ "$VERBOSE" != no ] && log_end_msg 0 ;; | ;; => suggestions : [';', ';']

193 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; |        => suggestions : ['']
193 Pas d’espace après ce signe. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | [  => suggestions : ['[']
193 Mot inconnu : VERBOSE =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | verbose
193 Guillemets typographiques fermants. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | " => suggestions : ['\xa0»', '”']
193 Pas d’espace avant ce signe. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; |  ] => suggestions : [']']
193 Mot inconnu : log_end_msg =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | log_end_msg
193 Une de ces ponctuations est superflue. =>       2) [ "$VERBOSE" != no ] && log_end_msg 1 ;; | ;; => suggestions : [';', ';']

194 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    esac |     => suggestions : ['']
194 Mot inconnu : esac =>    esac | esac

195 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    ;; |     => suggestions : ['']
195 Une de ces ponctuations est superflue. =>    ;; | ;; => suggestions : [';', ';']

196 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   restart|force-reload) |    => suggestions : ['']
196 Mot inconnu : restart =>   restart|force-reload) | restart
196 Mot inconnu : force-reload =>   restart|force-reload) | force-reload

197 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    log_daemon_msg "Restarting $DESC" "$NAME1" |     => suggestions : ['']
197 Mot inconnu : log_daemon_msg =>    log_daemon_msg "Restarting $DESC" "$NAME1" | log_daemon_msg
197 Guillemets typographiques ouvrants. =>    log_daemon_msg "Restarting $DESC" "$NAME1" | " => suggestions : ['«\xa0', '“']
197 Mot inconnu : Restarting =>    log_daemon_msg "Restarting $DESC" "$NAME1" | restarting
197 Mot inconnu : DESC =>    log_daemon_msg "Restarting $DESC" "$NAME1" | desc
197 Guillemets typographiques fermants. =>    log_daemon_msg "Restarting $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']
197 Mot inconnu : NAME1 =>    log_daemon_msg "Restarting $DESC" "$NAME1" | name1
197 Guillemets typographiques fermants. =>    log_daemon_msg "Restarting $DESC" "$NAME1" | " => suggestions : ['\xa0»', '”']

198 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    do_stop |     => suggestions : ['']
198 Mot inconnu : do_stop =>    do_stop | do_stop

199 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    case "$?" in |     => suggestions : ['']
199 Guillemets typographiques fermants. =>    case "$?" in | " => suggestions : ['\xa0»', '”']

200 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>      0|1) |       => suggestions : ['']

201 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       do_start |        => suggestions : ['']
201 Mot inconnu : do_start =>       do_start | do_start

202 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       case "$?" in |        => suggestions : ['']
202 Guillemets typographiques fermants. =>       case "$?" in | " => suggestions : ['\xa0»', '”']

203 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          0) log_end_msg 0 ;; |           => suggestions : ['']
203 Mot inconnu : log_end_msg =>          0) log_end_msg 0 ;; | log_end_msg
203 Une de ces ponctuations est superflue. =>          0) log_end_msg 0 ;; | ;; => suggestions : [';', ';']

204 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          1) log_end_msg 1 ;; # Old process is still running |           => suggestions : ['']
204 Mot inconnu : log_end_msg =>          1) log_end_msg 1 ;; # Old process is still running | log_end_msg
204 Une de ces ponctuations est superflue. =>          1) log_end_msg 1 ;; # Old process is still running | ;; => suggestions : [';', ';']
204 Mot inconnu : Old =>          1) log_end_msg 1 ;; # Old process is still running | old
204 Mot inconnu : is =>          1) log_end_msg 1 ;; # Old process is still running | is
204 Mot inconnu : still =>          1) log_end_msg 1 ;; # Old process is still running | still

205 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>          *) log_end_msg 1 ;; # Failed to start |           => suggestions : ['']
205 Mot inconnu : log_end_msg =>          *) log_end_msg 1 ;; # Failed to start | log_end_msg
205 Une de ces ponctuations est superflue. =>          *) log_end_msg 1 ;; # Failed to start | ;; => suggestions : [';', ';']
205 Mot inconnu : Failed =>          *) log_end_msg 1 ;; # Failed to start | failed
205 Mot inconnu : to =>          *) log_end_msg 1 ;; # Failed to start | to
205 Mot inconnu : start =>          *) log_end_msg 1 ;; # Failed to start | start

206 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       esac |        => suggestions : ['']
206 Mot inconnu : esac =>       esac | esac

207 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       ;; |        => suggestions : ['']
207 Une de ces ponctuations est superflue. =>       ;; | ;; => suggestions : [';', ';']

208 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>      *) |       => suggestions : ['']

209 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         # Failed to stop |          => suggestions : ['']
209 Mot inconnu : Failed =>         # Failed to stop | failed
209 Mot inconnu : to =>         # Failed to stop | to

210 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       log_end_msg 1 |        => suggestions : ['']
210 Mot inconnu : log_end_msg =>       log_end_msg 1 | log_end_msg

211 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       ;; |        => suggestions : ['']
211 Une de ces ponctuations est superflue. =>       ;; | ;; => suggestions : [';', ';']

212 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    esac |     => suggestions : ['']
212 Mot inconnu : esac =>    esac | esac

213 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    ;; |     => suggestions : ['']
213 Une de ces ponctuations est superflue. =>    ;; | ;; => suggestions : [';', ';']

214 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *) |    => suggestions : ['']

215 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 |     => suggestions : ['']
215 Mot inconnu : echo =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 | echo
215 Guillemets typographiques ouvrants. =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 | " => suggestions : ['«\xa0', '“']
215 Mot inconnu : SCRIPTNAME =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 | scriptname
215 Mot inconnu : start =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 | start
215 Mot inconnu : restart =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 | restart
215 Mot inconnu : force-reload =>    echo "Usage: $SCRIPTNAME {start|stop|restart|force-reload}" >&2 | force-reload

216 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    exit 3 |     => suggestions : ['']

217 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    ;; |     => suggestions : ['']
217 Une de ces ponctuations est superflue. =>    ;; | ;; => suggestions : [';', ';']

218 Mot inconnu : esac => esac | esac

228 Mot inconnu : sudo => sudo service deluge-daemon start</code> | sudo
228 Mot inconnu : deluge-daemon => sudo service deluge-daemon start</code> | deluge-daemon
228 Mot inconnu : start => sudo service deluge-daemon start</code> | start

233 Mot inconnu : sudo => sudo apt-get update | sudo
233 Mot inconnu : apt-get => sudo apt-get update | apt-get
233 Mot inconnu : update => sudo apt-get update | update

234 Mot inconnu : sudo => sudo apt-get install deluged deluge-web | sudo
234 Mot inconnu : apt-get => sudo apt-get install deluged deluge-web | apt-get
234 Mot inconnu : install => sudo apt-get install deluged deluge-web | install
234 Mot inconnu : deluged => sudo apt-get install deluged deluge-web | deluged
234 Mot inconnu : deluge-web => sudo apt-get install deluged deluge-web | deluge-web

235 Mot inconnu : sudo => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | sudo
235 Mot inconnu : adduser => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | adduser
235 Mot inconnu : disabled-password => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | disabled-password
235 Mot inconnu : system => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | system
235 Mot inconnu : gecos => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | gecos
235 Guillemets typographiques ouvrants. => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | " => suggestions : ['«\xa0', '“']
235 Mot inconnu : SamRo => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | samro
235 Mot inconnu : Deluge => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | deluge
235 Mot inconnu : server => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | server
235 Guillemets typographiques fermants. => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | " => suggestions : ['\xa0»', '”']
235 Mot inconnu : group => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | group
235 Mot inconnu : deluge => sudo adduser --disabled-password --system --home /var/lib/deluge --gecos "SamRo Deluge server" --group deluge | deluge

236 Mot inconnu : sudo => sudo wget https://doc.ubuntu-fr.org/_export/code/deluge?codeblock=2 --output-document=/etc/default/deluge-daemon | sudo
236 Mot inconnu : wget => sudo wget https://doc.ubuntu-fr.org/_export/code/deluge?codeblock=2 --output-document=/etc/default/deluge-daemon | wget

237 Mot inconnu : sudo => sudo wget https://doc.ubuntu-fr.org/_export/code/deluge?codeblock=3 --output-document=/etc/init.d/deluge-daemon | sudo
237 Mot inconnu : wget => sudo wget https://doc.ubuntu-fr.org/_export/code/deluge?codeblock=3 --output-document=/etc/init.d/deluge-daemon | wget

238 Mot inconnu : sudo => sudo chmod a+x /etc/init.d/deluge-daemon | sudo
238 Mot inconnu : chmod => sudo chmod a+x /etc/init.d/deluge-daemon | chmod

239 Mot inconnu : sudo => sudo update-rc.d deluge-daemon defaults | sudo
239 Mot inconnu : update-rc => sudo update-rc.d deluge-daemon defaults | update-rc
239 Mot inconnu : deluge-daemon => sudo update-rc.d deluge-daemon defaults | deluge-daemon
239 Mot inconnu : defaults => sudo update-rc.d deluge-daemon defaults | defaults

240 Mot inconnu : sudo => sudo /var/lib/deluge | sudo

241 Mot inconnu : sudo => sudo service deluge-daemon start | sudo
241 Mot inconnu : deluge-daemon => sudo service deluge-daemon start | deluge-daemon
241 Mot inconnu : start => sudo service deluge-daemon start | start

250 Mot inconnu : init => Pour init.d : | init

253 Mot inconnu : sudo => sudo update-rc.d deluge-daemon remove </code> | sudo
253 Mot inconnu : update-rc => sudo update-rc.d deluge-daemon remove </code> | update-rc
253 Mot inconnu : deluge-daemon => sudo update-rc.d deluge-daemon remove </code> | deluge-daemon
253 Mot inconnu : remove => sudo update-rc.d deluge-daemon remove </code> | remove

255 Mot inconnu : upstart => Pour upstart : | upstart

259 Mot inconnu : sudo => sudo rm /etc/init/deluged.conf</code> | sudo
259 Mot inconnu : rm => sudo rm /etc/init/deluged.conf</code> | rm

262 Mot inconnu : Deluge => === Création du service Deluge Daemon (deluged) === | deluge
262 Mot inconnu : Daemon => === Création du service Deluge Daemon (deluged) === | daemon
262 Mot inconnu : deluged => === Création du service Deluge Daemon (deluged) === | deluged

267 Mot inconnu : Deluge => Description=Deluge Bittorrent Client Daemon | deluge
267 Mot inconnu : Bittorrent => Description=Deluge Bittorrent Client Daemon | bittorrent
267 Mot inconnu : Daemon => Description=Deluge Bittorrent Client Daemon | daemon

268 Mot inconnu : network-online => After=network-online.target | network-online
268 Mot inconnu : target => After=network-online.target | target

272 Mot inconnu : deluge => User=deluge | deluge

273 Mot inconnu : Group => Group=deluge | group
273 Mot inconnu : deluge => Group=deluge | deluge

274 Mot inconnu : UMask => UMask=007 | umask

276 Mot inconnu : ExecStart => ExecStart=/usr/bin/deluged -d | execstart
276 Il manque un espace à côté du tiret. => ExecStart=/usr/bin/deluged -d |  - => suggestions : [' – ', ' — ']

278 Mot inconnu : Restart => Restart=on-failure | restart
278 Mot inconnu : on-failure => Restart=on-failure | on-failure

280 S’il s’agit d’un impératif, pas de “s”. => # Configures the time to wait before service is stopped forcefully. | configures => suggestions : ['Configure']
280 Mot inconnu : the => # Configures the time to wait before service is stopped forcefully. | the
280 Mot inconnu : time => # Configures the time to wait before service is stopped forcefully. | time
280 Mot inconnu : to => # Configures the time to wait before service is stopped forcefully. | to
280 Mot inconnu : wait => # Configures the time to wait before service is stopped forcefully. | wait
280 Mot inconnu : before => # Configures the time to wait before service is stopped forcefully. | before
280 Mot inconnu : is => # Configures the time to wait before service is stopped forcefully. | is
280 Mot inconnu : stopped => # Configures the time to wait before service is stopped forcefully. | stopped
280 Mot inconnu : forcefully => # Configures the time to wait before service is stopped forcefully. | forcefully

281 Mot inconnu : TimeoutStopSec => TimeoutStopSec=300 | timeoutstopsec

283 Mot inconnu : Install => [Install] | install

284 Mot inconnu : WantedBy => WantedBy=multi-user.target | wantedby
284 Mot inconnu : target => WantedBy=multi-user.target | target

285 Espace(s) en fin de ligne à supprimer. => </file>  |   => suggestions : ['']

287 Mot inconnu : UMask => <note tip>Modifiez UMask=007 selon votre convenance : | umask

288 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * 007 donne l'accès complet à l'utilisateur et les membres du groupe ''deluge'', aucun accès aux autres |    => suggestions : ['']
288 Guillemets typographiques ouvrants. =>   * 007 donne l'accès complet à l'utilisateur et les membres du groupe ''deluge'', aucun accès aux autres | '' => suggestions : ['«\xa0', '“']
288 Mot inconnu : deluge =>   * 007 donne l'accès complet à l'utilisateur et les membres du groupe ''deluge'', aucun accès aux autres | deluge
288 Guillemets typographiques fermants. =>   * 007 donne l'accès complet à l'utilisateur et les membres du groupe ''deluge'', aucun accès aux autres | '' => suggestions : ['\xa0»', '”']

289 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres |    => suggestions : ['']
289 Guillemets typographiques ouvrants. =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | '' => suggestions : ['«\xa0', '“']
289 Mot inconnu : deluge =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | deluge
289 Guillemets typographiques fermants. =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | '' => suggestions : ['\xa0»', '”']
289 Accord de genre erroné avec « lecture ». =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | seul => suggestions : ['seule']
289 Guillemets typographiques ouvrants. =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | '' => suggestions : ['«\xa0', '“']
289 Mot inconnu : deluge =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | deluge
289 Guillemets typographiques fermants. =>   * 022 donne l'accès complet à l'utilisateur ''deluge'' et l'accès en lecture seul aux membres du groupe ''deluge'' et aux autres | '' => suggestions : ['\xa0»', '”']

290 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * 000 donne l'accès complet à tout le monde |    => suggestions : ['']

296 Mot inconnu : systemctl => systemctl status deluged</code> | systemctl
296 Mot inconnu : deluged => systemctl status deluged</code> | deluged

302 Mot inconnu : See => See system logs and 'systemctl status deluged.service' for details.</code></note> | see
302 Mot inconnu : system => See system logs and 'systemctl status deluged.service' for details.</code></note> | system
302 Mot inconnu : and => See system logs and 'systemctl status deluged.service' for details.</code></note> | and
302 Guillemets typographiques ouvrants. => See system logs and 'systemctl status deluged.service' for details.</code></note> | ' => suggestions : ['“', '‘', '‹']
302 Mot inconnu : systemctl => See system logs and 'systemctl status deluged.service' for details.</code></note> | systemctl
302 Mot inconnu : deluged => See system logs and 'systemctl status deluged.service' for details.</code></note> | deluged
302 Il manque un espace. => See system logs and 'systemctl status deluged.service' for details.</code></note> | service => suggestions : [' service']
302 Guillemets typographiques fermants. => See system logs and 'systemctl status deluged.service' for details.</code></note> | ' => suggestions : ['”', '’', '›']
302 Mot inconnu : details => See system logs and 'systemctl status deluged.service' for details.</code></note> | details

304 Mot inconnu : Deluge => === Création du service Deluge Web UI (deluge-web) === | deluge
304 Mot inconnu : UI => === Création du service Deluge Web UI (deluge-web) === | ui
304 Mot inconnu : deluge-web => === Création du service Deluge Web UI (deluge-web) === | deluge-web

308 Mot inconnu : Deluge => Description=Deluge Bittorrent Client Web Interface | deluge
308 Mot inconnu : Bittorrent => Description=Deluge Bittorrent Client Web Interface | bittorrent

309 Mot inconnu : network-online => After=network-online.target | network-online
309 Mot inconnu : target => After=network-online.target | target

314 Mot inconnu : deluge => User=deluge | deluge

315 Mot inconnu : Group => Group=deluge | group
315 Mot inconnu : deluge => Group=deluge | deluge

316 Mot inconnu : UMask => UMask=027 | umask

318 Mot inconnu : ExecStart => ExecStart=/usr/bin/deluge-web -d -p 9092 | execstart
318 Il manque un espace à côté du tiret. => ExecStart=/usr/bin/deluge-web -d -p 9092 |  - => suggestions : [' – ', ' — ']

320 Mot inconnu : Restart => Restart=on-failure | restart
320 Mot inconnu : on-failure => Restart=on-failure | on-failure

322 Mot inconnu : Install => [Install] | install

323 Mot inconnu : WantedBy => WantedBy=multi-user.target | wantedby
323 Mot inconnu : target => WantedBy=multi-user.target | target

329 Mot inconnu : systemctl => systemctl status deluge-web</code> | systemctl
329 Mot inconnu : deluge-web => systemctl status deluge-web</code> | deluge-web

331 Accord de nombre erroné : « log » devrait être au pluriel. => === Mise en service des log === | log => suggestions : ['logs']

332 Guillemets typographiques ouvrants. => Pour le débogage, il est recommandé de mettre en service les logs en créant le répertoire ''/var/log/deluge'' et en assignant les logs à l'utilisateur ''deluge'' | '' => suggestions : ['«\xa0', '“']
332 Mot inconnu : deluge => Pour le débogage, il est recommandé de mettre en service les logs en créant le répertoire ''/var/log/deluge'' et en assignant les logs à l'utilisateur ''deluge'' | deluge
332 Guillemets typographiques fermants. => Pour le débogage, il est recommandé de mettre en service les logs en créant le répertoire ''/var/log/deluge'' et en assignant les logs à l'utilisateur ''deluge'' | '' => suggestions : ['\xa0»', '”']

335 Mot inconnu : sudo => sudo chmod -R 750 /var/log/deluge</code> | sudo
335 Mot inconnu : chmod => sudo chmod -R 750 /var/log/deluge</code> | chmod
335 Il manque un espace à côté du tiret. => sudo chmod -R 750 /var/log/deluge</code> |  - => suggestions : [' – ', ' — ']

337 Guillemets typographiques ouvrants. => Pour que nos 2 services précédemment créés et lancés activent les logs, il faut modifier la ligne ''ExecStart='' en y ajoutant l'option ''-l'' et ''-L'' | '' => suggestions : ['«\xa0', '“']
337 Mot inconnu : ExecStart => Pour que nos 2 services précédemment créés et lancés activent les logs, il faut modifier la ligne ''ExecStart='' en y ajoutant l'option ''-l'' et ''-L'' | execstart
337 Guillemets typographiques fermants. => Pour que nos 2 services précédemment créés et lancés activent les logs, il faut modifier la ligne ''ExecStart='' en y ajoutant l'option ''-l'' et ''-L'' | '' => suggestions : ['\xa0»', '”']
337 Guillemets typographiques fermants. => Pour que nos 2 services précédemment créés et lancés activent les logs, il faut modifier la ligne ''ExecStart='' en y ajoutant l'option ''-l'' et ''-L'' | '' => suggestions : ['\xa0»', '”']

338 Mot inconnu : ExecStart => <file>ExecStart=/usr/bin/deluged -d -l /var/log/deluge/daemon.log -L warning</file> | execstart
338 Il manque un espace à côté du tiret. => <file>ExecStart=/usr/bin/deluged -d -l /var/log/deluge/daemon.log -L warning</file> |  - => suggestions : [' – ', ' — ']

