2 Mot inconnu : tnt => {{tag>tnt carte_tv realtek}}
2 Mot inconnu : carte_tv => {{tag>tnt carte_tv realtek}}
2 Mot inconnu : realtek => {{tag>tnt carte_tv realtek}}

5 Mot inconnu : Chipset => ====== Chipset : Realtek RTL2832U ======
5 Il manque un espace insécable. => ====== Chipset : Realtek RTL2832U ======
5 Mot inconnu : Realtek => ====== Chipset : Realtek RTL2832U ======
5 Mot inconnu : RTL2832U => ====== Chipset : Realtek RTL2832U ======

7 Mot inconnu : Antti => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : Palosaari => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : SDR => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : navigation_maritime => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : rtl-sdr => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>

11 Mot inconnu : DVB-T => De nombreuses clés USB DVB-T sont fabriquées à partir du **démodulateur RTL2832U** :
11 Mot inconnu : RTL2832U => De nombreuses clés USB DVB-T sont fabriquées à partir du **démodulateur RTL2832U** :
11 Il manque un espace insécable. => De nombreuses clés USB DVB-T sont fabriquées à partir du **démodulateur RTL2832U** :

14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Mot inconnu : Product => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^

15 Mot inconnu : Realtek => |  **Realtek Semiconductor Corp.**  |  0BDA:2832    |TRUST 16738          |              |
95 Mot inconnu : rev => |    :::   |  :::    |TerraTec Cinergy T Stick Black (rev 1) |FC0012 |
95 Mot inconnu : FC0012 => |    :::   |  :::    |TerraTec Cinergy T Stick Black (rev 1) |FC0012 |

96 Une de ces ponctuations est superflue. => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Espace(s) surnuméraire(s) à supprimer. => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Il manque un espace. => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Mot inconnu : B3 => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Espace(s) surnuméraire(s) à supprimer. => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Mot inconnu : Terratec => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Mot inconnu : NOXON => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Mot inconnu : rev => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |
96 Mot inconnu : FC0013 => | :::                           |  0ccd:00B3    |Terratec NOXON DAB/DAB+ USB dongle (rev 1)  | FC0013 |

97 Une de ces ponctuations est superflue. => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Espace(s) surnuméraire(s) à supprimer. => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Il manque un espace. => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Mot inconnu : D3 => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Espace(s) surnuméraire(s) à supprimer. => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Mot inconnu : Terratec => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Mot inconnu : Cinergy => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Mot inconnu : RC => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Mot inconnu : Rev => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |
97 Mot inconnu : E4000 => | :::                           |  0ccd:00D3    |Terratec Cinergy T Stick RC (Rev.3)  | E4000 |

98 Une de ces ponctuations est superflue. => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Espace(s) surnuméraire(s) à supprimer. => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Il manque un espace. => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Mot inconnu : E0 => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Espace(s) surnuméraire(s) à supprimer. => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Mot inconnu : Terratec => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Mot inconnu : NOXON => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Mot inconnu : rev => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Mot inconnu : E4000 => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 
98 Espace(s) en fin de ligne à supprimer. => | :::                           |  0ccd:00E0    |Terratec NOXON DAB/DAB+ USB dongle (rev 2)  | E4000 | 

99 Mot inconnu : Genius => |    **Genius**   |  0458:707F    |TVGo DVB-T03 USB dongle (Ver. B) | |
99 Espace(s) surnuméraire(s) à supprimer. => |    **Genius**   |  0458:707F    |TVGo DVB-T03 USB dongle (Ver. B) | |
99 Mot inconnu : TVGo => |    **Genius**   |  0458:707F    |TVGo DVB-T03 USB dongle (Ver. B) | |
99 Mot inconnu : DVB-T03 => |    **Genius**   |  0458:707F    |TVGo DVB-T03 USB dongle (Ver. B) | |

103 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].
103 Mot inconnu : sudo =>   * Disposer des [[:sudo|droits d'administration]].

104 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

108 Guillemets typographiques ouvrants. => ==== Mode "DVB-T" pour regarder la télé ====
108 Mot inconnu : DVB-T => ==== Mode "DVB-T" pour regarder la télé ====
108 Guillemets typographiques fermants. => ==== Mode "DVB-T" pour regarder la télé ====

109 Mot inconnu : Kernel => === Kernel > 3.0 ===

110 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Installer le nécessaire à la compilation automatisée avec [[DKMS]] :
110 Mot inconnu : DKMS =>   * Installer le nécessaire à la compilation automatisée avec [[DKMS]] :
110 Il manque un espace insécable. =>   * Installer le nécessaire à la compilation automatisée avec [[DKMS]] :

111 Mot inconnu : sudo => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : apt-get => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : install => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : linux-source => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : linux-headers => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : uname => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Il manque un espace à côté du tiret. => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : build-essential => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : dkms => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>
111 Mot inconnu : git-core => <code>sudo apt-get install linux-source linux-headers-`uname -r` build-essential dkms git-core</code>

112 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Récupérer la sources des drivers :
112 Accord de nombre erroné : « sources » devrait être au singulier. =>   * Récupérer la sources des drivers :
112 Il manque un espace insécable. =>   * Récupérer la sources des drivers :

114 Mot inconnu : sudo => sudo git clone https://github.com/ambrosa/DVB-Realtek-RTL2832U-2.2.2-10tuner-mod_kernel-3.0.0.git DVB-RTL</code>
114 Mot inconnu : DVB-RTL => sudo git clone https://github.com/ambrosa/DVB-Realtek-RTL2832U-2.2.2-10tuner-mod_kernel-3.0.0.git DVB-RTL</code>

115 Mot inconnu : DVB-RTL => <code>cd DVB-RTL/RTL2832-2.2.2_kernel-3.0.0</code>
115 Mot inconnu : RTL2832-2 => <code>cd DVB-RTL/RTL2832-2.2.2_kernel-3.0.0</code>
115 Mot inconnu : _kernel-3 => <code>cd DVB-RTL/RTL2832-2.2.2_kernel-3.0.0</code>

116 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créer le fichier de configuration de DKMS :
116 Mot inconnu : DKMS =>   * Créer le fichier de configuration de DKMS :
116 Il manque un espace insécable. =>   * Créer le fichier de configuration de DKMS :

117 Mot inconnu : sudo => <code>sudo cat > dkms.conf <<EOT
117 Mot inconnu : cat => <code>sudo cat > dkms.conf <<EOT
117 Mot inconnu : dkms => <code>sudo cat > dkms.conf <<EOT
117 Il manque un espace. => <code>sudo cat > dkms.conf <<EOT
117 Mot inconnu : EOT => <code>sudo cat > dkms.conf <<EOT

118 Mot inconnu : PACKAGE_NAME => PACKAGE_NAME=dvb-rtl2832u
118 Mot inconnu : dvb-rtl2832u => PACKAGE_NAME=dvb-rtl2832u

119 Mot inconnu : PACKAGE_VERSION => PACKAGE_VERSION=2.2.2

120 Guillemets typographiques ouvrants. => CLEAN="make clean"
120 Mot inconnu : make => CLEAN="make clean"
120 Guillemets typographiques fermants. => CLEAN="make clean"

121 Mot inconnu : AUTOINSTALL => AUTOINSTALL=yes
121 Mot inconnu : yes => AUTOINSTALL=yes

122 Mot inconnu : MAKE => MAKE[0]="make KDIR=\${kernel_source_dir}"
122 Guillemets typographiques ouvrants. => MAKE[0]="make KDIR=\${kernel_source_dir}"
122 Mot inconnu : make => MAKE[0]="make KDIR=\${kernel_source_dir}"
122 Mot inconnu : KDIR => MAKE[0]="make KDIR=\${kernel_source_dir}"
122 Mot inconnu : kernel_source_dir => MAKE[0]="make KDIR=\${kernel_source_dir}"

123 Mot inconnu : BUILT_MODULE_NAME => BUILT_MODULE_NAME[0]=dvb-usb-rtl2832u
123 Mot inconnu : dvb-usb-rtl2832u => BUILT_MODULE_NAME[0]=dvb-usb-rtl2832u

124 Mot inconnu : DEST_MODULE_LOCATION => DEST_MODULE_LOCATION[0]=/extra

125 Mot inconnu : EOT => EOT</code>

126 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Si vous utilisez un noyau 3.2, éditer le **Makefile** pour modifier le paramètre **INCLUDE_EXTRA_DVB** :
126 Mot inconnu : Makefile =>   * Si vous utilisez un noyau 3.2, éditer le **Makefile** pour modifier le paramètre **INCLUDE_EXTRA_DVB** :
126 Mot inconnu : INCLUDE_EXTRA_DVB =>   * Si vous utilisez un noyau 3.2, éditer le **Makefile** pour modifier le paramètre **INCLUDE_EXTRA_DVB** :
126 Il manque un espace insécable. =>   * Si vous utilisez un noyau 3.2, éditer le **Makefile** pour modifier le paramètre **INCLUDE_EXTRA_DVB** :

127 Mot inconnu : sudo => <code>sudo nano Makefile</code>
127 Mot inconnu : nano => <code>sudo nano Makefile</code>
127 Mot inconnu : Makefile => <code>sudo nano Makefile</code>

129 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  <note> * Si votre carte est la //Terratec Cinergy T Stick RC (Rev.3)//,à ce jour (octobre 2012) il vous faudra appliquer un patch afin d'ajouter l'identifiant matériel de cette dernière.
129 Mot inconnu : Terratec =>  <note> * Si votre carte est la //Terratec Cinergy T Stick RC (Rev.3)//,à ce jour (octobre 2012) il vous faudra appliquer un patch afin d'ajouter l'identifiant matériel de cette dernière.
129 Mot inconnu : Cinergy =>  <note> * Si votre carte est la //Terratec Cinergy T Stick RC (Rev.3)//,à ce jour (octobre 2012) il vous faudra appliquer un patch afin d'ajouter l'identifiant matériel de cette dernière.
129 Mot inconnu : RC =>  <note> * Si votre carte est la //Terratec Cinergy T Stick RC (Rev.3)//,à ce jour (octobre 2012) il vous faudra appliquer un patch afin d'ajouter l'identifiant matériel de cette dernière.
129 Mot inconnu : Rev =>  <note> * Si votre carte est la //Terratec Cinergy T Stick RC (Rev.3)//,à ce jour (octobre 2012) il vous faudra appliquer un patch afin d'ajouter l'identifiant matériel de cette dernière.

130 Il manque un espace insécable. => Pour cela voici deux méthodes :

132 Il manque un espace insécable. => Méthode 1 : avec la commande patch. 
132 Espace(s) en fin de ligne à supprimer. => Méthode 1 : avec la commande patch. 

134 Mot inconnu : cinergy_rev3 => Créer le fichier cinergy_rev3.patch (nom à titre d'exemple) et y coller le script suivant :
134 Il manque un espace. => Créer le fichier cinergy_rev3.patch (nom à titre d'exemple) et y coller le script suivant :
134 Il manque un espace insécable. => Créer le fichier cinergy_rev3.patch (nom à titre d'exemple) et y coller le script suivant :

136 Mot inconnu : diff => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Mot inconnu : RTL2832-2 => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Mot inconnu : _kernel-3 => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Mot inconnu : rtl2832u => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Mot inconnu : RTL2832-2 => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Mot inconnu : _kernel-3 => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
136 Mot inconnu : rtl2832u => <code>diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c

137 Mot inconnu : e7eac0 => index 6e7eac0..1ed364c 100644
137 Typographie : un ou trois points ? => index 6e7eac0..1ed364c 100644
137 Mot inconnu : ed364c => index 6e7eac0..1ed364c 100644
137 Formatage des grands nombres. => index 6e7eac0..1ed364c 100644

138 Mot inconnu : RTL2832-2 => --- a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
138 Mot inconnu : _kernel-3 => --- a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
138 Mot inconnu : rtl2832u => --- a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c

139 Mot inconnu : RTL2832-2 => +++ b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
139 Mot inconnu : _kernel-3 => +++ b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c
139 Mot inconnu : rtl2832u => +++ b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.c

140 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => @@ -785,6 +785,7 @@ static struct usb_device_id rtl2832u_usb_table [] = {
140 Mot inconnu : static => @@ -785,6 +785,7 @@ static struct usb_device_id rtl2832u_usb_table [] = {
140 Mot inconnu : struct => @@ -785,6 +785,7 @@ static struct usb_device_id rtl2832u_usb_table [] = {
140 Mot inconnu : usb_device_id => @@ -785,6 +785,7 @@ static struct usb_device_id rtl2832u_usb_table [] = {
140 Mot inconnu : rtl2832u_usb_table => @@ -785,6 +785,7 @@ static struct usb_device_id rtl2832u_usb_table [] = {

141 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

142 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00A9)}, // 29
142 Mot inconnu : USB_DEVICE =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00A9)}, // 29
142 Il manque un espace avant la parenthèse. =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00A9)}, // 29
142 Mot inconnu : USB_VID_TERRATEC =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00A9)}, // 29
142 Mot inconnu : USB_PID_TERRATEC_00A9 =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00A9)}, // 29

143 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00B3)}, // 30
143 Mot inconnu : USB_DEVICE =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00B3)}, // 30
143 Il manque un espace avant la parenthèse. =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00B3)}, // 30
143 Mot inconnu : USB_VID_TERRATEC =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00B3)}, // 30
143 Mot inconnu : USB_PID_TERRATEC_00B3 =>         { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00B3)}, // 30

144 Mot inconnu : USB_DEVICE => +       { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30
144 Il manque un espace avant la parenthèse. => +       { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30
144 Mot inconnu : USB_VID_TERRATEC => +       { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30
144 Mot inconnu : USB_PID_TERRATEC_00D3 => +       { USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30

145 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

146 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3234) },    // 31
146 Mot inconnu : USB_DEVICE =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3234) },    // 31
146 Il manque un espace avant la parenthèse. =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3234) },    // 31
146 Mot inconnu : USB_VID_AZUREWAVE_2 =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3234) },    // 31
146 Mot inconnu : USB_PID_AZUREWAVE_3234 =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3234) },    // 31
146 Espace(s) surnuméraire(s) à supprimer. =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3234) },    // 31

147 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3274) },    // 32
147 Mot inconnu : USB_DEVICE =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3274) },    // 32
147 Il manque un espace avant la parenthèse. =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3274) },    // 32
147 Mot inconnu : USB_VID_AZUREWAVE_2 =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3274) },    // 32
147 Mot inconnu : USB_PID_AZUREWAVE_3274 =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3274) },    // 32
147 Espace(s) surnuméraire(s) à supprimer. =>         { USB_DEVICE(USB_VID_AZUREWAVE_2, USB_PID_AZUREWAVE_3274) },    // 32

148 Mot inconnu : diff => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Mot inconnu : RTL2832-2 => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Mot inconnu : _kernel-3 => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Mot inconnu : rtl2832u => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Mot inconnu : RTL2832-2 => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Mot inconnu : _kernel-3 => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
148 Mot inconnu : rtl2832u => diff --git a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h

149 Mot inconnu : a6b5d77 => index a6b5d77..3a09485 100644
149 Typographie : un ou trois points ? => index a6b5d77..3a09485 100644
149 Mot inconnu : a09485 => index a6b5d77..3a09485 100644
149 Formatage des grands nombres. => index a6b5d77..3a09485 100644

150 Mot inconnu : RTL2832-2 => --- a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
150 Mot inconnu : _kernel-3 => --- a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
150 Mot inconnu : rtl2832u => --- a/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h

151 Mot inconnu : RTL2832-2 => +++ b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
151 Mot inconnu : _kernel-3 => +++ b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h
151 Mot inconnu : rtl2832u => +++ b/RTL2832-2.2.2_kernel-3.0.0/rtl2832u.h

152 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => @@ -47,6 +47,7 @@

153 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  #endif

154 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  #define        USB_PID_TERRATEC_00A9                                   0x00A9
154 Espace(s) surnuméraire(s) à supprimer. =>  #define        USB_PID_TERRATEC_00A9                                   0x00A9
154 Mot inconnu : USB_PID_TERRATEC_00A9 =>  #define        USB_PID_TERRATEC_00A9                                   0x00A9
154 Espace(s) surnuméraire(s) à supprimer. =>  #define        USB_PID_TERRATEC_00A9                                   0x00A9
154 Mot inconnu : x00A9 =>  #define        USB_PID_TERRATEC_00A9                                   0x00A9

155 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  #define        USB_PID_TERRATEC_00B3                                   0x00B3
155 Espace(s) surnuméraire(s) à supprimer. =>  #define        USB_PID_TERRATEC_00B3                                   0x00B3
155 Mot inconnu : USB_PID_TERRATEC_00B3 =>  #define        USB_PID_TERRATEC_00B3                                   0x00B3
155 Espace(s) surnuméraire(s) à supprimer. =>  #define        USB_PID_TERRATEC_00B3                                   0x00B3
155 Mot inconnu : x00B3 =>  #define        USB_PID_TERRATEC_00B3                                   0x00B3

156 Espace(s) surnuméraire(s) à supprimer. => +#define        USB_PID_TERRATEC_00D3                                   0x00D3
156 Mot inconnu : USB_PID_TERRATEC_00D3 => +#define        USB_PID_TERRATEC_00D3                                   0x00D3
156 Espace(s) surnuméraire(s) à supprimer. => +#define        USB_PID_TERRATEC_00D3                                   0x00D3
156 Mot inconnu : x00D3 => +#define        USB_PID_TERRATEC_00D3                                   0x00D3

157 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

158 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  #ifndef USB_VID_AZUREWAVE_2
158 Mot inconnu : USB_VID_AZUREWAVE_2 =>  #ifndef USB_VID_AZUREWAVE_2

159 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  #define USB_VID_AZUREWAVE_2                                     0x13D3</code>
159 Mot inconnu : USB_VID_AZUREWAVE_2 =>  #define USB_VID_AZUREWAVE_2                                     0x13D3</code>
159 Espace(s) surnuméraire(s) à supprimer. =>  #define USB_VID_AZUREWAVE_2                                     0x13D3</code>
159 Mot inconnu : x13D3 =>  #define USB_VID_AZUREWAVE_2                                     0x13D3</code>

161 Il manque un espace insécable. => puis applique la commande suivante :

162 Il manque un espace à côté du tiret. => <code>patch -p0 < cinergy_rev3.patch</code>
