6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======
6 Mot inconnu : Vaio => ====== Liste des portables « SONY Vaio » ======
6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======

7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Mot inconnu : Vaio => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.

11 Mot inconnu : icons => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Il manque un espace. => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |

12 Il manque un espace. => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |

13 Mot inconnu : icons => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace insécable. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Mot inconnu : nolink => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |

16 Mot inconnu : Vaio => ===== Vaio PCG =====
16 Mot inconnu : PCG => ===== Vaio PCG =====

18 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

19 Mot inconnu : PCG-7A1M => | PCG-7A1M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Marche très bien excepté la touche Fn, le pilote graphique propriétaire 173 semble plus rapide que le current. | Lucid |
204 Incohérence probable avec “avoir” : “activer” n’est pas un participe passé. => | VGN-NW31EF | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Très agréable à utiliser et silencieux après avoir activer le drivers prioritaire de la carte graphique ati HD 4570. | Karmic 64 |
204 Accord de nombre erroné : « drivers » est au pluriel. => | VGN-NW31EF | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Très agréable à utiliser et silencieux après avoir activer le drivers prioritaire de la carte graphique ati HD 4570. | Karmic 64 |
204 Accord de nombre erroné : « drivers » devrait être au singulier. => | VGN-NW31EF | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Très agréable à utiliser et silencieux après avoir activer le drivers prioritaire de la carte graphique ati HD 4570. | Karmic 64 |
204 Mot inconnu : ati => | VGN-NW31EF | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Très agréable à utiliser et silencieux après avoir activer le drivers prioritaire de la carte graphique ati HD 4570. | Karmic 64 |
204 Mot inconnu : Karmic => | VGN-NW31EF | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Très agréable à utiliser et silencieux après avoir activer le drivers prioritaire de la carte graphique ati HD 4570. | Karmic 64 |

206 Mot inconnu : VGN-Pxxx => ==== VGN-Pxxx ====

208 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

209 Mot inconnu : VGN-P11Z => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : icons => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Il manque un espace. => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : icon-ubuntu => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : icons => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Il manque un espace. => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : icon-ubuntu => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Guillemets typographiques ouvrants. => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : GRUB_CMDLINE_LINUX_DEFAULT => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Guillemets typographiques ouvrants. => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : mem => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : mb => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : nohz => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Guillemets typographiques fermants. => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |
209 Mot inconnu : lucid => | VGN-P11Z | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | [[:poulsbo]] Ajouter ceci ''GRUB_CMDLINE_LINUX_DEFAULT="quiet splash mem=1900mb nohz=off"'' à [[:grub]]| lucid |

210 Mot inconnu : VGN-P19WN => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Mot inconnu : icons => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Il manque un espace. => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Mot inconnu : icon-ubuntu => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Mot inconnu : icons => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Il manque un espace. => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Mot inconnu : icon-ubuntu => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Espace(s) surnuméraire(s) à supprimer. => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Guillemets typographiques ouvrants. => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Mot inconnu : memmap => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Avec une unité de mesure, mettez un espace insécable. => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |
210 Guillemets typographiques fermants. => | VGN-P19WN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Au démarrage de l'installation, lors de l'écran violet,  [[:kernel#option au démarrage|ajoutez]] ''memmap=1K#0x7f800000'' [[:poulsbo]] | 10.10 |

211 Mot inconnu : VGN-Sxxx => ==== VGN-Sxxx ====

213 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

214 Mot inconnu : VGN-SR41M => | VGN-SR41M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Le micro intégré ne fonctionne pas. | Jaunty |
214 Mot inconnu : icons => | VGN-SR41M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Le micro intégré ne fonctionne pas. | Jaunty |
214 Il manque un espace. => | VGN-SR41M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Le micro intégré ne fonctionne pas. | Jaunty |
214 Mot inconnu : icon-ubuntu => | VGN-SR41M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Le micro intégré ne fonctionne pas. | Jaunty |
214 Mot inconnu : Jaunty => | VGN-SR41M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Le micro intégré ne fonctionne pas. | Jaunty |

215 Mot inconnu : VGN-S2HP => | VGN-S2HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Memory-stick | Hardy |
215 Mot inconnu : icons => | VGN-S2HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Memory-stick | Hardy |
215 Il manque un espace. => | VGN-S2HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Memory-stick | Hardy |
215 Mot inconnu : icon-ubuntu => | VGN-S2HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Memory-stick | Hardy |
215 Mot inconnu : Memory-stick => | VGN-S2HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Memory-stick | Hardy |

216 Mot inconnu : VGN-S3HP => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Mot inconnu : icons => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Il manque un espace. => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Mot inconnu : icon-ubuntu => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Mot inconnu : icons => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Il manque un espace. => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Mot inconnu : icon-ubuntu => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Mot inconnu : FN => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |
216 Mot inconnu : Dapper => | VGN-S3HP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}  | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Bluetooth, touches FN (en cours) | Dapper |

217 Mot inconnu : VGN-S3XP => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Mot inconnu : icons => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Il manque un espace. => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Mot inconnu : icon-ubuntu => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Mot inconnu : icons => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Il manque un espace. => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Mot inconnu : icon-ubuntu => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |
217 Mot inconnu : Gutsy => | VGN-S3XP | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Gutsy |

218 Mot inconnu : VGN-S4M => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : icons => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Il manque un espace. => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : icon-ubuntu => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : icons => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Il manque un espace. => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : icon-ubuntu => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : HotKeys => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : Compiz => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Il manque un espace insécable. => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Il manque un espace insécable. => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |
218 Mot inconnu : Intrepid => | VGN-S4M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout marche, même les HotKeys. Compiz avec bureau 3d transparent + différents effets : parfaitement fluide! Impressionnant | Intrepid |

219 Mot inconnu : VGN-S4XP => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Mot inconnu : icons => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Il manque un espace. => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Mot inconnu : icon-ubuntu => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Mot inconnu : icons => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Il manque un espace. => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Mot inconnu : icon-ubuntu => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |
219 Mot inconnu : Edgy => | VGN-S4XP| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Edgy |

220 Mot inconnu : VGN-S5M => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Écriture invariable. Utilisez un point médian. => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Mot inconnu : icons => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Il manque un espace. => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Mot inconnu : icon-ubuntu => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Mot inconnu : icons => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Il manque un espace. => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Mot inconnu : icon-ubuntu => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |
220 Mot inconnu : Dapper => | VGN-S5M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}}| {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Dapper |

221 Mot inconnu : VGN-S5M => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : icons => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Il manque un espace. => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : icon-ubuntu => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : icons => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Il manque un espace. => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : icon-ubuntu => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : underclok => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Une de ces ponctuations est superflue. => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
