
7 Mot inconnu : TPME => ====== Création d'un réseau d'entreprise pour une TPME ou une PME ====== <|> tpme
568 Il manque un espace à côté du tiret. => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|>  - => suggestions : [' – ', ' — ']
568 Guillemets typographiques fermants. => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> " => suggestions : ['\xa0»', '”']
568 Guillemets typographiques ouvrants. => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> " => suggestions : ['«\xa0', '“']
568 Mot inconnu : dig => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> dig
568 Mot inconnu : SOA => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> soa
568 Mot inconnu : yourdomain => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> yourdomain
568 Il manque un espace. => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> local => suggestions : [' local']
568 Guillemets typographiques fermants. => <note tip>Il est bon de ne pas s'énerver si une résolution de nom avec ping sur primary ou www.google.be ne fonctionne pas. La première chose à faire est de connecter une console sur primary et d'utiliser la commande "tail -f /var/log/syslog" afin de voir les messages d'erreurs et les messages d'inscriptions. Il existe également des outils pour vérifier le bon fonctionnement d'un DNS et d'un DHCP "host -v primary.yourdomain.local" et "dig SOA yourdomain.local". Pour plus d'information sur ces commandes, Google est ton ami</note> <|> " => suggestions : ['\xa0»', '”']

572 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> a => suggestions : ['À']
572 Accord de nombre erroné : « machine » devrait être au pluriel. => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> machine => suggestions : ['machines']
572 Guillemets typographiques ouvrants. => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> " => suggestions : ['«\xa0', '“']
572 Mot inconnu : ping => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> ping
572 Mot inconnu : primary => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> primary
572 Mot inconnu : ping => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> ping
572 Mot inconnu : name => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> name
572 Une de ces ponctuations est superflue. => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> , . => suggestions : [',', '.']
572 Typographie : points de suspension. Utilisez le caractère dédié. => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> ... => suggestions : ['…']
572 Guillemets typographiques fermants. => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> " => suggestions : ['\xa0»', '”']
572 Mot inconnu : débugging => <note warning>A ce stade, vous devriez pouvoir accéder au monde extérieur au départ de n'importe quelle machine de votre réseau. Vous devriez pouvoir utiliser la dénomination unique de chacune de vos machine pour résoudre une adresse servie par DNS "ping primary, ping [client name], ..." Si tel n'est pas le cas, il y a probablement une explication dans les logs serveur ou client. Bon débugging</note> <|> débugging

577 Accord de genre erroné avec « local ». => Pour que votre DNS ne résolve que les adresses local à yourdomain.local vous devez encore réaliser ces quelques modifications <|> adresses => suggestions : ['adressés']
577 Accord de genre erroné entre « adresses » et « local ». => Pour que votre DNS ne résolve que les adresses local à yourdomain.local vous devez encore réaliser ces quelques modifications <|> local => suggestions : ['locales']
577 Mot inconnu : yourdomain => Pour que votre DNS ne résolve que les adresses local à yourdomain.local vous devez encore réaliser ces quelques modifications <|> yourdomain
577 Il manque un espace. => Pour que votre DNS ne résolve que les adresses local à yourdomain.local vous devez encore réaliser ces quelques modifications <|> local => suggestions : [' local']

583 Mot inconnu : Editez => Editez le fichier /etc/bind/named.conf et commentez toutes les lignes de la zone « . » attention, les commentaires sont précédés de « %%//%% » et non de « # ». <|> editez
583 Mettez des guillemets fermants plutôt qu’ouvrants. => Editez le fichier /etc/bind/named.conf et commentez toutes les lignes de la zone « . » attention, les commentaires sont précédés de « %%//%% » et non de « # ». <|>  « => suggestions : ['\xa0»', '”']
583 Pas d’espace avant un point. => Editez le fichier /etc/bind/named.conf et commentez toutes les lignes de la zone « . » attention, les commentaires sont précédés de « %%//%% » et non de « # ». <|>  . => suggestions : ['.']

585 Mot inconnu : Editez => Editez le fichier /etc/bind/named.conf.options et adaptez le en fonction. <|> editez

595 Mot inconnu : Editez => Editez enfin le fichier /etc/default/bind9 <|> editez

599 Mot inconnu : time => ===== Création d'un time serveur NTP ===== <|> time
599 Mot inconnu : NTP => ===== Création d'un time serveur NTP ===== <|> ntp

600 Après la préposition “Pour”, le verbe devrait être à l’infinitif. => Pour vérifiez l'heure UTC actuelle en Belgique, vous pouvez vous rendre à cette adresse [[https://www.pool.ntp.org/zone/be]] Redémarrez votre serveur et modifiez si nécessaire l'heure incluse dans le bios de votre vmware. <|> vérifiez => suggestions : ['vérifier']
600 Accord de nombre erroné : « bios » est au pluriel. => Pour vérifiez l'heure UTC actuelle en Belgique, vous pouvez vous rendre à cette adresse [[https://www.pool.ntp.org/zone/be]] Redémarrez votre serveur et modifiez si nécessaire l'heure incluse dans le bios de votre vmware. <|> le => suggestions : ['les']
600 Accord de nombre erroné : « bios » devrait être au singulier. => Pour vérifiez l'heure UTC actuelle en Belgique, vous pouvez vous rendre à cette adresse [[https://www.pool.ntp.org/zone/be]] Redémarrez votre serveur et modifiez si nécessaire l'heure incluse dans le bios de votre vmware. <|> bios => suggestions : ['bio']
600 Mot inconnu : vmware => Pour vérifiez l'heure UTC actuelle en Belgique, vous pouvez vous rendre à cette adresse [[https://www.pool.ntp.org/zone/be]] Redémarrez votre serveur et modifiez si nécessaire l'heure incluse dans le bios de votre vmware. <|> vmware

602 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/default/rcS <|> -  => suggestions : ['—\xa0', '–\xa0']
602 Mot inconnu : Editez => - Editez le fichier /etc/default/rcS <|> editez

605 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installez les applications suivantes <|> -  => suggestions : ['—\xa0', '–\xa0']

609 Mot inconnu : NTP => ==== Configuration du serveur NTP ==== <|> ntp

610 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/ntp.conf <|> -  => suggestions : ['—\xa0', '–\xa0']
610 Mot inconnu : Editez => - Editez le fichier /etc/ntp.conf <|> editez

640 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editer /etc/init.d/ntp et chercher la ligne <|> -  => suggestions : ['—\xa0', '–\xa0']
640 Mot inconnu : Editer => - Editer /etc/init.d/ntp et chercher la ligne <|> editer

642 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Ajouter à la suite la ligne <|> -  => suggestions : ['—\xa0', '–\xa0']

644 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Chercher la ligne <|> -  => suggestions : ['—\xa0', '–\xa0']

646 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Remplacer-la par <|> -  => suggestions : ['—\xa0', '–\xa0']
646 Ceci n’est pas une forme impérative correcte. => - Remplacer-la par <|> remplacer-la => suggestions : ['Remplaçons-la', 'Remplace-la', 'Remplacez-la']

650 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Stoppez le service <|> -  => suggestions : ['—\xa0', '–\xa0']

653 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/default/ntpdate et modifiez le <|> -  => suggestions : ['—\xa0', '–\xa0']
653 Mot inconnu : Editez => - Editez le fichier /etc/default/ntpdate et modifiez le <|> editez
653 S’il s’agit d’un impératif, mettez un trait d’union. => - Editez le fichier /etc/default/ntpdate et modifiez le <|> modifiez le => suggestions : ['modifiez-le']

656 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Pour vérifier une bonne synchronisation, vous pouvez exécuter cette commande. <|> -  => suggestions : ['—\xa0', '–\xa0']

660 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Relancez le serveur NTP <|> -  => suggestions : ['—\xa0', '–\xa0']
660 Mot inconnu : NTP => - Relancez le serveur NTP <|> ntp

663 Mot inconnu : linux => ==== Client linux ==== <|> linux

664 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/default/ntpdate <|> -  => suggestions : ['—\xa0', '–\xa0']
664 Mot inconnu : Editez => - Editez le fichier /etc/default/ntpdate <|> editez

669 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Pour WinXP la gestion de l'heure possède un onglet Temps Internet ou vous pouvez renseigner l'adresse 192.168.2.1 <|> -  => suggestions : ['—\xa0', '–\xa0']
669 Mot inconnu : WinXP => - Pour WinXP la gestion de l'heure possède un onglet Temps Internet ou vous pouvez renseigner l'adresse 192.168.2.1 <|> winxp

671 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Pour Win2K, il a le service Windows Time. <|> -  => suggestions : ['—\xa0', '–\xa0']
671 Mot inconnu : Win2K => - Pour Win2K, il a le service Windows Time. <|> win2k
671 Mot inconnu : Time => - Pour Win2K, il a le service Windows Time. <|> time

706 Mot inconnu : LDAP => ===== Création du serveur LDAP ===== <|> ldap

708 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installation du serveur LDAP et de quelques outils <|> -  => suggestions : ['—\xa0', '–\xa0']
708 Mot inconnu : LDAP => - Installation du serveur LDAP et de quelques outils <|> ldap

710 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Répondez aux questions ncursus avec le password de root <|> -  => suggestions : ['—\xa0', '–\xa0']
710 Mot inconnu : ncursus => - Répondez aux questions ncursus avec le password de root <|> ncursus
710 Mot inconnu : password => - Répondez aux questions ncursus avec le password de root <|> password
710 Mot inconnu : root => - Répondez aux questions ncursus avec le password de root <|> root

711 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Reconfigurez slapd avec dpkg-reconfigure <|> -  => suggestions : ['—\xa0', '–\xa0']
711 Mot inconnu : slapd => - Reconfigurez slapd avec dpkg-reconfigure <|> slapd
711 Mot inconnu : dpkg-reconfigure => - Reconfigurez slapd avec dpkg-reconfigure <|> dpkg-reconfigure

721 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installez les schema LDAP inclus dans un paquet samba <|> -  => suggestions : ['—\xa0', '–\xa0']
721 Mot inconnu : schema => - Installez les schema LDAP inclus dans un paquet samba <|> schema
721 Mot inconnu : LDAP => - Installez les schema LDAP inclus dans un paquet samba <|> ldap

723 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Décompression et copie dans la bonne directory <|> -  => suggestions : ['—\xa0', '–\xa0']
723 Mot inconnu : directory => - Décompression et copie dans la bonne directory <|> directory

725 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Dans une seconde console, cryptez le password de l'administrateur avec la commande slappasswd <|> -  => suggestions : ['—\xa0', '–\xa0']
725 Mot inconnu : password => - Dans une seconde console, cryptez le password de l'administrateur avec la commande slappasswd <|> password
725 Mot inconnu : slappasswd => - Dans une seconde console, cryptez le password de l'administrateur avec la commande slappasswd <|> slappasswd

730 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Éditez le fichier /etc/ldap/slapd.conf  <|> -  => suggestions : ['—\xa0', '–\xa0']

738 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Redémarrez le serveur LDAP. Normalement cela doit aller très rapidement: <|> -  => suggestions : ['—\xa0', '–\xa0']
738 Mot inconnu : LDAP => - Redémarrez le serveur LDAP. Normalement cela doit aller très rapidement: <|> ldap

740 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Si vous trouvez une erreur vous pouvez en connaître les causes en utilisant la commande suivante. <|>   => suggestions : ['']

743 Mot inconnu : Intrepid => === Intrepid Ibex (8.04) et superieur === <|> intrepid
743 Mot inconnu : Ibex => === Intrepid Ibex (8.04) et superieur === <|> ibex
743 Mot inconnu : superieur => === Intrepid Ibex (8.04) et superieur === <|> superieur

746 Mot inconnu : methode => En suivant le document [[https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html]], je propose la methode suivante <|> methode

748 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installation du serveur LDAP et de quelques outils <|> -  => suggestions : ['—\xa0', '–\xa0']
748 Mot inconnu : LDAP => - Installation du serveur LDAP et de quelques outils <|> ldap

750 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Répondez aux questions ncursus avec le password de root <|> -  => suggestions : ['—\xa0', '–\xa0']
750 Mot inconnu : ncursus => - Répondez aux questions ncursus avec le password de root <|> ncursus
750 Mot inconnu : password => - Répondez aux questions ncursus avec le password de root <|> password
750 Mot inconnu : root => - Répondez aux questions ncursus avec le password de root <|> root

751 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Reconfigurez slapd avec dpkg-reconfigure <|> -  => suggestions : ['—\xa0', '–\xa0']
751 Mot inconnu : slapd => - Reconfigurez slapd avec dpkg-reconfigure <|> slapd
751 Mot inconnu : dpkg-reconfigure => - Reconfigurez slapd avec dpkg-reconfigure <|> dpkg-reconfigure

761 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installez les schemas LDAP inclus dans un paquet samba <|> -  => suggestions : ['—\xa0', '–\xa0']
761 Mot inconnu : schemas => - Installez les schemas LDAP inclus dans un paquet samba <|> schemas
761 Mot inconnu : LDAP => - Installez les schemas LDAP inclus dans un paquet samba <|> ldap

763 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Décompression et copie dans la bonne directory <|> -  => suggestions : ['—\xa0', '–\xa0']
763 Mot inconnu : directory => - Décompression et copie dans la bonne directory <|> directory

765 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Dans une seconde console, cryptez le password de l'administrateur avec la commande slappasswd <|> -  => suggestions : ['—\xa0', '–\xa0']
765 Mot inconnu : password => - Dans une seconde console, cryptez le password de l'administrateur avec la commande slappasswd <|> password
765 Mot inconnu : slappasswd => - Dans une seconde console, cryptez le password de l'administrateur avec la commande slappasswd <|> slappasswd

770 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - créer le répertoire temporaire : <|> -  => suggestions : ['—\xa0', '–\xa0']

772 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On crèe un fichier de conversion schema_convert.conf avec les lignes : <|> -  => suggestions : ['—\xa0', '–\xa0']
772 Mot inconnu : crèe => - On crèe un fichier de conversion schema_convert.conf avec les lignes : <|> crèe
772 Mot inconnu : schema_convert => - On crèe un fichier de conversion schema_convert.conf avec les lignes : <|> schema_convert
772 Il manque un espace. => - On crèe un fichier de conversion schema_convert.conf avec les lignes : <|> conf => suggestions : [' conf']

778 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On utilise la commande slaptest pour créer les fichiers LDIF : <|> -  => suggestions : ['—\xa0', '–\xa0']
778 Mot inconnu : slaptest => - On utilise la commande slaptest pour créer les fichiers LDIF : <|> slaptest
778 Mot inconnu : LDIF => - On utilise la commande slaptest pour créer les fichiers LDIF : <|> ldif

779 Mot inconnu : slaptest => slaptest -f schema_convert.conf -F /tmp/ldif_output <|> slaptest
779 Il manque un espace à côté du tiret. => slaptest -f schema_convert.conf -F /tmp/ldif_output <|>  - => suggestions : [' – ', ' — ']
779 Mot inconnu : schema_convert => slaptest -f schema_convert.conf -F /tmp/ldif_output <|> schema_convert
779 Il manque un espace. => slaptest -f schema_convert.conf -F /tmp/ldif_output <|> conf => suggestions : [' conf']

780 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> -  => suggestions : ['—\xa0', '–\xa0']
780 Incohérence avec “On” : “édit” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> édit => suggestions : []
780 Mot inconnu : cn => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> cn
780 Mot inconnu : schema => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> schema
780 Mot inconnu : cn => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> cn
780 Il manque un espace. => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> samba => suggestions : [' samba']
780 Mot inconnu : ldif => - On édit le fichier /tmp/ldif_output/cn\=config/cn\=schema/cn\=\{4\}samba.ldif et on modifie les lignes comme suit : <|> ldif

782 S’il s’agit d’un impératif, la terminaison est “is”, non “it”. => devient : <|> devient => suggestions : ['deviens']

786 S’il s’agit d’un impératif, la terminaison est “is”, non “it”. => devient :  <|> devient => suggestions : ['deviens']

788 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On supprime toute les dernières lignes à partir de et inclus structuralObjectClass <|> -  => suggestions : ['—\xa0', '–\xa0']
788 Erreur d’accord probable avec “les”. => - On supprime toute les dernières lignes à partir de et inclus structuralObjectClass <|> toute => suggestions : ['toutes']
788 Mot inconnu : structuralObjectClass => - On supprime toute les dernières lignes à partir de et inclus structuralObjectClass <|> structuralobjectclass

797 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On copie le nouveau LDIF dans /etc/ldap/schema pour pouvoir l'avoir sous la main en cas de besoin <|> -  => suggestions : ['—\xa0', '–\xa0']
797 Mot inconnu : LDIF => - On copie le nouveau LDIF dans /etc/ldap/schema pour pouvoir l'avoir sous la main en cas de besoin <|> ldif

799 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On applique cette modification à la base LDAP <|> -  => suggestions : ['—\xa0', '–\xa0']
799 Mot inconnu : LDAP => - On applique cette modification à la base LDAP <|> ldap

801 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On fait le nettoyage : <|> -  => suggestions : ['—\xa0', '–\xa0']

803 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - On Relance le serveur LDAP par acquis de conscience (normalement c'est dynamique) : <|> -  => suggestions : ['—\xa0', '–\xa0']
803 Mot inconnu : LDAP => - On Relance le serveur LDAP par acquis de conscience (normalement c'est dynamique) : <|> ldap
803 Confusion. Locution « par acquit de conscience ». => - On Relance le serveur LDAP par acquis de conscience (normalement c'est dynamique) : <|> acquis => suggestions : ['acquit']

819 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installation du serveur SAMBA <|> -  => suggestions : ['—\xa0', '–\xa0']

821 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Éditez le fichier /etc/samba/smb.conf et supprimez l'intégralitée du contenu du fichier <|> -  => suggestions : ['—\xa0', '–\xa0']
821 Mot inconnu : intégralitée => - Éditez le fichier /etc/samba/smb.conf et supprimez l'intégralitée du contenu du fichier <|> intégralitée

897 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> en => suggestions : ['En']
897 Mot inconnu : Interpid => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> interpid
897 Mot inconnu : Ibex => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> ibex
897 Mot inconnu : ldap => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> ldap
