
4 Mot inconnu : Groff => ====== Groff  tutoriel====== | groff
243 Mot inconnu : mom => Nous n'avons rempli pour le moment que quelques champs obligatoires (placés avant la commande .START) pour définir l'auteur, le titre (qui peuvent être utilisés non seulement pour la mise en forme de la première page mais aussi pour les entêtes et pieds de page). La commande .DOCTYPE est inutile puisque nous avons choisi l'option par défaut, vous pouvez la changer en "LETTER" comme dans l'exemple letter.mom si votre document est une lettre, avec donc des réglages par défaut différents (pas d'entête ou de numéro de page par exemple). | mom

244 Mot inconnu : PRINTSTYLE => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | printstyle
244 Guillemets typographiques ouvrants. => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | " => suggestions : ['«\xa0', '“']
244 Mot inconnu : TYPESET => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | typeset
244 Guillemets typographiques fermants. => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | " => suggestions : ['\xa0»', '”']
244 Mot inconnu : TYPEWRITE => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | typewrite
244 Guillemets typographiques ouvrants. => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | " => suggestions : ['«\xa0', '“']
244 Guillemets typographiques fermants. => .PRINTSTYLE est réglé à "TYPESET", ce qui est le réglage usuel pour un document, l'autre option étant TYPEWRITE qui fera un document de style "dactylographié, avec espace double". | " => suggestions : ['\xa0»', '”']

245 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: |  . => suggestions : ['. ', '.']
245 Mot inconnu : PAPER => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | paper
245 Accord de nombre erroné : « documents » devrait être au singulier. => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | documents => suggestions : ['document']
245 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: |  . => suggestions : ['. ', '.']
245 Mot inconnu : START => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | start
245 Guillemets typographiques ouvrants. => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | " => suggestions : ['«\xa0', '“']
245 Mot inconnu : Lorem => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | lorem
245 Mot inconnu : Ipsum => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | ipsum
245 Guillemets typographiques fermants. => Enfin .PAPER définit les dimensions du documents pour l'impression. Ce n'est qu'après la commande .START que l'on écrit le texte du document. Complétez abondamment par du "Lorem Ipsum". Puis tapez: | " => suggestions : ['\xa0»', '”']

249 Il manque un espace à côté du tiret. => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. |  - => suggestions : [' – ', ' — ']
249 Mot inconnu : é => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. | é
249 Espace(s) surnuméraire(s) à supprimer. => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. |    => suggestions : [' ']
249 Il manque un espace à côté du tiret. => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. |  - => suggestions : [' – ', ' — ']
249 Mot inconnu : mom => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. | mom
249 Il manque un espace à côté du tiret. => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. |  - => suggestions : [' – ', ' — ']
249 Mot inconnu : Tpdf => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. | tpdf
249 Mot inconnu : groff => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. | groff
249 Mot inconnu : pdfmom => Notez l'utilisation de l'option -k pour gérer les caractères spéciaux (le é de Cicéron).  Si les options -mom et -Tpdf peuvent être omises, toutes les autres options devant être passées à groff peuvent être passées à pdfmom. | pdfmom
251 Mot inconnu : Lorem => Rajoutons quelques éléments: des titres, des paragraphes, des listes, avec de copieux ajouts de textes (signalés ci-dessous par Lorem ipsum (...))  | lorem
251 Mot inconnu : ipsum => Rajoutons quelques éléments: des titres, des paragraphes, des listes, avec de copieux ajouts de textes (signalés ci-dessous par Lorem ipsum (...))  | ipsum
251 Typographie : points de suspension. Utilisez le caractère dédié. => Rajoutons quelques éléments: des titres, des paragraphes, des listes, avec de copieux ajouts de textes (signalés ci-dessous par Lorem ipsum (...))  | ... => suggestions : ['…']
251 Espace(s) en fin de ligne à supprimer. => Rajoutons quelques éléments: des titres, des paragraphes, des listes, avec de copieux ajouts de textes (signalés ci-dessous par Lorem ipsum (...))  |   => suggestions : ['']

253 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Rajoutez après .START: |  . => suggestions : ['. ', '.']
253 Mot inconnu : START => Rajoutez après .START: | start
270 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Quelques explications: .HEADING indique un titre de section, suivi par le niveau de ce titre comme argument (1 pour les titre de chapitre, 2 pour les sections, 3 pour les sous-sections etc...) et |  . => suggestions : ['. ', '.']
270 Mot inconnu : HEADING => Quelques explications: .HEADING indique un titre de section, suivi par le niveau de ce titre comme argument (1 pour les titre de chapitre, 2 pour les sections, 3 pour les sous-sections etc...) et | heading
270 Accord de nombre erroné : « titre » devrait être au pluriel. => Quelques explications: .HEADING indique un titre de section, suivi par le niveau de ce titre comme argument (1 pour les titre de chapitre, 2 pour les sections, 3 pour les sous-sections etc...) et | titre => suggestions : ['titres']
270 Avant « etc. », il faut mettre une virgule. => Quelques explications: .HEADING indique un titre de section, suivi par le niveau de ce titre comme argument (1 pour les titre de chapitre, 2 pour les sections, 3 pour les sous-sections etc...) et |  etc. => suggestions : [', etc.']
270 Un seul point après « etc. » => Quelques explications: .HEADING indique un titre de section, suivi par le niveau de ce titre comme argument (1 pour les titre de chapitre, 2 pour les sections, 3 pour les sous-sections etc...) et | etc... => suggestions : ['etc.']

271 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => enfin le titre à proprement parlé entre côtes. .PP sert à délimiter le début d'un nouveau paragraphe. |  . => suggestions : ['. ', '.']

273 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Vous aurez remarqué que les titres ne sont pas numérotés. Si vous souhaitez qu'ils le soient, vous pouvez rajouter les réglages suivants avant .START: |  . => suggestions : ['. ', '.']
273 Mot inconnu : START => Vous aurez remarqué que les titres ne sont pas numérotés. Si vous souhaitez qu'ils le soient, vous pouvez rajouter les réglages suivants avant .START: | start

280 Mot inconnu : LIST => .LIST et .LIST OFF, chaque élément de la liste devant être défini par .ITEM. | list
280 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => .LIST et .LIST OFF, chaque élément de la liste devant être défini par .ITEM. |  . => suggestions : ['. ', '.']
280 Mot inconnu : LIST => .LIST et .LIST OFF, chaque élément de la liste devant être défini par .ITEM. | list
280 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => .LIST et .LIST OFF, chaque élément de la liste devant être défini par .ITEM. |  . => suggestions : ['. ', '.']

281 Espace(s) en fin de ligne à supprimer. => Rajoutez par exemple après  |   => suggestions : ['']

296 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Nous pouvons changer cela en ajouter les 3 lignes suivantes avant .START: |  . => suggestions : ['. ', '.']
296 Mot inconnu : START => Nous pouvons changer cela en ajouter les 3 lignes suivantes avant .START: | start

304 Mot inconnu : clickables => Il nous manque une table des matières avec des liens clickables. Ajouter: | clickables

310 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => avant .START, et: |  . => suggestions : ['. ', '.']
310 Mot inconnu : START => avant .START, et: | start

318 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Si .TOC_HEADER_STRING est omis, mom mettra par défaut "Contents" en |  . => suggestions : ['. ', '.']
318 Mot inconnu : TOC_HEADER_STRING => Si .TOC_HEADER_STRING est omis, mom mettra par défaut "Contents" en | toc_header_string
318 Mot inconnu : mom => Si .TOC_HEADER_STRING est omis, mom mettra par défaut "Contents" en | mom
318 Guillemets typographiques ouvrants. => Si .TOC_HEADER_STRING est omis, mom mettra par défaut "Contents" en | " => suggestions : ['«\xa0', '“']
318 Guillemets typographiques fermants. => Si .TOC_HEADER_STRING est omis, mom mettra par défaut "Contents" en | " => suggestions : ['\xa0»', '”']

320 Il manque un espace après la parenthèse. => franco-(faux)latin... En passant, corrigeons le "by" qui précède le nom de l'auteur en ajoutant: | ) => suggestions : [') ']
320 Typographie : points de suspension. Utilisez le caractère dédié. => franco-(faux)latin... En passant, corrigeons le "by" qui précède le nom de l'auteur en ajoutant: | ... => suggestions : ['…']
320 Guillemets typographiques ouvrants. => franco-(faux)latin... En passant, corrigeons le "by" qui précède le nom de l'auteur en ajoutant: | " => suggestions : ['«\xa0', '“']
320 Mot inconnu : by => franco-(faux)latin... En passant, corrigeons le "by" qui précède le nom de l'auteur en ajoutant: | by
320 Guillemets typographiques fermants. => franco-(faux)latin... En passant, corrigeons le "by" qui précède le nom de l'auteur en ajoutant: | " => suggestions : ['\xa0»', '”']

326 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => toujours avant la commande .START. |  . => suggestions : ['. ', '.']
326 Mot inconnu : START => toujours avant la commande .START. | start

328 Mot inconnu : clickable => Et pour finir nous allons rajouter dans le premier chapitre du texte et un lien clickable vers le deuxième chapitre. Commençons par changer le titre du deuxième chapitre en: | clickable

334 Mot inconnu : NAMED => Le paramètre après le champ NAMED est un identifiant qui peut être réutilisé dans d'autres parties du texte. | named

343 Mot inconnu : clickable => Et vous verrez qu'un lien clickable sur le second chapitre est apparu. | clickable
345 Espace(s) en fin de ligne à supprimer. => Dernière remarque: si vous téléchargez le fichier complet correspondant à cet exemple vous verrez que parfois des commentaires vides  |   => suggestions : ['']

346 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => (les symboles \# sur une ligne) ont été mis entre les paragraphes ou les têtes de sections. Ils n'ont d'autre but que d'améliorer la lisibilité du fichier .mom, en effet si vous ajoutiez une ligne blanche elle se retrouverait également sur le pdf généré. |  . => suggestions : ['. ', '.']
346 Mot inconnu : mom => (les symboles \# sur une ligne) ont été mis entre les paragraphes ou les têtes de sections. Ils n'ont d'autre but que d'améliorer la lisibilité du fichier .mom, en effet si vous ajoutiez une ligne blanche elle se retrouverait également sur le pdf généré. | mom

348 Mot inconnu : groff => Et voilà, ce premier exemple est terminé. Vous pouvez le trouver si vous récupérez les sources de groff: | groff

352 Mot inconnu : contrib => dans contrib/mom/examples/mon_premier_doc.mom, | contrib
352 Mot inconnu : mom => dans contrib/mom/examples/mon_premier_doc.mom, | mom
352 Mot inconnu : examples => dans contrib/mom/examples/mon_premier_doc.mom, | examples
352 Mot inconnu : mon_premier_doc => dans contrib/mom/examples/mon_premier_doc.mom, | mon_premier_doc
352 Mot inconnu : mom => dans contrib/mom/examples/mon_premier_doc.mom, | mom

353 Accord de genre erroné : « source » est féminin. => ou sinon vous pouvez naviguer directement dans l'arborescence du source code de groff via votre browser; cet exemple est récupérable à l'adresse suivante: | du => suggestions : ['de la']
353 Accord de genre erroné : « du » est un déterminant masculin. => ou sinon vous pouvez naviguer directement dans l'arborescence du source code de groff via votre browser; cet exemple est récupérable à l'adresse suivante: | source => suggestions : ['sourcé']
353 Mot inconnu : groff => ou sinon vous pouvez naviguer directement dans l'arborescence du source code de groff via votre browser; cet exemple est récupérable à l'adresse suivante: | groff
353 Mot inconnu : browser => ou sinon vous pouvez naviguer directement dans l'arborescence du source code de groff via votre browser; cet exemple est récupérable à l'adresse suivante: | browser

354 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  http://git.savannah.gnu.org/cgit/groff.git/tree/contrib/mom/examples/mon_premier_doc.mom |   => suggestions : ['']

356 Accord de nombre erroné avec « quelques éléments » : « simple » devrait être au pluriel. => Nous avons pu voir quelques éléments simple de composition d'un document mais également aperçu les vastes possibilités du paquet mom. Pour en savoir plus consulter le site officiel de Mom et les exemples fournis dans le paquet groff. | simple => suggestions : ['simplex', 'simples']
356 Mot inconnu : mom => Nous avons pu voir quelques éléments simple de composition d'un document mais également aperçu les vastes possibilités du paquet mom. Pour en savoir plus consulter le site officiel de Mom et les exemples fournis dans le paquet groff. | mom
356 Mot inconnu : Mom => Nous avons pu voir quelques éléments simple de composition d'un document mais également aperçu les vastes possibilités du paquet mom. Pour en savoir plus consulter le site officiel de Mom et les exemples fournis dans le paquet groff. | mom
356 Mot inconnu : groff => Nous avons pu voir quelques éléments simple de composition d'un document mais également aperçu les vastes possibilités du paquet mom. Pour en savoir plus consulter le site officiel de Mom et les exemples fournis dans le paquet groff. | groff

361 Mot inconnu : tbl => Vous pouvez inclure des tableaux à l'aide du logiciel tbl. Vous trouverez la documentation sur eqn à cette adresse\\ | tbl
361 Mot inconnu : eqn => Vous pouvez inclure des tableaux à l'aide du logiciel tbl. Vous trouverez la documentation sur eqn à cette adresse\\ | eqn

366 Typographie : points de suspension. Utilisez le caractère dédié. => <note tip>Pour séparer les colonnes, on utilise un caractère spécial tel que @, |, &...   pourvu qu'il ne soit pas utilisé à l'intérieur des cellules. Notez bien que c'est à vous de définir, en début de fichier, quel caractère va fonctionner comme tabulateur. Si par exemple, vous avez choisi @ , entrez \\ | ... => suggestions : ['…']
366 Espace(s) surnuméraire(s) à supprimer. => <note tip>Pour séparer les colonnes, on utilise un caractère spécial tel que @, |, &...   pourvu qu'il ne soit pas utilisé à l'intérieur des cellules. Notez bien que c'est à vous de définir, en début de fichier, quel caractère va fonctionner comme tabulateur. Si par exemple, vous avez choisi @ , entrez \\ |     => suggestions : [' ']
366 Pas d’espace avant une virgule. => <note tip>Pour séparer les colonnes, on utilise un caractère spécial tel que @, |, &...   pourvu qu'il ne soit pas utilisé à l'intérieur des cellules. Notez bien que c'est à vous de définir, en début de fichier, quel caractère va fonctionner comme tabulateur. Si par exemple, vous avez choisi @ , entrez \\ |  , => suggestions : [',']

367 Guillemets typographiques ouvrants. => ''tab (@);'' \\ | '' => suggestions : ['«\xa0', '“']
367 Mot inconnu : tab => ''tab (@);'' \\ | tab

368 Guillemets fermants. => au début du fichier d'entrée, tout de suite après ''.TS''. |  '' => suggestions : ['\xa0»', '”']
368 Guillemets typographiques fermants. => au début du fichier d'entrée, tout de suite après ''.TS''. | '' => suggestions : ['\xa0»', '”']

370 Mot inconnu : utlisé => Si vous avez utlisé tbl, ajoutez l'option **-t** à votre commande groff. | utlisé
370 Mot inconnu : tbl => Si vous avez utlisé tbl, ajoutez l'option **-t** à votre commande groff. | tbl
370 Mot inconnu : groff => Si vous avez utlisé tbl, ajoutez l'option **-t** à votre commande groff. | groff

372 Il manque un espace à côté du tiret. => Vous pouvez bien sûr remplacer -me par un autre paquet de macros. |  - => suggestions : [' – ', ' — ']
372 Incohérence avec « me » : « par » devrait être un verbe. => Vous pouvez bien sûr remplacer -me par un autre paquet de macros. | par => suggestions : ['part', 'pars', 'parent', 'pares', 'pare']

377 Mot inconnu : mathémathiques => Vous pouvez inclure des formules mathémathiques dans  votre texte grâce au pré-processeur eqn. Son fonctionnement est expliqué dans ce document\\ | mathémathiques
377 Espace(s) surnuméraire(s) à supprimer. => Vous pouvez inclure des formules mathémathiques dans  votre texte grâce au pré-processeur eqn. Son fonctionnement est expliqué dans ce document\\ |    => suggestions : [' ']
377 Mot inconnu : eqn => Vous pouvez inclure des formules mathémathiques dans  votre texte grâce au pré-processeur eqn. Son fonctionnement est expliqué dans ce document\\ | eqn

378 Il manque un espace. => www.kohala.com/start/troff/v7man/eqn/eqn2e.ps [en],\\ | ps => suggestions : [' ps']

381 Mot inconnu : utlisé => Si vous avez utlisé eqn, ajoutez l'option **-e** à votre commande groff.  | utlisé
381 Mot inconnu : eqn => Si vous avez utlisé eqn, ajoutez l'option **-e** à votre commande groff.  | eqn
381 Mot inconnu : groff => Si vous avez utlisé eqn, ajoutez l'option **-e** à votre commande groff.  | groff
381 Espace(s) en fin de ligne à supprimer. => Si vous avez utlisé eqn, ajoutez l'option **-e** à votre commande groff.  |   => suggestions : ['']

388 Espace(s) en fin de ligne à supprimer. => Vous pouvez produire vous-même des images à l'aide du logiciel pic.  |   => suggestions : ['']

389 Il manque un espace. => La doc se trouve sur votre machine dans le document pic.ps.gz sous /usr/share/doc/groff ou encore au chap. 10 de | ps => suggestions : [' ps']

394 Espace(s) surnuméraire(s) à supprimer. => Pour  intégrer une image dans votre texte, il faudra tout d'abord la convertir au format .eps.  |    => suggestions : [' ']
394 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Pour  intégrer une image dans votre texte, il faudra tout d'abord la convertir au format .eps.  |  . => suggestions : ['. ', '.']
394 Mot inconnu : eps => Pour  intégrer une image dans votre texte, il faudra tout d'abord la convertir au format .eps.  | eps
394 Espace(s) en fin de ligne à supprimer. => Pour  intégrer une image dans votre texte, il faudra tout d'abord la convertir au format .eps.  |   => suggestions : ['']

399 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => vous pouvez remplacer .png par tout autre format d'image. |  . => suggestions : ['. ', '.']

400 Espace(s) en fin de ligne à supprimer. => Placez l'image dans votre dossier personnel.  |   => suggestions : ['']

403 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Installer ImageMagick. |    => suggestions : ['']
403 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Installer ImageMagick. |  -  => suggestions : [' – ', ' — ', ' − ']
403 Mot inconnu : ImageMagick =>   - Installer ImageMagick. | imagemagick

404 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Clic droit sur l'image.  "Ouvrir votre image avec ImageMagick". |    => suggestions : ['']
404 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Clic droit sur l'image.  "Ouvrir votre image avec ImageMagick". |  -  => suggestions : [' – ', ' — ', ' − ']
404 Espace(s) surnuméraire(s) à supprimer. =>   - Clic droit sur l'image.  "Ouvrir votre image avec ImageMagick". |    => suggestions : [' ']
404 Guillemets typographiques ouvrants. =>   - Clic droit sur l'image.  "Ouvrir votre image avec ImageMagick". | " => suggestions : ['«\xa0', '“']
404 Mot inconnu : ImageMagick =>   - Clic droit sur l'image.  "Ouvrir votre image avec ImageMagick". | imagemagick
404 Guillemets typographiques fermants. =>   - Clic droit sur l'image.  "Ouvrir votre image avec ImageMagick". | " => suggestions : ['\xa0»', '”']

405 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Une fois l'image ouverte, cliquer dessus: Commands > Enhance > Map. |    => suggestions : ['']
405 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Une fois l'image ouverte, cliquer dessus: Commands > Enhance > Map. |  -  => suggestions : [' – ', ' — ', ' − ']
405 Mot inconnu : Commands =>   - Une fois l'image ouverte, cliquer dessus: Commands > Enhance > Map. | commands
405 Mot inconnu : Enhance =>   - Une fois l'image ouverte, cliquer dessus: Commands > Enhance > Map. | enhance
405 Mot inconnu : Map =>   - Une fois l'image ouverte, cliquer dessus: Commands > Enhance > Map. | map

406 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Choisir un nom pour l'image ainsi que le nouveau format (.eps). |    => suggestions : ['']
406 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Choisir un nom pour l'image ainsi que le nouveau format (.eps). |  -  => suggestions : [' – ', ' — ', ' − ']
406 Mot inconnu : eps =>   - Choisir un nom pour l'image ainsi que le nouveau format (.eps). | eps

408 Guillemets fermants. => Intégrez ensuite votre image au texte grâce à la requête ''.PSPIC'':\\ |  '' => suggestions : ['\xa0»', '”']
408 Mot inconnu : PSPIC => Intégrez ensuite votre image au texte grâce à la requête ''.PSPIC'':\\ | pspic
408 Guillemets typographiques fermants. => Intégrez ensuite votre image au texte grâce à la requête ''.PSPIC'':\\ | '' => suggestions : ['\xa0»', '”']

409 Guillemets ouvrants. => '' .PSPIC image.eps''. | ''  => suggestions : ['«\xa0', '“']
409 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => '' .PSPIC image.eps''. |  . => suggestions : ['. ', '.']
409 Mot inconnu : PSPIC => '' .PSPIC image.eps''. | pspic
409 Mot inconnu : eps => '' .PSPIC image.eps''. | eps
409 Guillemets typographiques fermants. => '' .PSPIC image.eps''. | '' => suggestions : ['\xa0»', '”']

412 Mot inconnu : groff => Pour que groff tienne compte de votre image, le fichier image.eps devra être situé dans le répertoire personnel. | groff
412 Mot inconnu : eps => Pour que groff tienne compte de votre image, le fichier image.eps devra être situé dans le répertoire personnel. | eps

414 Mot inconnu : keep => Souvent, il sera pratique d'inclure l'image dans un clos (keep) ou un bloc pour pouvoir la placer dans le texte avec précision. | keep
414 Accord de genre erroné : « placer » est masculin. => Souvent, il sera pratique d'inclure l'image dans un clos (keep) ou un bloc pour pouvoir la placer dans le texte avec précision. | la => suggestions : ['le']
414 Accord de genre erroné : « la » est un déterminant féminin. => Souvent, il sera pratique d'inclure l'image dans un clos (keep) ou un bloc pour pouvoir la placer dans le texte avec précision. | placer => suggestions : ['placée']

416 Espace(s) surnuméraire(s) à supprimer. => Si vous avez eu recours à pic  ou à la requête ''.PSPIC'', ajoutez l'option **-p** à la commande groff: |    => suggestions : [' ']
416 Guillemets fermants. => Si vous avez eu recours à pic  ou à la requête ''.PSPIC'', ajoutez l'option **-p** à la commande groff: |  '' => suggestions : ['\xa0»', '”']
416 Mot inconnu : PSPIC => Si vous avez eu recours à pic  ou à la requête ''.PSPIC'', ajoutez l'option **-p** à la commande groff: | pspic
416 Guillemets typographiques fermants. => Si vous avez eu recours à pic  ou à la requête ''.PSPIC'', ajoutez l'option **-p** à la commande groff: | '' => suggestions : ['\xa0»', '”']
416 Mot inconnu : groff => Si vous avez eu recours à pic  ou à la requête ''.PSPIC'', ajoutez l'option **-p** à la commande groff: | groff

421 Mot inconnu : Lilypond => ===avec Lilypond=== | lilypond

423 Mot inconnu : Lilypond => Vous pouvez insérer quelques lignes de musique à votre texte. Lilypond doit être installé.  | lilypond
423 Espace(s) en fin de ligne à supprimer. => Vous pouvez insérer quelques lignes de musique à votre texte. Lilypond doit être installé.  |   => suggestions : ['']

425 Mot inconnu : Glilypond => **Glilypond** est un script qui permet d'intégrer du code Lilypond dans un texte d'entrée groff. | glilypond
425 Mot inconnu : Lilypond => **Glilypond** est un script qui permet d'intégrer du code Lilypond dans un texte d'entrée groff. | lilypond
425 Mot inconnu : groff => **Glilypond** est un script qui permet d'intégrer du code Lilypond dans un texte d'entrée groff. | groff
426 Mot inconnu : glilypond => Principe: glilypond prend tout le texte compris entre les requêtes | glilypond

427 Mot inconnu : lilypond => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | lilypond
427 Mot inconnu : start => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | start
427 Guillemets typographiques fermants. => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | '' => suggestions : ['\xa0»', '”']
427 Guillemets fermants. => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. |  '' => suggestions : ['\xa0»', '”']
427 Mot inconnu : lilypond => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | lilypond
427 Mot inconnu : end => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | end
427 Guillemets typographiques fermants. => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | '' => suggestions : ['\xa0»', '”']
427 Pas d’espace avant un point. => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. |  . => suggestions : ['.']
427 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. |  . => suggestions : ['. ', '.']
427 Mot inconnu : eps => ''.lilypond start'' et ''.lilypond end'' . Il en fait une image au format .eps, que vous pouvez placer dans votre fichier d'entrée de manière analogue à celles du sous-chapitre précédent. | eps

428 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']
