2 Mot inconnu : À_RECYCLER => {{tag>tutoriel matériel installation À_RECYCLER}}

5 Il manque un espace insécable. => ====== Tutoriel : Ajouter un disque dur ======

8 Guillemets typographiques ouvrants. => <note important>Le mieux serait d'apporter ses connaissances au lieu de laisser les autres dans l'ignorance surtout avec des commentaires inutiles et dans une doc de partage, "Largement obsolète" ne veut rien dire sans arguments, merci. </note>
8 Guillemets typographiques fermants. => <note important>Le mieux serait d'apporter ses connaissances au lieu de laisser les autres dans l'ignorance surtout avec des commentaires inutiles et dans une doc de partage, "Largement obsolète" ne veut rien dire sans arguments, merci. </note>

12 Mot inconnu : hd => Avec GNU/Linux, tout comme avec Unix, tout est fichier. Le système interprète donc vos périphériques en tant que fichiers. Les disques durs n'échappent pas à cette règle et se retrouvent donc dans le dossier /dev. Traditionnellement les périphériques IDE répondent à une appellation commençant par hd (pour Hard Disk) suivi d'une lettre correspondant à la position logique du disque (maître, esclave etc.) suivi d'un chiffre identifiant la partition.
12 Mot inconnu : Disk => Avec GNU/Linux, tout comme avec Unix, tout est fichier. Le système interprète donc vos périphériques en tant que fichiers. Les disques durs n'échappent pas à cette règle et se retrouvent donc dans le dossier /dev. Traditionnellement les périphériques IDE répondent à une appellation commençant par hd (pour Hard Disk) suivi d'une lettre correspondant à la position logique du disque (maître, esclave etc.) suivi d'un chiffre identifiant la partition.
12 Avant « etc. », il faut mettre une virgule. => Avec GNU/Linux, tout comme avec Unix, tout est fichier. Le système interprète donc vos périphériques en tant que fichiers. Les disques durs n'échappent pas à cette règle et se retrouvent donc dans le dossier /dev. Traditionnellement les périphériques IDE répondent à une appellation commençant par hd (pour Hard Disk) suivi d'une lettre correspondant à la position logique du disque (maître, esclave etc.) suivi d'un chiffre identifiant la partition.

14 Mot inconnu : hda1 => Par exemple, la première partition du premier disque dur (disque maître du bus IDE primaire) s'appelle donc hda1 et c'est généralement sur celle-ci qu'est installé votre système d'exploitation.

16 Mot inconnu : Serial => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...
16 Mot inconnu : ATA => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...
16 Il manque un espace insécable. => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...
16 Typographie : points de suspension. Utilisez le caractère dédié. => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...

19 Mot inconnu : sdx => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : hda => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : sda => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : hdb => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : sdb => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>

24 Espace(s) surnuméraire(s) à supprimer. => === En ligne  de commandes ===
270 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Partitionner le disque si une ou des partition(s) n'existe(nt) pas (cas d'un disque neuf) :
270 Écriture invariable. Utilisez un point médian. =>   * Partitionner le disque si une ou des partition(s) n'existe(nt) pas (cas d'un disque neuf) :
270 Mot inconnu : nt =>   * Partitionner le disque si une ou des partition(s) n'existe(nt) pas (cas d'un disque neuf) :
270 Il manque un espace insécable. =>   * Partitionner le disque si une ou des partition(s) n'existe(nt) pas (cas d'un disque neuf) :

272 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo cfdisk /dev/sdc
272 Mot inconnu : sudo =>    sudo cfdisk /dev/sdc
272 Mot inconnu : cfdisk =>    sudo cfdisk /dev/sdc

274 Il manque un espace insécable. => Puis formater la partition créée, par exemple une partition couvrant le disque complet :

276 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mkntfs /dev/sdc1
276 Mot inconnu : sudo =>    sudo mkntfs /dev/sdc1
276 Mot inconnu : mkntfs =>    sudo mkntfs /dev/sdc1

277 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    

278 Mot inconnu : mkfs => Dès lors, vous pouvez aussi utiliser "**mkfs.Type_de_fichier**" :
278 Mot inconnu : Type_de_fichier => Dès lors, vous pouvez aussi utiliser "**mkfs.Type_de_fichier**" :
278 Il manque un espace insécable. => Dès lors, vous pouvez aussi utiliser "**mkfs.Type_de_fichier**" :

280 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mkfs.ntfs /dev/sdc1
280 Mot inconnu : sudo =>    sudo mkfs.ntfs /dev/sdc1
280 Mot inconnu : mkfs =>    sudo mkfs.ntfs /dev/sdc1
280 Mot inconnu : ntfs =>    sudo mkfs.ntfs /dev/sdc1

289 Espace(s) en fin de ligne à supprimer. => Les deux utilitaires 

291 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  [[:gnome-disk-utility|Disques : l'utilitaire de disques]]
291 Il manque un espace insécable. =>  [[:gnome-disk-utility|Disques : l'utilitaire de disques]]
293 Mot inconnu : GParted => [[:gparted|GParted : éditeur de partitions]]
293 Il manque un espace insécable. => [[:gparted|GParted : éditeur de partitions]]

297 Espace(s) surnuméraire(s) à supprimer. => Les types de formatages  à préférer sont les suivants:
297 Il manque un espace insécable. => Les types de formatages  à préférer sont les suivants:

298 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * FAT32 pour les partition de boot des ordinateurs EFI
298 Mot inconnu : FAT32 =>   * FAT32 pour les partition de boot des ordinateurs EFI
298 Accord de nombre erroné : « partition » devrait être au pluriel. =>   * FAT32 pour les partition de boot des ordinateurs EFI
298 Mot inconnu : boot =>   * FAT32 pour les partition de boot des ordinateurs EFI
298 Mot inconnu : EFI =>   * FAT32 pour les partition de boot des ordinateurs EFI

299 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Mot inconnu : EXT4 =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Espace(s) surnuméraire(s) à supprimer. =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Mot inconnu : ubuntu =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Espace(s) surnuméraire(s) à supprimer. =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Mot inconnu : EXT2 =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Mot inconnu : EXT3 =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.
299 Espace(s) surnuméraire(s) à supprimer. =>   * EXT4 pour les partitions  utilisées par ubuntu.   Les types EXT2 et EXT3 ne sont plus  proposés en formatage par l'application disques.

300 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * NTFS pour les partitions utilisées par windows.
300 Mot inconnu : NTFS =>   * NTFS pour les partitions utilisées par windows.

301 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:exfat|EXFAT]] pour les partitions utilisées  sur des support externes du style mémoire flash .
301 Espace(s) surnuméraire(s) à supprimer. =>   * [[:exfat|EXFAT]] pour les partitions utilisées  sur des support externes du style mémoire flash .
301 Accord de nombre erroné : « support » devrait être au pluriel. =>   * [[:exfat|EXFAT]] pour les partitions utilisées  sur des support externes du style mémoire flash .

302 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[:btrfs|BTRFS]] pour les partitions de type haute sécurité.

303 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * HFS+ pour les partitions apple
303 Mot inconnu : HFS =>   * HFS+ pour les partitions apple
303 Mot inconnu : apple =>   * HFS+ pour les partitions apple

304 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    

309 Guillemets typographiques ouvrants. => Avec Linux, pour avoir accès à un périphérique, il faut le "monter" c'est-à-dire que l'on doit faire correspondre un dossier existant de l'arborescence avec le fichier de matériel en question. Cela peut se faire de deux manières : soit à la demande, comme on le fait généralement avec le lecteur CD par exemple, soit de manière permanente au démarrage de l'ordinateur comme c'est utilisé pour le disque système.
309 Guillemets typographiques fermants. => Avec Linux, pour avoir accès à un périphérique, il faut le "monter" c'est-à-dire que l'on doit faire correspondre un dossier existant de l'arborescence avec le fichier de matériel en question. Cela peut se faire de deux manières : soit à la demande, comme on le fait généralement avec le lecteur CD par exemple, soit de manière permanente au démarrage de l'ordinateur comme c'est utilisé pour le disque système.
309 Il manque un espace insécable. => Avec Linux, pour avoir accès à un périphérique, il faut le "monter" c'est-à-dire que l'on doit faire correspondre un dossier existant de l'arborescence avec le fichier de matériel en question. Cela peut se faire de deux manières : soit à la demande, comme on le fait généralement avec le lecteur CD par exemple, soit de manière permanente au démarrage de l'ordinateur comme c'est utilisé pour le disque système.

311 Mot inconnu : backup => Dans les exemples suivants, on prévoit que votre point de montage est prêt et qu'il s'agit de /media/backup, pour ce faire il suffit juste de créer le dossier en question avec mkdir.
311 Mot inconnu : mkdir => Dans les exemples suivants, on prévoit que votre point de montage est prêt et qu'il s'agit de /media/backup, pour ce faire il suffit juste de créer le dossier en question avec mkdir.

314 Guillemets typographiques ouvrants. => Pour monter un périphérique de stockage, on utilise la commande ''mount'' qui doit s'accompagner de la désignation de votre lecteur et, éventuellement, des paramètres à lui appliquer.
314 Mot inconnu : mount => Pour monter un périphérique de stockage, on utilise la commande ''mount'' qui doit s'accompagner de la désignation de votre lecteur et, éventuellement, des paramètres à lui appliquer.
314 Guillemets typographiques fermants. => Pour monter un périphérique de stockage, on utilise la commande ''mount'' qui doit s'accompagner de la désignation de votre lecteur et, éventuellement, des paramètres à lui appliquer.

316 Mot inconnu : backup => Pour monter notre disque /dev/hdb1 dans /media/backup :
316 Il manque un espace insécable. => Pour monter notre disque /dev/hdb1 dans /media/backup :

317 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mount /dev/hdb1 /media/backup
317 Mot inconnu : sudo =>    sudo mount /dev/hdb1 /media/backup
317 Mot inconnu : mount =>    sudo mount /dev/hdb1 /media/backup
317 Mot inconnu : backup =>    sudo mount /dev/hdb1 /media/backup

319 Guillemets typographiques ouvrants. => Cette commande monte votre disque en détectant automatiquement le type du système de fichier, dans certains cas, Linux sera incapable de le choisir automatiquement, il faudra donc indiquer à la commande ''mount'' le type de fichier :
319 Mot inconnu : mount => Cette commande monte votre disque en détectant automatiquement le type du système de fichier, dans certains cas, Linux sera incapable de le choisir automatiquement, il faudra donc indiquer à la commande ''mount'' le type de fichier :
319 Guillemets typographiques fermants. => Cette commande monte votre disque en détectant automatiquement le type du système de fichier, dans certains cas, Linux sera incapable de le choisir automatiquement, il faudra donc indiquer à la commande ''mount'' le type de fichier :
319 Il manque un espace insécable. => Cette commande monte votre disque en détectant automatiquement le type du système de fichier, dans certains cas, Linux sera incapable de le choisir automatiquement, il faudra donc indiquer à la commande ''mount'' le type de fichier :

320 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mount -t ext3 /dev/hdb1 /media/backup
320 Mot inconnu : sudo =>    sudo mount -t ext3 /dev/hdb1 /media/backup
320 Mot inconnu : mount =>    sudo mount -t ext3 /dev/hdb1 /media/backup
320 Mot inconnu : ext3 =>    sudo mount -t ext3 /dev/hdb1 /media/backup
320 Mot inconnu : backup =>    sudo mount -t ext3 /dev/hdb1 /media/backup

322 Il manque un espace insécable. => Vous pouvez aussi ajouter des options comme, par exemple, des droits d'accès :

323 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mount -t ext3 -o mode=0755 /dev/hdb1 /media/backup
323 Mot inconnu : sudo =>    sudo mount -t ext3 -o mode=0755 /dev/hdb1 /media/backup
323 Mot inconnu : mount =>    sudo mount -t ext3 -o mode=0755 /dev/hdb1 /media/backup
323 Mot inconnu : ext3 =>    sudo mount -t ext3 -o mode=0755 /dev/hdb1 /media/backup
323 Il manque un espace à côté du tiret. =>    sudo mount -t ext3 -o mode=0755 /dev/hdb1 /media/backup
323 Mot inconnu : backup =>    sudo mount -t ext3 -o mode=0755 /dev/hdb1 /media/backup

325 Guillemets typographiques ouvrants. => Pour aller plus loin dans les arcanes de la commande ''mount'' je vous invite grandement à consulter le manuel qui lui est associé (''man mount'').
325 Mot inconnu : mount => Pour aller plus loin dans les arcanes de la commande ''mount'' je vous invite grandement à consulter le manuel qui lui est associé (''man mount'').
325 Guillemets typographiques fermants. => Pour aller plus loin dans les arcanes de la commande ''mount'' je vous invite grandement à consulter le manuel qui lui est associé (''man mount'').
325 Mot inconnu : mount => Pour aller plus loin dans les arcanes de la commande ''mount'' je vous invite grandement à consulter le manuel qui lui est associé (''man mount'').
325 Guillemets typographiques fermants. => Pour aller plus loin dans les arcanes de la commande ''mount'' je vous invite grandement à consulter le manuel qui lui est associé (''man mount'').

327 Mot inconnu : NTFS => **Dans le cas particulier où l'on souhaite monter un disque USB externe NTFS :**

328 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup
328 Mot inconnu : sudo =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup
328 Mot inconnu : mount =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup
328 Mot inconnu : ntfs-3g =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup
328 Mot inconnu : backup =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup

329 Il manque un espace insécable. => démontage avant arrêt du disque dur :

330 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo umount -f /media/backup
330 Mot inconnu : sudo =>    sudo umount -f /media/backup
330 Mot inconnu : umount =>    sudo umount -f /media/backup
330 Il manque un espace à côté du tiret. =>    sudo umount -f /media/backup
330 Mot inconnu : backup =>    sudo umount -f /media/backup

332 Mot inconnu : NTFS => Le disque NTFS peut refuser de se monter, cela peut arriver lorsque le disque à été mal démonté par windows, pour forcer le montage :
332 Confusion : “à” est une préposition. Pour le verbe avoir, écrivez “a”. => Le disque NTFS peut refuser de se monter, cela peut arriver lorsque le disque à été mal démonté par windows, pour forcer le montage :
332 Il manque un espace insécable. => Le disque NTFS peut refuser de se monter, cela peut arriver lorsque le disque à été mal démonté par windows, pour forcer le montage :

333 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup -o force
333 Mot inconnu : sudo =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup -o force
333 Mot inconnu : mount =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup -o force
333 Mot inconnu : ntfs-3g =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup -o force
333 Mot inconnu : backup =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup -o force
333 Il manque un espace à côté du tiret. =>    sudo mount -t ntfs-3g /dev/sdd1 /media/backup -o force

337 Mot inconnu : fstab => ===En modifiant le fichier fstab===

338 Il manque un espace. => Pour que le disque dur soit détecté automatiquement au démarrage, on doit [[:tutoriel:comment_editer_un_fichier|éditer le fichier]] **/etc/fstab** et ajouter la ligne suivante : 
338 Il manque un espace insécable. => Pour que le disque dur soit détecté automatiquement au démarrage, on doit [[:tutoriel:comment_editer_un_fichier|éditer le fichier]] **/etc/fstab** et ajouter la ligne suivante : 
338 Espace(s) en fin de ligne à supprimer. => Pour que le disque dur soit détecté automatiquement au démarrage, on doit [[:tutoriel:comment_editer_un_fichier|éditer le fichier]] **/etc/fstab** et ajouter la ligne suivante : 

344 Il manque un espace insécable. => Pour aller plus loin : [[:mount_fstab|mount et fstab : Le montage des systèmes de fichiers]].
344 Mot inconnu : fstab => Pour aller plus loin : [[:mount_fstab|mount et fstab : Le montage des systèmes de fichiers]].
344 Il manque un espace insécable. => Pour aller plus loin : [[:mount_fstab|mount et fstab : Le montage des systèmes de fichiers]].

347 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Disk-manager permet d'effectuer pour vous cette opération. Un paquet DEB est disponible depuis la  [[http://forum.ubuntu-fr.org/viewtopic.php?id=403792&p=1|page du forum consacrée à cet outil]].
347 Mot inconnu : Disk-manager =>  Disk-manager permet d'effectuer pour vous cette opération. Un paquet DEB est disponible depuis la  [[http://forum.ubuntu-fr.org/viewtopic.php?id=403792&p=1|page du forum consacrée à cet outil]].
347 Mot inconnu : DEB =>  Disk-manager permet d'effectuer pour vous cette opération. Un paquet DEB est disponible depuis la  [[http://forum.ubuntu-fr.org/viewtopic.php?id=403792&p=1|page du forum consacrée à cet outil]].
347 Espace(s) surnuméraire(s) à supprimer. =>  Disk-manager permet d'effectuer pour vous cette opération. Un paquet DEB est disponible depuis la  [[http://forum.ubuntu-fr.org/viewtopic.php?id=403792&p=1|page du forum consacrée à cet outil]].

362 Mot inconnu : NTFS => ==== Le NTFS ====

363 Mot inconnu : Ntfs-3g => <note tip>Ntfs-3g permet d'écrire sur les partitions NTFS de manière sûre et simple : [[:tutoriel:ntfs|ntfs-3g]]</note>
363 Mot inconnu : NTFS => <note tip>Ntfs-3g permet d'écrire sur les partitions NTFS de manière sûre et simple : [[:tutoriel:ntfs|ntfs-3g]]</note>
363 Il manque un espace insécable. => <note tip>Ntfs-3g permet d'écrire sur les partitions NTFS de manière sûre et simple : [[:tutoriel:ntfs|ntfs-3g]]</note>
363 Il manque un espace. => <note tip>Ntfs-3g permet d'écrire sur les partitions NTFS de manière sûre et simple : [[:tutoriel:ntfs|ntfs-3g]]</note>

365 Mot inconnu : Ntfs-3g => <note tip>Ntfs-3g est maintenant inclus en version stable sous Hardy Heron</note>
365 Mot inconnu : Heron => <note tip>Ntfs-3g est maintenant inclus en version stable sous Hardy Heron</note>

366 Mot inconnu : NTFS => Dans certains cas il est intéressant de pouvoir monter des partitions de type NTFS, notamment utilisées par les disques durs de grande capacité fonctionnant sous windows NT ou windows XP. Pour mettre cela en place, il est indispensable de disposer de la bibliothèque correspondante nommée libntfs9. Vous pouvez l'installer, il vous suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **libntfs10**
366 Mot inconnu : NT => Dans certains cas il est intéressant de pouvoir monter des partitions de type NTFS, notamment utilisées par les disques durs de grande capacité fonctionnant sous windows NT ou windows XP. Pour mettre cela en place, il est indispensable de disposer de la bibliothèque correspondante nommée libntfs9. Vous pouvez l'installer, il vous suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **libntfs10**
366 Mot inconnu : XP => Dans certains cas il est intéressant de pouvoir monter des partitions de type NTFS, notamment utilisées par les disques durs de grande capacité fonctionnant sous windows NT ou windows XP. Pour mettre cela en place, il est indispensable de disposer de la bibliothèque correspondante nommée libntfs9. Vous pouvez l'installer, il vous suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **libntfs10**
366 Mot inconnu : libntfs9 => Dans certains cas il est intéressant de pouvoir monter des partitions de type NTFS, notamment utilisées par les disques durs de grande capacité fonctionnant sous windows NT ou windows XP. Pour mettre cela en place, il est indispensable de disposer de la bibliothèque correspondante nommée libntfs9. Vous pouvez l'installer, il vous suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **libntfs10**
366 Il manque un espace. => Dans certains cas il est intéressant de pouvoir monter des partitions de type NTFS, notamment utilisées par les disques durs de grande capacité fonctionnant sous windows NT ou windows XP. Pour mettre cela en place, il est indispensable de disposer de la bibliothèque correspondante nommée libntfs9. Vous pouvez l'installer, il vous suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **libntfs10**
366 Mot inconnu : libntfs10 => Dans certains cas il est intéressant de pouvoir monter des partitions de type NTFS, notamment utilisées par les disques durs de grande capacité fonctionnant sous windows NT ou windows XP. Pour mettre cela en place, il est indispensable de disposer de la bibliothèque correspondante nommée libntfs9. Vous pouvez l'installer, il vous suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **libntfs10**

368 Mot inconnu : NTFS => Ainsi, si votre partition est en NTFS vous pourrez la monter à la volée de la façon suivante :
368 Il manque un espace insécable. => Ainsi, si votre partition est en NTFS vous pourrez la monter à la volée de la façon suivante :

369 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo mount -t ntfs-3g -o mode=0111 /dev/hdb1 /media/backup
369 Mot inconnu : sudo =>   sudo mount -t ntfs-3g -o mode=0111 /dev/hdb1 /media/backup
369 Mot inconnu : mount =>   sudo mount -t ntfs-3g -o mode=0111 /dev/hdb1 /media/backup
369 Mot inconnu : ntfs-3g =>   sudo mount -t ntfs-3g -o mode=0111 /dev/hdb1 /media/backup
369 Il manque un espace à côté du tiret. =>   sudo mount -t ntfs-3g -o mode=0111 /dev/hdb1 /media/backup
369 Mot inconnu : backup =>   sudo mount -t ntfs-3g -o mode=0111 /dev/hdb1 /media/backup

370 Mot inconnu : fstab => Ou l'ajouter au fstab :
370 Il manque un espace insécable. => Ou l'ajouter au fstab :

371 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Espace(s) surnuméraire(s) à supprimer. =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Mot inconnu : backup =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Espace(s) surnuméraire(s) à supprimer. =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Mot inconnu : ntfs-3g =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Espace(s) surnuméraire(s) à supprimer. =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Mot inconnu : rw =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Il manque un espace. =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Espace(s) surnuméraire(s) à supprimer. =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0
371 Espace(s) surnuméraire(s) à supprimer. =>   /dev/hdb1   /media/backup   ntfs-3g   rw,auto   0    0

373 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Mot inconnu : UUID =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Mot inconnu : xxxxxxxxxxxx =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Espace(s) surnuméraire(s) à supprimer. =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Espace(s) surnuméraire(s) à supprimer. =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Mot inconnu : ntfs-3g =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Espace(s) surnuméraire(s) à supprimer. =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Il manque un espace. =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Mot inconnu : windows_names =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0
373 Espace(s) surnuméraire(s) à supprimer. =>   UUID=xxxxxxxxxxxx     /Data     ntfs-3g  permissions,windows_names  0 0

375 Guillemets typographiques ouvrants. => L'outil ''ntfsprogs'' propose des logiciels permettant de supporter le NTFS au niveau du formatage et du partitionnement, entre autres.
375 Mot inconnu : ntfsprogs => L'outil ''ntfsprogs'' propose des logiciels permettant de supporter le NTFS au niveau du formatage et du partitionnement, entre autres.
375 Guillemets typographiques fermants. => L'outil ''ntfsprogs'' propose des logiciels permettant de supporter le NTFS au niveau du formatage et du partitionnement, entre autres.
375 Mot inconnu : NTFS => L'outil ''ntfsprogs'' propose des logiciels permettant de supporter le NTFS au niveau du formatage et du partitionnement, entre autres.

378 Mot inconnu : HFS => ==== L'HFS (sur mac) ====

380 Mot inconnu : MacOSX => Le système de fichier utilisé par défaut dans MacOSX est l'HFS, vous pouvez monter vos disques durs en faisant :
380 Mot inconnu : HFS => Le système de fichier utilisé par défaut dans MacOSX est l'HFS, vous pouvez monter vos disques durs en faisant :
380 Il manque un espace insécable. => Le système de fichier utilisé par défaut dans MacOSX est l'HFS, vous pouvez monter vos disques durs en faisant :

381 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo mount -t hfs /dev/hda1 /media/Macintosh_HD
381 Mot inconnu : sudo =>   sudo mount -t hfs /dev/hda1 /media/Macintosh_HD
381 Mot inconnu : mount =>   sudo mount -t hfs /dev/hda1 /media/Macintosh_HD
381 Mot inconnu : hfs =>   sudo mount -t hfs /dev/hda1 /media/Macintosh_HD
381 Mot inconnu : Macintosh_HD =>   sudo mount -t hfs /dev/hda1 /media/Macintosh_HD

382 Mot inconnu : fstab => Ou encore l'ajouter au fstab (ainsi il sera monté automatiquement) :
382 Il manque un espace insécable. => Ou encore l'ajouter au fstab (ainsi il sera monté automatiquement) :

